name,importance
GEOID,0.27741191601420556
months_from_start,0.18485676286648198
month,0.1505005018671237
STATEFP,0.13283640992562573
NPP_g_m-2_1m_lag,0.13140803693122338
popuDensity_ALAND_km2,0.12298637239533984
