mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,n_features,features
122.67927205562592,3.228010236860515,1.692852544784546,0.18361088697153324,0.1,2,4,100,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",-0.3555996998919606,0.002541191513737205,1,-0.6261356348700666,0.02355742542262847,1,0.6931352646901766,0.0071601399273639255,1,0.6930279343629665,0.0071376432730572295,1,18,"['GEOID', 'month', 'temp_F', 'burned_frac', 'popuDensity_ALAND_km2', 'precip_in', 'Rh_g_m-2', 'pm25_ug_m-3', 'NPP_g_m-2', 'C_g_m-2', 'smallf_frac', 'DM_kg_m-2', 'BB_g_m-2', 'ALAND_ATOTAL_ratio', 'median_inc', 'PDSI', 'SP01', 'YYYYMM']"
