mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2
72.75657368,0.892241455,1.412543464,0.034025483,0.1,50,2,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 2, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
72.98683736,0.632406572,1.417243743,0.030545044,0.1,50,4,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 4, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
72.65028214,1.047421021,1.409839797,0.035575244,0.1,50,10,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 10, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
72.94761593,0.705563999,1.406382561,0.028446373,0.1,50,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 20, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
73.00183079,0.68963934,1.409076738,0.034304158,0.1,50,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 40, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
72.98187592,0.52495397,1.402010489,0.02859457,0.1,50,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 100, 'n_estimators': 170}",-1.031571394,0.004197993,106,-2.268887409,0.087527333,106,0.148486067,0.006062012,106
47.11648629,0.602388934,1.47985909,0.035420329,0.06,5,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 100, 'n_estimators': 170}",-1.032797603,0.004468978,112,-2.270871431,0.086902656,112,0.147734226,0.00580826,112
48.27062354,1.006999534,1.526876187,0.029348624,0.06,2,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 100, 'n_estimators': 170}",-1.033133864,0.004491644,113,-2.271111405,0.086674773,113,0.14764147,0.005724455,113
48.84278655,0.983505612,1.56406095,0.017106247,0.06,1,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 100, 'n_estimators': 170}",-1.033648807,0.004518466,120,-2.271830867,0.086734787,114,0.147371833,0.005727493,114
46.01023502,0.439399268,1.428865719,0.0422878,0.06,10,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 100, 'n_estimators': 170}",-1.033261965,0.004424144,114,-2.272359957,0.086709439,115,0.147172649,0.005734197,115
30.28161323,0.309651503,1.443367743,0.026712543,0.04,20,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 170}",-1.033262456,0.004239444,115,-2.273511374,0.086903988,116,0.146742073,0.005764026,116
30.18726611,0.494399554,1.456252956,0.022915048,0.04,20,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 4, 'n_estimators': 170}",-1.033262456,0.004239444,115,-2.273511374,0.086903988,116,0.146742073,0.005764026,116
30.18111,0.414159041,1.433321667,0.019933048,0.04,20,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 170}",-1.033262456,0.004239444,115,-2.273511374,0.086903988,116,0.146742073,0.005764026,116
30.39731059,0.759221264,1.438594532,0.01880612,0.04,20,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 170}",-1.033262456,0.004239444,115,-2.273511374,0.086903988,116,0.146742073,0.005764026,116
30.01720273,0.366056976,1.453669739,0.034658818,0.04,20,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 170}",-1.033262456,0.004239444,115,-2.273511374,0.086903988,116,0.146742073,0.005764026,116
76.6560432,1.144762295,1.426823044,0.036620058,0.1,5,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 200, 'n_estimators': 170}",-1.035149729,0.004416242,122,-2.276498456,0.087405932,121,0.145624943,0.00601233,121
44.36326878,0.582161816,1.392019939,0.062901487,0.06,20,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 100, 'n_estimators': 170}",-1.0348905,0.004292698,121,-2.276699855,0.086840413,122,0.145543453,0.005708861,122
77.01114907,0.714747198,1.463254333,0.056465934,0.1,2,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 200, 'n_estimators': 170}",-1.035378693,0.004448706,124,-2.276824337,0.087484171,123,0.1455038,0.005977818,123
74.41324544,0.984364883,1.38830018,0.052683124,0.1,10,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 200, 'n_estimators': 170}",-1.035310939,0.004384187,123,-2.276944466,0.087265338,124,0.145455556,0.005973641,124
77.50319617,0.850722106,1.48985095,0.043364528,0.1,1,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 200, 'n_estimators': 170}",-1.035659581,0.004416755,125,-2.277195817,0.087459756,125,0.145363961,0.005950002,125
72.99125569,0.894488144,1.354989409,0.058698502,0.1,20,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 200, 'n_estimators': 170}",-1.036080224,0.004349069,132,-2.279039989,0.087210676,126,0.144667658,0.00591195,126
57.69034956,1.05991162,1.395881701,0.044568786,0.08,50,2,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 2, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
57.77287576,0.610177452,1.392685223,0.055792878,0.08,50,4,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 4, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
57.58061974,1.059425351,1.389135504,0.056355421,0.08,50,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 10, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
57.67343724,0.862893359,1.369837809,0.064344924,0.08,50,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 20, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
57.622697,0.562677727,1.379975867,0.050570887,0.08,50,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 40, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
57.85387514,0.663773902,1.383575916,0.05681603,0.08,50,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 100, 'n_estimators': 170}",-1.035716844,0.004211276,126,-2.279242454,0.087352632,127,0.144593299,0.005921843,127
60.14401848,0.435276846,1.440776753,0.052684471,0.08,5,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 200, 'n_estimators': 170}",-1.039309054,0.004429443,134,-2.286719799,0.087156458,133,0.141781812,0.005786572,133
61.15813708,0.71449923,1.361112309,0.023157226,0.08,2,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 2, 'min_samples_split': 200, 'n_estimators': 170}",-1.03955395,0.004473786,136,-2.287086352,0.087088395,134,0.141643575,0.005724716,134
70.43598392,0.961423117,1.308925939,0.071047678,0.1,50,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 50, 'min_samples_split': 200, 'n_estimators': 170}",-1.039123929,0.004235701,133,-2.287215328,0.087160341,135,0.141595761,0.005729279,135
59.15336194,0.968725638,1.417336392,0.066761545,0.08,10,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 200, 'n_estimators': 170}",-1.039510201,0.004378316,135,-2.2873295,0.087047806,136,0.141551523,0.005733438,136
61.77501228,1.074902748,1.418334174,0.038019503,0.08,1,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 1, 'min_samples_split': 200, 'n_estimators': 170}",-1.039820533,0.004459283,137,-2.287439498,0.087071423,137,0.141510727,0.005705586,137
57.83538303,0.668962503,1.250166082,0.033738773,0.08,20,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 200, 'n_estimators': 170}",-1.040272796,0.004419544,138,-2.289618406,0.087137478,138,0.140692571,0.005723979,138
33.94188366,0.260317176,1.410946918,0.035237253,0.04,5,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 100, 'n_estimators': 170}",-1.040675609,0.004307182,139,-2.290934026,0.08634245,139,0.140189503,0.005389981,139
31.3124007,0.548328114,1.418353367,0.041778022,0.04,2,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 100, 'n_estimators': 170}",-1.041025844,0.004314609,140,-2.291251833,0.086407081,140,0.140071076,0.00536473,140
31.63583901,0.381335239,1.451526642,0.037998429,0.04,1,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 100, 'n_estimators': 170}",-1.041516853,0.004338683,148,-2.291813193,0.086391343,141,0.13985985,0.005377188,141
29.74520345,0.488723304,1.33586998,0.026472784,0.04,10,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 100, 'n_estimators': 170}",-1.041136235,0.004305049,141,-2.292451128,0.086219237,142,0.139617998,0.005341463,142
42.46478732,0.844831015,1.325015616,0.058307787,0.06,50,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 2, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
42.27120552,0.733940977,1.347956443,0.063343172,0.06,50,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 4, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
42.32249804,0.409661532,1.341406894,0.074152453,0.06,50,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 10, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
42.54018304,0.477082675,1.308728886,0.069088095,0.06,50,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 20, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
42.25118558,0.695450771,1.317690086,0.049882252,0.06,50,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 40, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
42.33435748,0.559834987,1.354972553,0.067126393,0.06,50,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 100, 'n_estimators': 170}",-1.0412676,0.004274247,142,-2.29337425,0.086824861,143,0.139278062,0.005519975,143
29.12811604,0.295445606,1.241988778,0.027812658,0.04,20,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 100, 'n_estimators': 170}",-1.042962464,0.004256504,149,-2.297249966,0.086365622,149,0.137816642,0.005315859,149
55.75652702,0.803704989,1.206937003,0.017784818,0.08,50,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 50, 'min_samples_split': 200, 'n_estimators': 170}",-1.043457166,0.004341363,150,-2.298121501,0.087129667,150,0.137497813,0.005595574,150
44.236499,1.04459107,1.264723015,0.027965865,0.06,5,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 200, 'n_estimators': 170}",-1.045099525,0.004422427,158,-2.301236301,0.086349482,151,0.136318812,0.005304143,151
45.03831735,0.580872513,1.277373743,0.033816258,0.06,2,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 200, 'n_estimators': 170}",-1.045330918,0.004424132,160,-2.301572389,0.086341138,152,0.136192609,0.005269233,152
43.42405348,0.391143417,1.233351326,0.030003574,0.06,10,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 200, 'n_estimators': 170}",-1.045293629,0.004363465,159,-2.301907265,0.08622703,153,0.136065272,0.005261411,153
45.26469443,0.717696294,1.324900079,0.031052283,0.06,1,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 200, 'n_estimators': 170}",-1.045594846,0.004448071,161,-2.302038297,0.086327435,154,0.136017379,0.005261887,154
67.88231785,0.59196855,1.200304651,0.034833554,0.1,100,2,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 2, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
68.66206405,1.298531179,1.234236264,0.049685207,0.1,100,4,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 4, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
68.07368193,1.284954606,1.22257812,0.036178582,0.1,100,10,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 10, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
67.84312198,0.881746489,1.208419251,0.034119984,0.1,100,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 20, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
68.16474407,1.008874321,1.240931988,0.064280254,0.1,100,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 40, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
67.94248164,1.263980647,1.242282033,0.05199287,0.1,100,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 100, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
64.75743833,3.806253781,1.188560867,0.034551517,0.1,100,200,170,"{'max_samples': 0.1, 'min_samples_leaf': 100, 'min_samples_split': 200, 'n_estimators': 170}",-1.044781385,0.00427617,151,-2.302672561,0.087212659,155,0.135789016,0.00552094,155
42.79040792,0.792331908,1.188524508,0.024732352,0.06,20,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 200, 'n_estimators': 170}",-1.046105528,0.004294874,162,-2.304255331,0.086331682,162,0.135184111,0.005267378,162
40.86268704,0.717633707,1.144095492,0.04011687,0.06,50,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 50, 'min_samples_split': 200, 'n_estimators': 170}",-1.04939258,0.004346529,170,-2.313529983,0.086485797,163,0.13170122,0.005183425,163
54.13185272,0.670520088,1.148140836,0.028705954,0.08,100,2,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 2, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
53.49098618,1.048201502,1.168048882,0.036732677,0.08,100,4,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 4, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
53.78826411,0.963216557,1.16186955,0.033836116,0.08,100,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 10, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
53.61978688,1.141001447,1.153312874,0.032007817,0.08,100,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 20, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
54.19448993,0.789686148,1.143657589,0.022733915,0.08,100,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 40, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
53.53595145,0.424067862,1.181846261,0.022327643,0.08,100,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 100, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
54.14133699,0.804058526,1.161508679,0.019106669,0.08,100,200,170,"{'max_samples': 0.08, 'min_samples_leaf': 100, 'min_samples_split': 200, 'n_estimators': 170}",-1.049042013,0.004314092,163,-2.313940872,0.086820449,164,0.131550565,0.005276876,164
27.31733012,0.466085095,1.189256454,0.041893901,0.04,50,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 2, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
27.21602774,0.469271873,1.161138439,0.031246458,0.04,50,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 4, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
27.26985586,0.599234541,1.1606879,0.016958686,0.04,50,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 10, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
27.31678522,0.553541243,1.173480487,0.019472912,0.04,50,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 20, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
27.3619205,0.224681674,1.160707831,0.034994013,0.04,50,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 40, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
27.32000732,0.380219308,1.155115271,0.026169478,0.04,50,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 100, 'n_estimators': 170}",-1.049449284,0.004236073,171,-2.314760852,0.086422962,171,0.131238252,0.005088828,171
31.13105035,2.028830874,1.16869905,0.032930613,0.04,5,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 200, 'n_estimators': 170}",-1.053555948,0.004453692,177,-2.32396555,0.085813416,177,0.127772847,0.004808483,177
29.13458781,0.582495263,1.193410039,0.041618448,0.04,2,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 200, 'n_estimators': 170}",-1.053778093,0.004442447,179,-2.324228141,0.085933722,178,0.1276756,0.00483275,178
29.46926339,0.626791126,1.19483707,0.029293515,0.04,1,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 200, 'n_estimators': 170}",-1.054016461,0.004475933,180,-2.324571875,0.085865659,179,0.127545656,0.004816168,179
28.09372656,0.528842272,1.126483417,0.024283194,0.04,10,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 200, 'n_estimators': 170}",-1.053719942,0.004453024,178,-2.324609707,0.085744647,180,0.127529902,0.004799827,180
27.43285303,0.476671733,1.109161782,0.021724974,0.04,20,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 20, 'min_samples_split': 200, 'n_estimators': 170}",-1.054677253,0.004455326,181,-2.327288989,0.085795815,181,0.126523737,0.00478594,181
39.40367029,0.782555166,1.102742743,0.053185022,0.06,100,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 2, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
39.07872298,0.8531886,1.106305766,0.058893808,0.06,100,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 4, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
40.18227627,1.170662453,1.113337851,0.026843724,0.06,100,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 10, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
39.44134195,0.796783282,1.101243806,0.043847416,0.06,100,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 20, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
39.3543422,0.336765785,1.08813436,0.042583877,0.06,100,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 40, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
39.21713116,0.446895389,1.123571944,0.053990729,0.06,100,100,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 100, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
38.97860496,0.645174365,1.106617236,0.048593502,0.06,100,200,170,"{'max_samples': 0.06, 'min_samples_leaf': 100, 'min_samples_split': 200, 'n_estimators': 170}",-1.054959128,0.004397462,182,-2.32962922,0.086216037,182,0.125649294,0.004896692,182
26.1943305,0.618719069,1.036327434,0.037821905,0.04,50,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 50, 'min_samples_split': 200, 'n_estimators': 170}",-1.058071786,0.004408582,189,-2.337086042,0.086041901,189,0.122845661,0.004737202,189
25.09483395,0.552030205,0.999179649,0.030434794,0.04,100,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 2, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.35012846,0.364369587,1.009185028,0.033087874,0.04,100,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 4, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.2203825,0.530143422,0.962651491,0.020765778,0.04,100,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 10, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.29174016,0.483131305,1.000835729,0.02784143,0.04,100,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 20, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.41273987,0.475865497,0.991409659,0.021633953,0.04,100,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 40, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.12938387,0.338011009,0.998317742,0.032903368,0.04,100,100,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 100, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
25.08789403,0.576907953,1.001150775,0.031200306,0.04,100,200,170,"{'max_samples': 0.04, 'min_samples_leaf': 100, 'min_samples_split': 200, 'n_estimators': 170}",-1.063413675,0.004499869,190,-2.353379457,0.085557242,190,0.116718337,0.004369828,190
