mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2,rank_test_set_r2,n_features,features
107.20576653480529,2.3898046724359916,2.370110607147217,0.5227502140384082,0.1,2,4,140,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 140}",-0.33702860164655635,0.004452473528823535,1,-0.6066011104252702,0.03847357286552221,1,0.7024643887921542,0.012615350055901973,1,0.7023696167245383,0.012579058499392283,1,0.702068797075321,1,10.0,"['popuDensity_ALAND_km2', 'month', 'temp_F', 'median_inc', 'PDSI', 'GEOID', 'Rh_g_m-2', 'SP01', 'months_from_start', 'AQI']"
