name,importance
GEOID,0.24594322899644605
months_from_start,0.15265464310203478
month,0.11971745302889027
popuDensity_ALAND_km2,0.11678960261646551
NPP_g_m-2_1m_lag,0.11299644863847025
STATEFP,0.1004330076448559
temp_F_1m_lag,0.08580680340357569
temp_F_2m_lag,0.06565881256926155
