name,importance
GEOID,0.272377262768999
months_from_start,0.1720084267685375
NPP_g_m-2_1m_lag,0.16077946713224953
popuDensity_ALAND_km2,0.15093538711181115
month,0.1304632750267981
STATEFP,0.11343618119160497
