GEOID,ATOTAL,area,error
28103,1812939876,,
28105,1196400391,,
28107,1826282247,,
28109,2122090193,,
28111,1684013992,,
28113,1063691610,,
28115,1297639313,,
28117,1083130878,,
28119,1052651533,,
28121,2087752147,,
28123,1580903598,,
28125,1126956149,,
28127,1529309344,,
28129,1650525521,,
28131,1160512473,,
28133,1830934325,,
28135,1689039056,,
28137,1064423425,,
28139,1191276857,,
28141,1151299036,,
28143,1245141270,,
28145,1079786875,,
28147,1047405829,,
28149,1602046407,,
28151,1971565438,,
28153,2107001074,,
28155,1096158606,,
28157,1781306271,,
28159,1580115086,,
28161,1282055260,,
28163,2419459874,,
29001,1474830565,,
29003,1130187811,,
29005,1424821818,,
29007,1804761601,,
29009,2048152602,,
29011,1545503230,,
29013,2205064176,,
29015,1949043459,,
29017,1608894693,,
29019,1789802570,,
29021,1075304147,,
29023,1810380171,,
29025,1112752733,,
29027,2194707644,,
29029,1835428835,,
29031,1518573137,,
29033,1816595284,,
29035,1318357425,,
29037,1819186568,,
29039,1291508701,,
29041,1985895302,,
29043,1460255953,,
29045,1325620705,,
29047,1058450062,,
29049,1096814666,,
29051,1033210956,,
29053,1474171157,,
29055,1926312177,,
29057,1311193602,,
29059,1405966752,,
29061,1473820243,,
29063,1102873134,,
29065,1954159960,,
29067,2109794280,,
29069,1417207334,,
29071,2410464135,,
29073,1362224488,,
29075,1273539139,,
29077,1755701168,,
29079,1134519339,,
29081,1881380537,,
29083,1896712286,,
29085,1066363089,,
29087,1218208646,,
29089,1221085617,,
29091,2404475822,,
29093,1429840199,,
29095,1596319698,,
29097,1660887228,,
29099,1720488906,,
29101,2157956558,,
29103,1312683721,,
29105,1989094641,,
29107,1654855309,,
29109,1588640626,,
29111,1322954189,,
29113,1658791360,,
29115,1609356157,,
29117,1394845458,,
29119,1397767411,,
29121,2104030966,,
29123,1288776367,,
29125,1372505979,,
29127,1150737094,,
29129,1178729867,,
29131,1553972331,,
29133,1110490277,,
29135,1084871624,,
29137,1735719636,,
29139,1399865950,,
29141,1590281629,,
29143,1804111898,,
29145,1622821498,,
29147,2273688202,,
29149,2050092097,,
29151,1588768946,,
29153,1956042305,,
29155,1329786845,,
29157,1253968996,,
29159,1777454639,,
29161,1746486065,,
29163,1773405254,,
29165,1104232514,,
29167,1663844088,,
29169,1428327302,,
29171,1345787185,,
29173,1253124110,,
29175,1263472079,,
29177,1486487619,,
29179,2109320070,,
29181,1635941764,,
29183,1534965637,,
29185,1818331134,,
29186,1312540266,,
29187,1177598041,,
29189,1354390423,,
29195,1986304430,,
29197,798132415,,
29199,1137766225,,
29201,1102965355,,
29203,2600348463,,
29205,1300994827,,
29207,2147156216,,
29209,1322492183,,
29211,1687387650,,
29213,1687739649,,
29215,3054174869,,
29217,2167364728,,
29219,1133818594,,
29221,1974835176,,
29223,2004816722,,
29225,1537840827,,
29227,691058886,,
29229,1769313454,,
29510,170921128,,
30001,14433837398,,
30003,12991675679,,
30005,10977275712,,
30007,3206683152,,
30009,5338941475,,
30011,8671299561,,
30013,7022634696,,
30015,10351390268,,
30017,9824336129,,
30019,3694387068,,
30021,6173144338,,
30023,1920198794,,
30025,4203235725,,
30027,11266511344,,
30029,13612959487,,
30031,6821447016,,
30033,12559097615,,
30035,7862888517,,
30037,3044362370,,
30039,4487875332,,
30041,7553517830,,
30043,4297859332,,
30045,4844533417,,
30047,4283836823,,
30049,9058660817,,
30051,3748050651,,
30053,9518013956,,
30055,6946356640,,
30057,9333130835,,
30059,6202385904,,
30061,3168696951,,
30063,6780448887,,
30065,4847696427,,
30067,7286250027,,
30069,4336975180,,
30071,13499270351,,
30073,4251589047,,
30075,8543854846,,
30077,6040668997,,
30079,4512873134,,
30081,6216864187,,
30083,5447977099,,
30085,6136973914,,
30087,13015244394,,
30089,7225799315,,
30091,4415330496,,
30093,1861086451,,
30095,4677283519,,
30097,4823272373,,
30099,5936083129,,
30101,5037895040,,
30103,2549642031,,
30105,13110009204,,
30107,3697219328,,
30109,2305736346,,
30111,6860595533,,
31001,1461350518,,
31003,2223742264,,
31005,1860404448,,
31007,1933073757,,
31009,1850117875,,
31011,1779884623,,
31013,2791583370,,
31015,1410317796,,
31017,3173110662,,
31019,2526272450,,
31021,1287387618,,
31023,1530193997,,
31025,1465651779,,
31027,1931733813,,
31029,2324511622,,
31031,15564321127,,
31033,3098660315,,
31035,1485457784,,
31037,1078771816,,
31039,1488343174,,
31041,6671690214,,
31043,692615950,,
31045,3628745862,,
31047,2640319078,,
31049,1141440041,,
31051,1250231892,,
31053,1406361261,,
31055,878904480,,
31057,2385002482,,
31059,1493192772,,
31061,1491843759,,
31063,2538393374,,
31065,1866458149,,
31067,2227285941,,
31069,4482944615,,
31071,1479879898,,
31073,1198448063,,
31075,2028541600,,
31077,1477993076,,
31079,1430047152,,
31081,1410869347,,
31083,1486811063,,
31085,1847392304,,
31087,1860846104,,
31089,6261283261,,
31091,1868679136,,
31093,1490777852,,
31095,1490968562,,
31097,975734754,,
31099,1337338172,,
31101,2874204069,,
31103,2004450023,,
31105,2466717533,,
31107,2951866112,,
31109,2192120053,,
31111,6669522628,,
31113,1479207522,,
31115,1479079146,,
31117,2227414247,,
31119,1490410471,,
31121,1286651431,,
31123,3703322644,,
31125,1160912175,,
31127,1060870556,,
31129,1491363672,,
31131,1603250995,,
31133,1121330541,,
31135,2290668203,,
31137,1399695133,,
31139,1488189228,,
31141,1773078040,,
31143,1141257244,,
31145,1859627412,,
31147,1436338920,,
31149,2620273934,,
31151,1492633333,,
31153,641084493,,
31155,1967925216,,
31157,1930476989,,
31159,1491538203,,
31161,6396775696,,
31163,1480551376,,
31165,5354405919,,
31167,1116290194,,
31169,1489178584,,
31171,1848432135,,
31173,1025835921,,
31175,1477479709,,
31177,1018373698,,
31179,1148231599,,
31181,1489355203,,
31183,1490777320,,
31185,1491389113,,
32001,13012533671,,
32003,20877693006,,
32005,1910487892,,
32007,44553803875,,
32009,9295601974,,
32011,10826041122,,
32013,25013730297,,
32015,14295445424,,
32017,27550144958,,
32019,5242775794,,
32021,9875561860,,
32023,47134147021,,
32027,15714626779,,
32029,685561838,,
32031,16941517016,,
32033,23039783067,,
32510,407257099,,
33001,1217320882,,
33003,2573135731,,
33005,1887956284,,
33007,4740477293,,
33009,4531713853,,
33011,2311511862,,
33013,2473375937,,
33015,2059681674,,
33017,990904758,,
33019,1430023415,,
34001,1740045345,,
34003,638266090,,
34005,2124271141,,
34007,589014462,,
34009,1606587023,,
34011,1755611380,,
34013,335195628,,
34015,872236721,,
34017,161599535,,
34019,1132847860,,
34021,592732581,,
34023,836330427,,
34025,1723572721,,
34027,1247142035,,
34029,2369414643,,
34031,513824898,,
34033,964904846,,
34035,789825334,,
34037,1386787716,,
34039,273216950,,
34041,939258862,,
35001,3023494506,,
35003,17947755101,,
35005,15734387028,,
35006,11764059783,,
35007,9759409797,,
35009,3648288666,,
35011,6045908961,,
35013,9880754109,,
35015,10873181085,,
35017,10274773514,,
35019,7849960077,,
35021,5506125743,,
35023,8929342737,,
35025,11382210859,,
35027,12513084896,,
35028,283051501,,
35029,7680210633,,
35031,14130877831,,
35033,4995056129,,
35035,17163400163,,
35037,7462063145,,
35039,15271056476,,
35041,6353922563,,
35043,9619993828,,
35045,14344458421,,
35047,12280046517,,
35049,4950504233,,
35051,10976924626,,
35053,17218904661,,
35055,5707502511,,
35057,8666377891,,
35059,9922333157,,
35061,2765614293,,
36001,1381245341,,
36003,2679028948,,
36005,148597494,,
36007,1853172554,,
36009,3425241742,,
36011,2236898675,,
36013,3885455341,,
36015,1063912983,,
36017,2327440817,,
36019,2894382474,,
36021,1678842176,,
36023,1298928599,,
36025,3800670052,,
36027,2137634551,,
36029,3177539594,,
36031,4963103738,,
36033,4396340062,,
36035,1380151083,,
36037,1282842880,,
36039,1704341556,,
36041,4682193774,,
36043,3776228012,,
36045,4810534163,,
36047,250770283,,
36049,3340920069,,
36051,1658260125,,
36053,1712745359,,
36055,3539746512,,
36057,1062666158,,
36059,1174471806,,
36061,87232225,,
36063,2951729936,,
36065,3257279110,,
36067,2086540637,,
36069,1715935423,,
36071,2171992499,,
36073,2117108740,,
36075,3398227396,,
36077,2630801244,,
36079,637786923,,
36081,461099382,,
36083,1723385386,,
36085,264925343,,
36087,516061293,,
36089,7307175549,,
36091,2185452208,,
36093,542456656,,
36095,1622180520,,
36097,886651778,,
36099,1011232549,,
36101,3636560432,,
36103,6146393887,,
36105,2581498260,,
36107,1354252531,,
36109,1273102630,,
36111,3006354736,,
36113,2412837344,,
36115,2190840561,,
36117,3582098100,,
36119,1294976188,,
36121,1544377612,,
36123,973290465,,
37001,1124676611,,
37003,682804156,,
37005,610816044,,
37007,1391081349,,
37009,1108994908,,
37011,641047419,,
37013,2493764647,,
37015,1919946722,,
37017,2298898589,,
37019,2718303478,,
37021,1709261788,,
37023,1331866773,,
37025,942655607,,
37027,1229230897,,
37029,803561586,,
37031,3445750579,,
37033,1110336581,,
37035,1077495968,,
37037,1836275214,,
37039,1208659104,,
37041,605146092,,
37043,571822260,,
37045,1212489036,,
37047,2473434053,,
37049,2002792202,,
37051,1705409009,,
37053,1363439806,,
37055,3993071819,,
37057,1470164007,,
37059,690366903,,
37061,2124353665,,
37063,771461339,,
37065,1312780070,,
37067,1067934253,,
37069,1280935721,,
37071,941938724,,
37073,895473724,,
37075,781246800,,
37077,1392353808,,
37079,692068469,,
37081,1703269057,,
37083,1891392596,,
37085,1557478226,,
37087,1436152307,,
37089,971465697,,
37091,933426743,,
37093,1014357762,,
37095,3778896335,,
37097,1547340716,,
37099,1281715413,,
37101,2060845123,,
37103,1226868787,,
37105,671332697,,
37107,1039530323,,
37109,789590036,,
37111,1153454404,,
37113,1345948776,,
37115,1169338478,,
37117,1182881770,,
37119,1414339621,,
37121,574668375,,
37123,1298962378,,
37125,1827698209,,
37127,1405917642,,
37129,851741395,,
37131,1425923936,,
37133,2344440389,,
37135,1038479947,,
37137,1454607322,,
37139,749361618,,
37141,2419478757,,
37143,851929173,,
37145,1047360263,,
37147,1697867942,,
37149,617570349,,
37151,2045997011,,
37153,1242424643,,
37155,2458512082,,
37157,1483441446,,
37159,1356958917,,
37161,1469169036,,
37163,2454281260,,
37165,830412065,,
37167,1048613214,,
37169,1180524358,,
37171,1392723454,,
37173,1399226630,,
37175,985034109,,
37177,1546678369,,
37179,1656670429,,
37181,695892152,,
37183,2220251126,,
37185,1150733026,,
37187,1092738402,,
37189,811492690,,
37191,1444493461,,
37193,1961112190,,
37195,966345474,,
37197,874728693,,
37199,811134588,,
38001,2560628237,,
38003,3919698955,,
38005,3728019241,,
38007,2986557737,,
38009,4396011215,,
38011,3022654323,,
38013,2923893668,,
38015,4321350469,,
38017,4578608659,,
38019,3910722035,,
38021,2958174038,,
38023,3352345662,,
38025,5392498175,,
38027,1668323722,,
38029,4028237400,,
38031,1675362708,,
38033,2596429322,,
38035,3728073979,,
38037,4314957286,,
38039,1855932938,,
38041,2936494681,,
38043,3710971362,,
38045,2980964254,,
38047,2618529195,,
38049,4950811453,,
38051,2575902376,,
38053,7408832101,,
38055,6029389933,,
38057,2881613537,,
38059,5037957638,,
38061,5028500093,,
38063,2612962981,,
38065,1893493204,,
38067,2904372662,,
38069,2803572984,,
38071,3369590542,,
38073,2237375211,,
38075,2312762043,,
38077,3743414243,,
38079,2432882379,,
38081,2245193546,,
38083,2604252163,,
38085,2922030407,,
38087,3158500837,,
38089,3471432869,,
38091,1852877187,,
38093,5951975104,,
38095,2697296960,,
38097,2233697613,,
38099,3351527787,,
38101,5324716272,,
38103,3341831746,,
38105,5562796022,,
39001,1518374870,,
39003,1053739412,,
39005,1105431156,,
39007,3542858228,,
39009,1316848230,,
39011,1040929852,,
39013,1401895022,,
39015,1278033615,,
39017,1217362261,,
39019,1033223957,,
39021,1113263307,,
39023,1042518796,,
39025,1190789369,,
39027,1067838906,,
39029,1384935513,,
39031,1469773936,,
39033,1042979165,,
39035,3225904389,,
39037,1553317668,,
39039,1072723888,,
39041,1184476402,,
39043,1621011957,,
39045,1317169494,,
39047,1054163937,,
39049,1407979818,,
39051,1054689419,,
39053,1220393171,,
39055,1057475175,,
39057,1078098336,,
39059,1368297262,,
39061,1068743843,,
39063,1382146307,,
39065,1218726573,,
39067,1063879803,,
39069,1087149118,,
39071,1444674973,,
39073,1097191277,,
39075,1098101094,,
39077,1281581261,,
39079,1091766773,,
39081,1064372079,,
39083,1371772890,,
39085,2536108843,,
39087,1184334727,,
39089,1780258041,,
39091,1209127749,,
39093,2391690576,,
39095,1543212443,,
39097,1208565168,,
39099,1101229648,,
39101,1046766625,,
39103,1095767351,,
39105,1121477685,,
39107,1226164193,,
39109,1060807552,,
39111,1184813152,,
39113,1202837675,,
39115,1092406850,,
39117,1054700397,,
39119,1741989784,,
39121,1047830948,,
39123,1515342523,,
39125,1084806632,,
39127,1068334490,,
39129,1311965431,,
39131,1149892076,,
39133,1305497773,,
39135,1104803839,,
39137,1254328462,,
39139,1295191744,,
39141,1794925467,,
39143,1081865200,,
39145,1595815374,,
39147,1431728550,,
39149,1063729981,,
39151,1503703220,,
39153,1088137151,,
39155,1648704525,,
39157,1480050358,,
39159,1131416638,,
39161,1062980771,,
39163,1074789910,,
39165,1054905716,,
39167,1657590179,,
39169,1441979828,,
39171,1095803670,,
39173,1607160765,,
39175,1055595775,,
40001,1495152097,,
40003,2282939341,,
40005,2563681741,,
40007,4707754688,,
40009,2340853112,,
40011,2431627600,,
40013,2444059066,,
40015,3341465513,,
40017,2345262673,,
40019,2159483721,,
40021,2009895008,,
40023,2070757585,,
40025,4768055812,,
40027,1444974440,,
40029,1350510520,,
40031,2807192895,,
40033,1662509391,,
40035,1975306420,,
40037,2511032125,,
40039,2595252585,,
40041,2051794766,,
40043,2611710994,,
40045,3190462637,,
40047,2745597238,,
40049,2107562735,,
40051,2861761024,,
40053,2598947081,,
40055,1666888770,,
40057,1395292379,,
40059,2695178755,,
40061,1619955511,,
40063,2110037228,,
40065,2082974927,,
40067,2005103576,,
40069,1705137517,,
40071,2447324066,,
40073,2346618136,,
40075,2669336624,,
40077,1888486765,,
40079,4166034437,,
40081,2501352906,,
40083,1939471817,,
40085,1378531400,,
40087,1502866489,,
40089,4927701323,,
40091,1844226857,,
40093,2481089545,,
40095,1105873981,,
40097,1770282652,,
40099,1101116477,,
40101,2175625815,,
40103,1923226893,,
40105,1504364299,,
40107,1628448691,,
40109,1860754904,,
40111,1819331583,,
40113,5967408813,,
40115,1255124618,,
40117,1540877387,,
40119,1805877762,,
40121,3568708437,,
40123,1878430966,,
40125,2055221084,,
40127,3684421363,,
40129,2969191679,,
40131,1842753845,,
40133,1658953258,,
40135,1849403011,,
40137,2308664100,,
40139,5306092516,,
40141,2277121992,,
40143,1519842996,,
40145,1530105743,,
40147,1099072723,,
40149,2612568597,,
40151,3341053076,,
40153,3228494170,,
41001,7997829424,,
41003,1756452797,,
41005,4876907642,,
41007,2806501470,,
41009,1784438568,,
41011,4678441540,,
41013,7736395315,,
41015,5152104336,,
41017,7910300908,,
41019,13294300083,,
41021,3167128659,,
41023,11728819710,,
41025,26489641153,,
41027,1381243844,,
41029,7255364315,,
41031,4642189191,,
41033,4249712529,,
41035,15895326399,,
41037,21647390570,,
41039,12236362934,,
41041,3093878589,,
41043,5973991226,,
41045,25718048507,,
41047,3084184689,,
41049,5303418818,,
41051,1204781019,,
41053,1927136440,,
41055,2152769108,,
41057,3450921790,,
41059,8369595691,,
41061,5280588279,,
41063,8162027081,,
41065,6202836680,,
41067,1881973786,,
41069,4445716056,,
41071,1860660944,,
42001,1351172299,,
42003,1928300920,,
42005,1719343841,,
42007,1150064097,,
42009,2633772471,,
42011,2242292352,,
42013,1365100726,,
42015,3007026398,,
42017,1610597648,,
42019,2060938716,,
42021,1796500434,,
42023,1031893585,,
42025,1003327473,,
42027,2882717026,,
42029,1966408471,,
42031,1579488386,,
42033,2988647151,,
42035,2323047033,,
42037,1269506970,,
42039,2687148995,,
42041,1425296824,,
42043,1445667784,,
42045,493660582,,
42047,2155674652,,
42049,4035800279,,
42051,2067612038,,
42053,1114980539,,
42055,2001793144,,
42057,1134558277,,
42059,1496954859,,
42061,2303189354,,
42063,2160782562,,
42065,1701106032,,
42067,1019198958,,
42069,1204113801,,
42071,2548030034,,
42073,937015373,,
42075,938871090,,
42077,901881985,,
42079,2347214202,,
42081,3221517958,,
42083,2549116761,,
42085,1767818191,,
42087,1074109662,,
42089,1598252365,,
42091,1261872033,,
42093,342734205,,
42095,976804005,,
42097,1236791526,,
42099,1438835578,,
42101,369587900,,
42103,1468133485,,
42105,2801172472,,
42107,2027480771,,
42109,858702494,,
42111,2799599997,,
42113,1171955457,,
42115,2155235930,,
42117,2944726371,,
42119,822962797,,
42121,1768538179,,
42123,2327266513,,
42125,2229738336,,
42127,1944081712,,
42129,2683450651,,
42131,1049050413,,
42133,2358799238,,
44001,115859934,,
44003,487274890,,
44005,812295521,,
44007,1128422671,,
44009,1457597334,,
45001,1326024582,,
45003,2797624758,,
45005,1068154986,,
45007,1957377406,,
45009,1024501394,,
45011,1443303067,,
45013,2391802788,,
45015,3195775384,,
45017,1016530106,,
45019,3517136606,,
45021,1030447027,,
45023,1518155094,,
45025,2086629250,,
45027,1801754204,,
45029,2935196701,,
45031,1466585416,,
45033,1053659082,,
45035,1479358831,,
45037,1313245087,,
45039,1838584393,,
45041,2083066454,,
45043,2681045975,,
45045,2058628182,,
45047,1198959237,,
45049,1457400270,,
45051,3248883667,,
45053,1817086289,,
45055,1917265247,,
45057,1437569098,,
45059,1874733262,,
45061,1065087451,,
45063,1962273741,,
45065,1020119930,,
45067,1279885387,,
45069,1257356260,,
45071,1676463473,,
45073,1744896151,,
45075,2921206959,,
45077,1327670537,,
45079,1999307287,,
45081,1196334755,,
45083,2121235142,,
45085,1766591672,,
45087,1336501570,,
45089,2426939040,,
45091,1802180485,,
46003,1846104244,,
46005,3275846222,,
46007,3083252242,,
46009,1506385759,,
46011,2084775537,,
46013,4483142776,,
46015,2192365243,,
46017,1263296164,,
46019,5870249100,,
46021,1996457866,,
46023,2979097951,,
46025,2505809237,,
46027,1081110366,,
46029,1857445906,,
46031,6551765555,,
46033,4037954739,,
46035,1131689520,,
46037,2825916930,,
46039,1648821130,,
46041,6333236851,,
46043,1123191706,,
46045,2981246099,,
46047,4530313245,,
46049,2605248515,,
46051,1780702923,,
46053,2728608228,,
46055,4731732503,,
46057,1393598585,,
46059,3730146788,,
46061,1127566028,,
46063,6936287486,,
46065,2073869463,,
46067,2109338902,,
46069,2243561364,,
46071,4846539619,,
46073,1379405236,,
46075,2514585900,,
46077,2237138684,,
46079,1489662943,,
46081,2072794866,,
46083,1496361683,,
46085,4420798938,,
46087,1494080594,,
46089,2982462452,,
46091,2295310625,,
46093,9020419344,,
46095,3395176862,,
46097,1481272031,,
46099,2107890236,,
46101,1348876258,,
46102,5429528316,,
46103,7211715170,,
46105,7484997091,,
46107,2327508523,,
46109,2941650372,,
46111,1477461400,,
46115,3910209029,,
46117,3929444390,,
46119,2771786682,,
46121,3602300211,,
46123,4189520198,,
46125,1599824828,,
46127,1209857366,,
46129,1928589510,,
46135,1378550200,,
46137,5103801274,,
47001,893017599,,
47003,1229700534,,
47005,1129831875,,
47007,1053474156,,
47009,1467495481,,
47011,858448286,,
47013,1290110448,,
47015,688148574,,
47017,1554234693,,
47019,900525097,,
47021,795357301,,
47023,740629043,,
47025,1143671812,,
47027,671697467,,
47029,1147517248,,
47031,1125489863,,
47033,688260636,,
47035,1773673571,,
47037,1360623005,,
47039,893242776,,
47041,852070323,,
47043,1272513294,,
47045,1363715232,,
47047,1829134277,,
47049,1292226647,,
47051,1491188303,,
47053,1563447892,,
47055,1582947402,,
47057,783316105,,
47059,1616509492,,
47061,935301238,,
47063,455328438,,
47065,1491295728,,
47067,578804827,,
47069,1736278561,,
47071,1544390429,,
47073,1294009924,,
47075,1383214054,,
47077,1362036089,,
47079,1536902597,,
47081,1586698419,,
47083,536061598,,
47085,1441852839,,
47087,827565451,,
47089,814075478,,
47091,783963921,,
47093,1362130684,,
47095,502180930,,
47097,1314620327,,
47099,1600577515,,
47101,731639677,,
47103,1478150251,,
47105,640681355,,
47107,1119337838,,
47109,1459748395,,
47111,795745043,,
47113,1446831544,,
47115,1326957505,,
47117,974244242,,
47119,1594340336,,
47121,561374638,,
47123,1690192185,,
47125,1408510560,,
47127,337778283,,
47129,1353262693,,
47131,1438597293,,
47133,1126214256,,
47135,1095220693,,
47137,451935983,,
47139,1145529615,,
47141,1042638288,,
47143,871286374,,
47145,1022985472,,
47147,1234106036,,
47149,1616299316,,
47151,1381070905,,
47153,689049166,,
47155,1548027774,,
47157,2033221709,,
47159,842710845,,
47161,1276897221,,
47163,1112934216,,
47165,1406924857,,
47167,1225876395,,
47169,302104293,,
47171,482728666,,
47173,640083093,,
47175,711035873,,
47177,1124144027,,
47179,854241308,,
47181,1905357351,,
47183,1506814962,,
47185,982705480,,
47187,1512624950,,
47189,1511183056,,
48001,2792009901,,
48003,3887807299,,
48005,2239579677,,
48007,1367394976,,
48009,2397275885,,
48011,2366801257,,
48013,3163592342,,
48015,1700012097,,
48017,2143622462,,
48019,2065955224,,
48021,2319449393,,
48023,2333755617,,
48025,2280055899,,
48027,2817483538,,
48029,3253215390,,
48031,1847766789,,
48033,2346663679,,
48035,2596574255,,
48037,2390464606,,
48039,4166290489,,
48041,1531301217,,
48043,16037933766,,
48045,2335059730,,
48047,2444018641,,
48049,2478495771,,
48051,1752935319,,
48053,2645057143,,
48055,1417123849,,
48057,2674591779,,
48059,2334262022,,
48061,3305937469,,
48063,526371737,,
48065,2393423831,,
48067,2487224273,,
48069,2329157809,,
48071,2256363471,,
48073,2751014731,,
48075,1848515282,,
48077,2892378722,,
48079,2007682896,,
48081,2403485027,,
48083,3318896569,,
48085,2295114353,,
48087,2381029122,,
48089,2521833882,,
48091,1488938005,,
48093,2454488406,,
48095,2573654030,,
48097,2327109203,,
48099,2736980592,,
48101,2335172736,,
48103,2035015675,,
48105,7270988390,,
48107,2335376986,,
48109,9873995688,,
48111,3898275660,,
48113,2353309565,,
48115,2336502291,,
48117,3880677123,,
48119,719840293,,
48121,2468012922,,
48123,2358157846,,
48125,2344512524,,
48127,3456371902,,
48129,2416577957,,
48131,4650562942,,
48133,2413647091,,
48135,2335697414,,
48137,5490459533,,
48139,2465015687,,
48141,2629590652,,
48143,2822586433,,
48145,2004238805,,
48147,2328098083,,
48149,2485891572,,
48151,2335530582,,
48153,2570621020,,
48155,1832893372,,
48157,2293018552,,
48159,763445046,,
48161,2310248831,,
48163,2937947128,,
48165,3892368204,,
48167,2263125280,,
48169,2321146363,,
48171,2749731909,,
48173,2333798276,,
48175,2225748625,,
48177,2770908949,,
48179,2406962469,,
48181,2536108409,,
48183,714258613,,
48185,2076138124,,
48187,1851293129,,
48189,2602356105,,
48191,2341600018,,
48193,2166247362,,
48195,2383844987,,
48197,1804886252,,
48199,2324650214,,
48201,4603667262,,
48203,2371790361,,
48205,3789458691,,
48207,2357569017,,
48209,1761016651,,
48211,2362475606,,
48213,2456272581,,
48215,4099498414,,
48217,2552971432,,
48219,2353170034,,
48221,1131405993,,
48223,2053268992,,
48225,3202714247,,
48227,2341880926,,
48229,11839795251,,
48231,2284428573,,
48233,2317915654,,
48235,2723662312,,
48237,2383110290,,
48239,2219286268,,
48241,2511505270,,
48243,5865378445,,
48245,2881753904,,
48247,2942767293,,
48249,2249518745,,
48251,1902225958,,
48253,2427174129,,
48255,1951679994,,
48257,2091703089,,
48259,1717244424,,
48261,5039585154,,
48263,2338547232,,
48265,2867849345,,
48267,3240529563,,
48269,2365546858,,
48271,3535650574,,
48273,2823614104,,
48275,2215686285,,
48277,2416725279,,
48279,2635871353,,
48281,1849084132,,
48283,3870049476,,
48285,2513417466,,
48287,1642311551,,
48289,2798790408,,
48291,3046722008,,
48293,2416883396,,
48295,2414721386,,
48297,2794280724,,
48299,2501556560,,
48301,1752211221,,
48303,2332808584,,
48305,2314094567,,
48307,2780179726,,
48309,2746016603,,
48311,2996051692,,
48313,1223596707,,
48315,1088629818,,
48317,2371656419,,
48319,2414429403,,
48321,4176388002,,
48323,3345691161,,
48325,3456426023,,
48327,2336851541,,
48329,2336168315,,
48331,2646557002,,
48333,1941890038,,
48335,2372200704,,
48337,2430121968,,
48339,2789063877,,
48341,2355906980,,
48343,670031478,,
48345,2563608042,,
48347,2541303478,,
48349,2812561502,,
48351,2433884688,,
48353,2367113901,,
48355,3018485707,,
48357,2378123837,,
48359,3888676831,,
48361,982977497,,
48363,2552454837,,
48365,2127211531,,
48367,2357134127,,
48369,2292667911,,
48371,12340807211,,
48373,2874004857,,
48375,2387908814,,
48377,9986830636,,
48379,670360572,,
48381,2389112444,,
48383,3045841836,,
48385,1813159127,,
48387,2736932388,,
48389,6842930992,,
48391,2119234315,,
48393,2393645288,,
48395,2241077348,,
48397,385281910,,
48399,2737864113,,
48401,2430461707,,
48403,1493459476,,
48405,1534039871,,
48407,1626281501,,
48409,1833568333,,
48411,2948516257,,
48413,3394633468,,
48415,2350527434,,
48417,2371257463,,
48419,2161647846,,
48421,2390621037,,
48423,2459767934,,
48425,497159866,,
48427,3183365612,,
48429,2386644933,,
48431,2391890221,,
48433,2383416087,,
48435,3766951842,,
48437,2332780693,,
48439,2336938127,,
48441,2380988577,,
48443,6107341273,,
48445,2307527149,,
48447,2371085630,,
48449,1102411447,,
48451,3990042722,,
48453,2649665834,,
48455,1849181514,,
48457,2423252207,,
48459,1534788968,,
48461,3215474907,,
48463,4036841651,,
48465,8372575001,,
48467,2226400127,,
48469,2302070855,,
48471,2075872084,,
48473,1341158047,,
48475,2164825266,,
48477,1610326800,,
48479,8742741812,,
48481,2834405069,,
48483,2371085125,,
48485,1639104135,,
48487,2532940763,,
48489,2032536912,,
48491,2938109632,,
48493,2093774218,,
48495,2178896003,,
48497,2389408020,,
48499,1801903329,,
48501,2071286805,,
48503,2410911629,,
48505,2740247201,,
48507,3371477585,,
49001,6694980294,,
49003,17428668317,,
49005,3037736611,,
49007,3846912160,,
49009,1866415948,,
49011,1645194381,,
49013,8418300537,,
49015,11582086684,,
49017,13489183374,,
49019,9543913965,,
49021,8548865349,,
49023,8820949612,,
49025,10640081788,,
49027,17707675395,,
49029,1582176773,,
49031,1984631521,,
49033,2813807492,,
49035,2086846597,,
49037,20546992863,,
49039,4149950835,,
49041,4968260756,,
49043,4871394444,,
49045,18870630597,,
49047,11665435240,,
49049,5553511725,,
49051,3127582508,,
49053,6294818696,,
49055,6389061137,,
49057,1708980406,,
50001,2092083654,,
50003,1755160735,,
50005,1703338104,,
50007,1603977718,,
50009,1747390215,,
50011,1792564072,,
50013,504198950,,
50015,1201131336,,
50017,1791405886,,
50019,1867818480,,
50021,2446971185,,
50023,1800606107,,
50025,2067378588,,
50027,2530556849,,
51001,3392985897,,
51003,1880237943,,
51005,1164779333,,
51007,928567563,,
51009,1240453322,,
51011,868841508,,
51013,67606553,,
51015,2514245981,,
51017,1384666049,,
51019,2010723645,,
51021,928858453,,
51023,1414025195,,
51025,1474921733,,
51027,1305191355,,
51029,1511127293,,
51031,1312195383,,
51033,1391431333,,
51035,1237168586,,
51036,528986243,,
51037,1236819497,,
51041,1131788863,,
51043,461354758,,
51045,852563633,,
51047,991094304,,
51049,776443726,,
51051,863942135,,
51053,1314046150,,
51057,740650613,,
51059,1052811249,,
51061,1687961527,,
51063,988776378,,
51065,754377437,,
51067,1843076220,,
51069,1076037120,,
51071,936439607,,
51073,745872220,,
51075,748793180,,
51077,1154011737,,
51079,405545336,,
51081,768720661,,
51083,2148437711,,
51085,1224470982,,
51087,634113132,,
51089,995554404,,
