name,importance
GEOID,0.26366854445172055
month,0.1976280227854689
months_from_start,0.15888388215703175
popuDensity_ALAND_km2,0.12171530736907092
STATEFP,0.10006171654959112
temp_F,0.09202934893689071
SP01,0.06601317775022612
