mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2,rank_test_set_r2,n_features,features
303.0046511411667,5.92264279979617,2.7276490926742554,0.11256144676558637,0.7,0,2,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}",-27.35569959353223,6.176070624916305,1,-0.04348057947263937,0.0005431308947315785,1,-0.20192698948832577,0.002089604499835794,1,-0.5012939514748012,0.022288226527880546,5,0.7522267640884112,0.007199167814225206,5,0.7521995512208451,0.007192875336116132,5,0.7525011069408531,8,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
290.5404944896698,1.3250932269176376,2.531794619560242,0.11317639503159033,0.7,0,4,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 140}",-27.372405480003806,6.1850096233247,8,-0.045012218327297696,0.0005315380432958273,9,-0.20822362820062282,0.001938199128978265,9,-0.5019317835405536,0.022266741908549277,9,0.7519012308176057,0.007094888902340186,9,0.7518863438059198,0.00709087013993025,9,0.7521582423364924,9,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
287.23626964092256,2.021374274981566,2.2876846313476564,0.09543029672214859,0.7,0,6,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 6, 'min_samples_split': 8, 'n_estimators': 140}",-27.387920413994756,6.196860379642737,11,-0.047257787971306774,0.000546819862736498,11,-0.21718680769673226,0.002001738104653392,11,-0.5081441972390579,0.022274847876779035,11,0.7488240354480217,0.006988909220464515,11,0.7488151009112277,0.0069864582548140675,11,0.7496226531834587,11,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
255.16913411617278,1.6586652791311112,2.209764862060547,0.06226153876340093,0.6,0,5,9,140,"{'max_samples': 0.6, 'min_impurity_decrease': 0, 'min_samples_leaf': 5, 'min_samples_split': 9, 'n_estimators': 140}",-27.386257700269926,6.194274407896545,10,-0.04719740663019516,0.0005307087542528355,10,-0.21692598734198096,0.0019114578831450374,10,-0.5070477108315306,0.02224458348300713,10,0.7493674829990675,0.006984661177056827,10,0.7493571481721928,0.00698199558806226,10,0.7505041684149361,10,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
251.36378626823426,0.668524881209171,2.14420964717865,0.0799524760817857,0.6,0,6,9,140,"{'max_samples': 0.6, 'min_impurity_decrease': 0, 'min_samples_leaf': 6, 'min_samples_split': 9, 'n_estimators': 140}",-27.38865242152942,6.198756394312401,12,-0.04844778180444545,0.0005416374842907172,12,-0.22189226242671373,0.001970113082992198,12,-0.5113339610894977,0.022340540326235264,12,0.7472463020204596,0.00697667254935664,12,0.7472383014519381,0.006974645044595939,12,0.7486989996845503,12,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
250.5836676120758,1.080932739028977,2.0559828758239744,0.07563706050756464,0.6,0,7,9,140,"{'max_samples': 0.6, 'min_impurity_decrease': 0, 'min_samples_leaf': 7, 'min_samples_split': 9, 'n_estimators': 140}",-27.396358270604615,6.206160168029134,13,-0.04970918001345058,0.0005519129588647717,13,-0.22688986879638917,0.0020516447292872764,13,-0.5160920473167669,0.022521948718580834,13,0.7448929554735532,0.007020906432452602,13,0.7448862333499056,0.007019462787392411,13,0.7466869433527985,13,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
302.20175302028656,11.294180650134953,2.7455477714538574,0.2634422473117072,0.7,0,3,7,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 140}",-27.367131366783383,6.184377306936822,5,-0.04403963780210072,0.0005321322140188721,5,-0.204289843956536,0.001959170733031074,5,-0.5006240932120071,0.02256707905664283,1,0.7525540849396787,0.00730128765854034,1,0.7525341894033047,0.007296348508133763,1,0.7527354016657433,3,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
322.9541876792908,4.758091523794207,3.31542329788208,0.39694528037343213,0.7,0,3,9,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 140}",-27.368744095508312,6.185939735189534,7,-0.04424358969033715,0.0005340290475701003,6,-0.20503725714855886,0.001948018241564062,6,-0.500744326986579,0.022459879049046477,2,0.7524927742800813,0.00722796777767348,2,0.7524744403402769,0.007223475733449738,2,0.7527532176585587,2,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
334.1555744409561,3.883801379654005,3.2201183080673217,0.781017019302269,0.7,0,3,10,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 140}",-27.36740919990952,6.187257982690444,6,-0.044398438885177825,0.0005335920408234654,7,-0.20561873870217937,0.0019271367836829296,7,-0.5011133209003115,0.022379988147697902,3,0.7523094340427932,0.007171912571578582,3,0.7522916948647121,0.007167578156299769,3,0.7527177916294279,4,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
344.4470780134201,8.535095064021204,2.7543506383895875,0.1617264858409048,0.7,0,3,11,140,"{'max_samples': 0.7, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'min_samples_split': 11, 'n_estimators': 140}",-27.372454051103137,6.1890624366200315,9,-0.04457840040854872,0.0005331632400296205,8,-0.2063040710917369,0.0019378638507400964,8,-0.5015290364313729,0.022380642324842142,6,0.7521036788057903,0.007154033375898124,6,0.7520865366066021,0.00714970604477709,6,0.7526925532218383,5,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
