name,importance
GEOID,0.289182331638151
months_from_start,0.1786745834755675
NPP_g_m-2_1m_lag,0.1546863295738463
month,0.13512948342327905
popuDensity_ALAND_km2,0.12561852260459305
STATEFP,0.1167087492845631
