,station_id,stime,air_data_value,RH,UGRD,VGRD,HPBL,TMP,goes_measurement
42566,35-001-0026,2019-04-26 15:00:00,9.6,54.4,0.20990372,-0.35988808,558.84625,289.7622,0.76660484
42568,35-001-1012,2019-04-26 15:00:00,5.4,44.100002,0.8349037,1.7651119,706.78375,289.4497,0.49874425
42569,35-001-1013,2019-04-26 15:00:00,5.1000000000000000,55.600002,0.20990372,-1.3598881,569.03375,289.7622,0.51862574
42573,40-115-9007,2019-04-26 15:00:00,7.0,50.600002,-2.4150963,-3.922388,359.09628,290.4497,0.28929517
42579,48-027-1045,2019-04-26 15:00:00,9.0,68.6,-1.5400963,-4.859888,378.90878,292.5122,0.11737433
42580,48-043-0101,2019-04-26 15:00:00,9.0,26.4,2.0849037,3.452612,530.34625,297.1372,0.17208692
42581,48-135-1014,2019-04-26 15:00:00,6.0,61.8,-6.5400963,1.7651119,381.40878,289.8872,0.6134095
42582,48-201-1034,2019-04-26 15:00:00,9.0,63.600002,-1.1025963,-2.984888,455.47128,297.1372,0.24506275
42583,48-273-0314,2019-04-26 15:00:00,7.0,78.700005,1.2724037,-1.4848881,104.408775,297.0747,0.9819105
42587,48-479-0313,2019-04-26 15:00:00,8.0,43.600002,-0.6025963,0.7026119,412.84628,300.2622,0.3561062
42594,06-011-0007,2019-04-26 16:00:00,8.0,38.600002,-0.4099636,-4.890067,146.7113,294.70865,0.04378202
42595,06-019-0500,2019-04-26 16:00:00,5.0,50.9,-0.15996361,2.547433,212.0238,297.58365,0.1534384
42598,06-061-0003,2019-04-26 16:00:00,7.0,47.7,-2.1599636,1.4224329,101.33631,293.58365,0.13972172
42603,06-073-1201,2019-04-26 16:00:00,13.0,70.5,2.7150364,0.1724329,241.2113,291.02115,0.26024356
42612,20-195-0001,2019-04-26 16:00:00,5.5,40.600002,-1.0974636,6.422433,498.5863,290.52115,0.22256123
42615,31-055-0019,2019-04-26 16:00:00,11.0,32.5,-0.09746361,-3.202567,889.4613,286.70865,0.47369975
42616,32-031-0025,2019-04-26 16:00:00,3.0,34.8,-0.4099636,-1.1400671,216.1488,290.02115,0.16145265
42617,32-031-1005,2019-04-26 16:00:00,6.0,33.0,0.3400364,-0.7025671,273.2738,290.02115,1.8228663
42618,32-031-1007,2019-04-26 16:00:00,5.0,36.600002,1.0275364,-0.5775671,214.0238,289.39615,0.3002377
42626,40-115-9007,2019-04-26 16:00:00,7.0,42.7,-1.7849636,-2.202567,622.0238,291.83365,0.3842331
42632,48-027-1045,2019-04-26 16:00:00,6.0,64.1,-0.7849636,-3.952567,506.1488,293.77115,0.14180234
42634,48-135-1014,2019-04-26 16:00:00,7.0,55.2,-6.7849636,0.9849329,502.4613,291.64615,0.78039855
42635,48-201-1034,2019-04-26 16:00:00,7.0,55.2,-0.9724636,-2.452567,635.7738,298.39615,0.32235393
42636,48-273-0314,2019-04-26 16:00:00,10.0,72.8,-1.4724636,-1.4525671,589.3988,297.89615,0.7786262000000000
42638,48-323-0004,2019-04-26 16:00:00,8.0,45.4,-4.2849636,-1.3900671,411.2738,300.02115,0.40357515
42640,48-479-0313,2019-04-26 16:00:00,11.0,36.2,-2.2849636,0.1099329,1334.0238,302.39615,0.6556384
42641,49-021-0005,2019-04-26 16:00:00,4.6000000000000000,53.4,2.8400364,0.9224329,256.3363,290.83365,0.38870257
42648,06-019-0500,2019-04-26 17:00:00,5.0,47.7,0.32396698,3.0169744,337.4929,299.00497,0.16553682
42651,06-061-0003,2019-04-26 17:00:00,7.0,42.8,0.07396698,0.82947445,228.49289,295.19247,0.13448165
42656,06-073-1201,2019-04-26 17:00:00,15.0,60.5,3.261467,0.39197445,289.6804,293.37997,0.14172529
42665,16-053-0003,2019-04-26 17:00:00,10.0,47.5,8.261467,-0.35802555,709.11786,290.19247,0.43909982
42666,20-195-0001,2019-04-26 17:00:00,3.6,39.5,-0.23853302,7.3919744,1213.3054,293.12997,0.27033842
42669,31-055-0019,2019-04-26 17:00:00,7.0,29.0,0.01146698,-2.3580256,980.43036,287.06747,0.61379486
42670,32-031-0025,2019-04-26 17:00:00,5.0,27.800001,-2.988533,-0.17052555,855.11786,292.87997,0.2064557
42671,32-031-1005,2019-04-26 17:00:00,5.0,28.4,-0.551033,-0.23302555,981.61786,292.37997,0.50182664
42672,32-031-1007,2019-04-26 17:00:00,2.0,32.2,-1.551033,-0.10802555,786.68036,291.44247,0.3634269
42673,35-001-0023,2019-04-26 17:00:00,5.1000000000000000,40.600002,0.886467,1.4544744,898.18036,292.56747,0.8067531
42675,35-001-1012,2019-04-26 17:00:00,4.8,39.8,1.573967,2.0169744,977.55536,291.62997,0.77523553
42676,35-001-1013,2019-04-26 17:00:00,5.1000000000000000,40.7,1.073967,1.0794744,932.86786,293.25497,0.76968724
42681,40-115-9007,2019-04-26 17:00:00,7.0,37.600002,-1.426033,-1.1080256,963.18036,292.50497,0.3977186
42686,48-027-1045,2019-04-26 17:00:00,4.0,62.3,-0.926033,-3.4205256,667.49286,294.75497,0.12893333
42687,48-043-0101,2019-04-26 17:00:00,7.0,21.800001,-2.488533,0.95447445,1624.3054,299.19247,0.27681145
42688,48-135-1014,2019-04-26 17:00:00,4.0,49.7,-6.238533,2.3294744,629.11786,293.62997,0.91933775
42689,48-201-1034,2019-04-26 17:00:00,10.0,52.9,-0.863533,-2.0455256,750.05536,299.00497,0.33923006
42690,48-273-0314,2019-04-26 17:00:00,9.0,65.9,-3.051033,-1.1705256,617.68036,298.00497,1.5130081
42692,48-323-0004,2019-04-26 17:00:00,11.0,41.9,-4.426033,-0.42052555,1096.3679,301.50497,0.51207566
42701,06-019-0500,2019-04-26 18:00:00,14.0,45.0,0.2773466,2.6282167,442.73383,299.96664,0.14588653
42702,06-027-0002,2019-04-26 18:00:00,3.4,13.6,2.5898466,-2.4342833,2958.1714,300.27914,0.5200128000000000
42703,06-029-0018,2019-04-26 18:00:00,5.0,16.4,0.21484661,-0.30928326,2059.109,306.02914,0.7478022
42704,06-037-9033,2019-04-26 18:00:00,8.0,23.300001,2.9648466,-1.4967833,735.3588,300.96664,0.4421822
42705,06-061-0003,2019-04-26 18:00:00,9.0,42.5,1.8398466,0.25321674,318.29633,296.46664,0.12962687
42708,06-065-1016,2019-04-26 18:00:00,4.0,30.0,5.9023466,0.62821674,352.73383,298.46664,0.18071765
42709,06-071-0306,2019-04-26 18:00:00,7.0,25.2,1.7148466,0.87821674,1028.6088,299.34164,0.6157984000000000
42710,06-073-1201,2019-04-26 18:00:00,15.0,56.5,3.2773466,1.5657167,313.98383,295.90414,0.06512764
42712,06-083-2004,2019-04-26 18:00:00,4.0,68.700005,0.15234661,-0.49678326,263.42133,291.96664,0.7955794000000000
42720,20-195-0001,2019-04-26 18:00:00,3.4,34.600002,0.9023466,9.440717,1688.4838,296.21664,0.310872
42721,29-189-3001,2019-04-26 18:00:00,3.3000000000000000,31.0,5.1523466,-4.0592833,1268.9838,290.71664,0.15274487
42724,32-031-0025,2019-04-26 18:00:00,6.0,17.0,-0.22265339,1.5032167,2063.234,295.09164,0.19743967
42725,32-031-1005,2019-04-26 18:00:00,4.0,20.4,2.7773466,0.0032167435,1727.0463,295.40414,0.5721824000000000
42726,32-031-1007,2019-04-26 18:00:00,3.0,19.5,0.08984661,0.75321674,1872.1088,294.52914,0.34169596
42727,35-001-0023,2019-04-26 18:00:00,4.7,35.4,1.1523466,2.8157167,1014.5463,294.27914,0.7009497000000000
42728,35-001-0026,2019-04-26 18:00:00,6.0,35.7,0.9648466,2.6907167,999.6088,294.52914,0.5449803000000000
42730,35-001-1013,2019-04-26 18:00:00,5.4,35.2,1.2773466,2.8782167,1079.8588,295.27914,0.6568714
42733,40-115-9007,2019-04-26 18:00:00,7.0,34.600002,-0.5351534,-0.68428326,1350.1088,293.71664,0.34670487
42737,48-027-1045,2019-04-26 18:00:00,6.0,56.2,-1.7851534,-3.3092833,955.5463,295.65414,0.05903990200000000
42738,48-043-0101,2019-04-26 18:00:00,4.0,21.6,-2.9726534,0.50321674,2029.2338,300.15414,0.019816358
42739,48-135-1014,2019-04-26 18:00:00,6.0,43.8,-5.9101534,2.9407167,835.9213,295.34164,0.8269428
42740,48-201-1034,2019-04-26 18:00:00,10.0,50.5,-0.3476534,-1.5592833,1158.9838,299.96664,0.2875228
42741,48-273-0314,2019-04-26 18:00:00,12.0,64.1,-3.2851534,-0.99678326,608.7963,297.96664,0.90862644
42744,48-361-1100,2019-04-26 18:00:00,9.0,57.100002,-0.09765339,-3.1842833,1344.3588,299.27914,0.17855997
42745,48-479-0313,2019-04-26 18:00:00,4.0,30.800001,-3.7851534,-0.80928326,1488.8588,304.15414,0.51400214
42751,06-011-0007,2019-04-26 19:00:00,7.0,32.9,-3.3052979,-2.655324,326.3095,297.0582,-0.0037639998
42752,06-019-0500,2019-04-26 19:00:00,14.0,36.5,1.5072021,1.532176,613.622,301.4332,0.0944875
42753,06-027-0002,2019-04-26 19:00:00,2.6,9.900001,6.882202,0.657176,2970.997,302.1207,0.3441619
42754,06-037-9033,2019-04-26 19:00:00,6.0,22.5,3.7572021,-0.530324,690.372,302.4332,0.30131653
42755,06-061-0003,2019-04-26 19:00:00,10.0,40.600002,2.5697021,-0.09282398,346.8095,297.2457,0.099188164
42756,06-065-0010,2019-04-26 19:00:00,6.0,13.7,0.94470215,6.032176,1042.1844,301.7457,0.2339661
42758,06-065-1016,2019-04-26 19:00:00,7.0,28.5,5.632202,1.594676,410.5595,299.9332,0.09664519
42759,06-071-0306,2019-04-26 19:00:00,6.0,22.7,1.8197021,3.094676,663.872,301.4332,0.4171377000000000
42760,06-073-1201,2019-04-26 19:00:00,16.0,48.100002,3.0697021,1.782176,348.872,297.3707,0.011725061
42767,20-195-0001,2019-04-26 19:00:00,7.5,30.7,0.94470215,11.032176,1756.8094,296.5582,0.20314212
42768,29-189-3001,2019-04-26 19:00:00,2.9,28.5,5.257202,-2.030324,1388.8094,291.7457,0.15559609
42771,32-005-0007,2019-04-26 19:00:00,2.0,13.7,1.0697021,-0.842824,2097.372,296.1832,0.20614745
42772,32-031-0025,2019-04-26 19:00:00,4.0,12.5,3.6947021,0.46967602,2074.8096,297.1832,0.1638415
42773,32-031-1005,2019-04-26 19:00:00,4.0,15.900001,6.007202,-0.46782398,2035.122,298.1832,0.5217852
42774,32-031-1007,2019-04-26 19:00:00,3.0,14.8,4.069702,-0.46782398,2305.372,297.0582,0.15767671
42775,32-510-0020,2019-04-26 19:00:00,2.0,28.5,6.882202,0.28217602,477.4345,295.3082,0.12731507
42776,35-001-0023,2019-04-26 19:00:00,4.2,30.9,1.1947021,3.094676,1122.5594,295.9332,0.55700165
42777,35-001-0026,2019-04-26 19:00:00,5.5,31.0,1.1322021,3.032176,1099.122,296.2457,0.52841234
42779,35-001-1012,2019-04-26 19:00:00,4.1,31.2,2.1947021,3.719676,1183.122,294.9957,0.24151798
42780,35-001-1013,2019-04-26 19:00:00,4.7,30.6,1.2572021,3.407176,1160.247,297.0582,0.5574640000000000
42783,40-115-9007,2019-04-26 19:00:00,7.0,29.6,-0.30529785,-0.09282398,1464.9344,299.0582,0.27419140000000000
42788,48-027-1045,2019-04-26 19:00:00,2.0,47.600002,-1.8677979,-2.905324,999.8095,296.6207,-0.008541718
42789,48-043-0101,2019-04-26 19:00:00,7.0,21.0,-2.1802979,0.532176,2609.0596,300.8707,-0.05
42790,48-135-1014,2019-04-26 19:00:00,9.0,40.7,-4.492798,4.282176,857.0595,296.7457,0.62034494
42791,48-201-1034,2019-04-26 19:00:00,7.0,46.9,0.0072021484,-1.780324,1904.6844,300.8707,0.29546
42792,48-273-0314,2019-04-26 19:00:00,10.0,61.600002,-3.1802979,-1.842824,107.05951,297.8082,1.0971923
42794,48-323-0004,2019-04-26 19:00:00,8.0,34.3,-4.242798,1.219676,1302.6844,303.3082,0.47947925
42796,48-479-0313,2019-04-26 19:00:00,6.0,27.5,-3.5552979,-0.592824,1656.1844,305.1207,0.3959462
42802,06-011-0007,2019-04-26 20:00:00,6.0,29.5,-3.7075672,-1.7878628,431.67963,298.86063,-0.047688200000000000
42803,06-019-0500,2019-04-26 20:00:00,21.0,29.9,2.1049328,0.08713722,797.2421,302.98563,0.0474809
42804,06-027-0002,2019-04-26 20:00:00,3.1,6.7000003,5.417433,-1.0378628,2652.6172,302.67313,0.20922984
42805,06-029-0018,2019-04-26 20:00:00,5.0,12.400001,6.917433,-1.4128628,2837.8047,306.42313,0.3749859
42806,06-037-9033,2019-04-26 20:00:00,6.0,21.2,5.354933,0.6496372,1489.4922,303.86063,0.1954361
42807,06-061-0003,2019-04-26 20:00:00,13.0,38.5,2.5424328,-0.16286278,375.55463,298.11063,0.045092043
42808,06-065-0010,2019-04-26 20:00:00,5.0,11.900001,2.2299328,4.774637,1565.2422,302.61063,0.106508866
42809,06-065-0500,2019-04-26 20:00:00,5.9,8.1,-1.5825672,5.087137,1151.3672,311.04813,0.38916492
42810,06-065-1016,2019-04-26 20:00:00,8.0,26.5,6.604933,0.7121372,508.67963,301.73563,0.04147022
42811,06-071-0306,2019-04-26 20:00:00,10.0,21.800001,2.7299328,4.462137,1169.1797,302.98563,0.28775397
42812,06-073-1201,2019-04-26 20:00:00,18.0,47.2,5.104933,1.4621372,480.55463,298.73563,0.0071014613
42819,20-195-0001,2019-04-26 20:00:00,7.6,31.2,1.4799328,11.587137,1812.5547,297.36063,0.07838197
42820,29-189-3001,2019-04-26 20:00:00,6.0,28.5,5.604933,-2.0378628,1512.9297,292.17313,0.09209865
42822,31-055-0019,2019-04-26 20:00:00,4.0,26.5,-0.020067215,0.08713722,1158.9922,293.54813,0.7420227
42825,32-031-1007,2019-04-26 20:00:00,2.0,13.5,5.042433,-1.0378628,2289.7422,298.29813,0.19674613
42826,35-001-0023,2019-04-26 20:00:00,4.3,27.9,1.4174328,2.8996372,1264.1172,297.11063,0.4530477
42827,35-001-0026,2019-04-26 20:00:00,5.4,27.800001,1.2299328,2.8371372,1226.8672,297.36063,0.5379678000000000
42829,35-001-1012,2019-04-26 20:00:00,3.8,28.300001,2.4799328,3.3371372,1346.9922,295.86063,0.19743967
42830,35-001-1013,2019-04-26 20:00:00,4.7,27.0,1.2924328,3.3371372,1304.7422,298.36063,0.46976972
42833,35-049-0021,2019-04-26 20:00:00,2.0,32.4,2.9799328,2.4621372,1954.0547,293.98563,0.059502263
42835,40-115-9007,2019-04-26 20:00:00,7.0,28.300001,-0.39506721,0.024637222,1554.0547,299.54813,0.2139305
42839,45-091-8801,2019-04-26 20:00:00,5.0,48.4,4.104933,-1.0378628,508.36713,293.61063,0.24390684
42840,48-027-1045,2019-04-26 20:00:00,3.0,43.0,-2.0825672,-2.4753628,1007.9296,297.36063,-0.02279782
42841,48-043-0101,2019-04-26 20:00:00,4.0,19.9,-2.9575672,-0.28786278,3033.4297,301.73563,-0.05
42842,48-135-1014,2019-04-26 20:00:00,7.0,42.100002,-2.4575672,5.399637,794.9296,297.17313,0.45628422
42843,48-201-1034,2019-04-26 20:00:00,11.0,44.4,-0.020067215,-1.7253628,1913.1172,301.61063,0.5160057
42845,48-303-1028,2019-04-26 20:00:00,8.0,37.5,-3.9575672,6.399637,742.6171,294.67313,0.015501004
42847,48-361-1100,2019-04-26 20:00:00,10.0,44.8,-0.6450672,-3.1628628,1626.6172,300.42313,0.14072351
42848,48-479-0313,2019-04-26 20:00:00,4.0,24.6,-4.645067,-0.7878628,1685.3047,307.17313,0.27842972
42850,49-035-4002,2019-04-26 20:00:00,3.1,36.8,-0.14506721,5.274637,2059.8672,296.17313,0.848982
42854,06-011-0007,2019-04-26 21:00:00,5.0,25.1,-3.827385,-1.5397491,732.0393,300.81726,-0.03620626
42855,06-019-0500,2019-04-26 21:00:00,16.0,24.0,4.172615,-1.6647491,1913.0393,305.44226,0.02929474
42856,06-027-0002,2019-04-26 21:00:00,3.5,5.1,7.672615,-0.47724915,3397.6643,303.75476,0.12947275
42857,06-029-0018,2019-04-26 21:00:00,3.0,10.0,6.672615,0.14775085,3182.9143,307.56726,0.22333182
42858,06-037-9033,2019-04-26 21:00:00,13.0,22.7,6.360115,2.0227509,893.0393,303.75476,0.13502106
42859,06-061-0003,2019-04-26 21:00:00,13.0,34.3,2.422615,0.085250854,571.6018,299.06726,0.025981162
42860,06-065-0010,2019-04-26 21:00:00,3.0,10.6,0.92261505,6.085251,1411.9768,302.87976,0.0478662
42861,06-065-0500,2019-04-26 21:00:00,5.3,6.9,-3.452385,5.585251,1835.6643,311.94226,0.28644395
42862,06-065-1016,2019-04-26 21:00:00,12.0,28.5,5.485115,1.4602509,370.2268,301.37976,0.048636805
42864,06-073-1201,2019-04-26 21:00:00,22.0,51.600002,4.047615,1.7727509,350.9143,297.19226,0.006022621
42875,29-189-3001,2019-04-26 21:00:00,4.9,28.300001,5.547615,-1.5397491,1490.6018,292.31726,0.05688222
42880,32-031-1007,2019-04-26 21:00:00,3.0,14.3,4.860115,-0.91474915,2690.7893,298.87976,0.15944909
42890,40-115-9007,2019-04-26 21:00:00,7.0,27.9,0.04761505,1.4602509,1623.9768,296.00476,0.17439874
42895,45-091-8801,2019-04-26 21:00:00,4.0,32.4,7.235115,-2.3522491,2131.7893,295.25476,0.14989364
42896,48-027-1045,2019-04-26 21:00:00,3.0,41.9,-2.077385,-1.9772491,1017.7268,297.75476,0.2139305
42898,48-135-1014,2019-04-26 21:00:00,9.0,43.600002,-2.577385,5.835251,933.6643,297.56726,0.31503323
42899,48-201-1034,2019-04-26 21:00:00,8.0,43.600002,-0.38988495,-1.7272491,1889.9143,301.87976,0.63282865
42901,48-303-1028,2019-04-26 21:00:00,6.0,35.7,-1.952385,7.272751,981.6643,295.94226,0.02929474
42902,48-323-0004,2019-04-26 21:00:00,7.0,31.300001,-4.764885,0.96025085,1318.6643,304.81726,0.29576820000000000
42903,48-361-1100,2019-04-26 21:00:00,7.0,42.5,-0.70238495,-2.8522491,1624.8518,300.62976,0.07152362
42904,48-479-0313,2019-04-26 21:00:00,7.0,25.300001,-4.827385,-0.85224915,1804.2268,307.37976,0.19743967
42910,06-011-0007,2019-04-26 22:00:00,8.0,24.300001,-3.7793388,-0.6281395,926.8853,301.7832,0.053260405
42911,06-019-0500,2019-04-26 22:00:00,3.0,21.1,3.7831612,-2.4406395,2083.1353,306.0332,0.12631328
42912,06-027-0002,2019-04-26 22:00:00,3.4,6.2000003,6.970661,-2.6281395,3606.8228,303.8457,0.08138731
42913,06-037-9033,2019-04-26 22:00:00,19.0,24.1,6.970661,1.4968605,1104.5103,303.6582,0.12654446
42914,06-061-0003,2019-04-26 22:00:00,11.0,32.8,2.7831612,-0.5031395,762.4478,300.2832,0.041701403
42915,06-065-0010,2019-04-26 22:00:00,3.0,10.2,2.0331612,4.7468605,1895.3228,302.9707,0.029525924
42916,06-065-0500,2019-04-26 22:00:00,4.9,7.3,-2.7168388,4.1843605,2629.9478,311.9082,0.19821027
42917,06-065-1016,2019-04-26 22:00:00,17.0,27.7,6.158161,0.6843605,517.6353,301.7207,0.08007729
42918,06-071-0306,2019-04-26 22:00:00,11.0,25.0,1.8456612,6.0593605,509.6353,302.8457,0.20452918
42919,06-073-1201,2019-04-26 22:00:00,23.0,51.8,4.533161,1.1218605,472.1978,297.5332,0.037617218
42926,29-189-3001,2019-04-26 22:00:00,4.0,26.9,5.283161,-1.8156395,1507.0103,292.1582,0.06027286
42928,32-031-0025,2019-04-26 22:00:00,2.0,22.5,5.658161,0.1843605,2459.2603,298.3457,0.056573983
42929,32-031-1005,2019-04-26 22:00:00,2.0,19.7,6.845661,-1.0656395,2692.3853,299.1582,0.14889187
42930,32-031-1007,2019-04-26 22:00:00,3.0,15.900001,6.220661,-3.0031395,2959.1353,299.4707,0.09209865
42940,40-115-9007,2019-04-26 22:00:00,6.0,27.6,-0.27933884,2.2468605,1693.0103,296.0957,0.14149411
42945,45-091-8801,2019-04-26 22:00:00,5.0,27.1,6.033161,-2.1906395,2077.5728,294.2832,0.12931862
42946,48-027-1045,2019-04-26 22:00:00,5.0,37.600002,-2.2793388,-1.1281395,1003.7603,297.8457,0.16376445
42947,48-135-1014,2019-04-26 22:00:00,3.0,42.3,-2.1543388,5.3093605,943.5728,297.9707,0.22364007
42948,48-201-1034,2019-04-26 22:00:00,11.0,43.7,-0.40433884,-1.6906395,1915.6353,301.7207,0.25384757
42950,48-303-1028,2019-04-26 22:00:00,4.0,34.4,-0.84183884,7.6843605,1208.0728,296.4082,0.05295216
42951,48-323-0004,2019-04-26 22:00:00,5.0,29.0,-4.716839,1.1843605,1312.1353,305.6582,0.11352132
42952,48-361-1100,2019-04-26 22:00:00,6.0,38.100002,0.09566116,-2.9406395,1412.4478,300.5957,0.07568486
42953,48-479-0313,2019-04-26 22:00:00,6.0,25.4,-5.466839,-1.7531395,1717.1353,307.5332,0.12831685
42958,06-011-0007,2019-04-26 23:00:00,9.0,22.4,-4.252449,1.4698086,992.4738,302.67645,0.03992902
42960,06-027-0002,2019-04-26 23:00:00,3.4,7.5,7.247551,-3.9051914,3575.8489,303.55145,0.064434096
42961,06-037-9033,2019-04-26 23:00:00,17.0,28.300001,6.685051,1.8448086,517.1613,302.48895,0.110361874
42962,06-061-0003,2019-04-26 23:00:00,19.0,31.6,2.060051,-0.7176914,697.1613,300.30145,0.029448863
42963,06-065-0010,2019-04-26 23:00:00,4.0,10.400001,1.872551,5.5948086,2025.0363,303.48895,0.039697845
42964,06-065-0500,2019-04-26 23:00:00,4.8,7.9,-3.814949,3.8448086,2858.1614,312.73895,0.14265001
42965,06-065-1016,2019-04-26 23:00:00,17.0,28.0,5.810051,0.9073086,62.41129,301.86395,0.13240103
42966,06-071-0306,2019-04-26 23:00:00,8.0,26.2,0.56005096,7.5948086,461.9113,302.55145,0.13401929
42967,06-073-1201,2019-04-26 23:00:00,22.0,54.0,4.560051,1.5323086,316.4113,297.11395,0.061351705
42974,16-053-0003,2019-04-26 23:00:00,7.0,29.4,8.685051,-3.7801914,1329.6613,290.98895,0.08878507
42976,29-189-3001,2019-04-26 23:00:00,4.0,27.0,4.122551,-1.5301914,1366.3488,292.05145,0.06266172
42978,32-031-0025,2019-04-26 23:00:00,4.0,23.4,4.310051,0.03230858,2208.9739,297.86395,0.029371802
42979,32-031-1007,2019-04-26 23:00:00,3.0,17.0,5.372551,-1.5926914,2766.5989,298.92645,0.06227642
42981,35-001-0023,2019-04-26 23:00:00,3.1,23.6,1.435051,5.3448086,1952.9738,298.17645,0.016502779
42983,35-001-0029,2019-04-26 23:00:00,3.1,23.1,1.497551,5.8448086,1554.8488,299.23895,0.10805006
42994,45-091-8801,2019-04-26 23:00:00,3.0,24.9,4.935051,-2.2176914,2370.5364,293.80145,0.10412
42995,48-027-1045,2019-04-26 23:00:00,7.0,38.100002,-1.752449,-0.6551914,1022.7238,297.67645,0.10920596
42996,48-043-0101,2019-04-26 23:00:00,2.0,20.5,-6.564949,-3.7801914,3404.4739,303.30145,0.0032484606
42998,48-201-1034,2019-04-26 23:00:00,13.0,42.7,-0.43994904,-1.4051914,1899.2238,302.23895,0.21007751
42999,48-273-0314,2019-04-26 23:00:00,10.0,72.700005,-3.939949,1.0323086,74.598785,296.86395,0.7285372000000000
43000,48-303-1028,2019-04-26 23:00:00,5.0,34.9,-0.12744904,8.032309,1148.6613,296.55145,0.07822785
43001,48-323-0004,2019-04-26 23:00:00,5.0,29.4,-5.627449,0.7823086,1121.6613,305.48895,0.10342647
43002,48-361-1100,2019-04-26 23:00:00,3.0,39.8,-0.56494904,-3.0926914,1282.4738,299.98895,0.06890358
43003,48-479-0313,2019-04-26 23:00:00,9.0,23.300001,-5.564949,-0.5926914,2202.7864,307.55145,0.104274124
43004,49-021-0005,2019-04-26 23:00:00,2.1,18.800001,5.622551,4.0948086,3681.9739,297.73895,0.06944300000000000
43009,06-011-0007,2019-04-27 14:00:00,5.0,40.3,2.5176516,-5.306143,247.07085,290.953,-0.05
43010,06-019-0500,2019-04-27 14:00:00,10.0,53.5,-3.3573484,1.3813572,62.320843,290.328,0.4780922
43011,06-027-0002,2019-04-27 14:00:00,3.9,29.4,-1.3573484,-4.118643,98.38335,287.3905,0.022359338
43014,06-061-0003,2019-04-27 14:00:00,11.0,57.4,-2.7948484,1.7563572,38.695843,287.3905,0.8748741
43015,06-065-0010,2019-04-27 14:00:00,6.0,20.1,4.1426516,-2.4936428,48.633343,294.8905,2.7079775
43017,06-065-1016,2019-04-27 14:00:00,27.0,71.8,6.1426516,-1.7436428,93.57085,286.7655,0.31904033
43018,06-071-0306,2019-04-27 14:00:00,10.0,60.100002,0.58015156,1.6313572,59.758343,288.1405,0.4622178
43022,08-103-0006,2019-04-27 14:00:00,15.0,78.200005,-0.044848442,-0.3686428,62.195843,281.2655,0.07113832
43023,11-001-0041,2019-04-27 14:00:00,3.0,35.7,6.2051516,1.1938572,1890.0083,288.2655,0.161915
43024,11-001-0043,2019-04-27 14:00:00,2.0,34.9,6.5176516,0.8813572,1850.5083,288.3905,0.24020796
43025,11-001-0051,2019-04-27 14:00:00,4.0,35.7,6.2051516,1.1938572,1890.0083,288.2655,0.12022555
43026,11-001-0053,2019-04-27 14:00:00,4.0,35.4,6.3301516,0.9438572,1875.8208,288.578,0.31572676
43027,16-053-0003,2019-04-27 14:00:00,4.0,72.5,1.7051516,0.6938572,42.820843,278.203,0.09741579
43031,31-055-0019,2019-04-27 14:00:00,7.0,76.6,-1.9198484,1.1938572,222.57085,285.6405,0.39995334
43033,32-031-1005,2019-04-27 14:00:00,7.0,55.8,0.83015156,0.5063572,53.445843,281.2655,0.9756686
43034,32-031-1007,2019-04-27 14:00:00,2.0,56.100002,0.45515156,1.0063572,110.88335,281.2655,0.31726795
43035,35-001-0023,2019-04-27 14:00:00,4.5,32.2,-0.54484844,0.9438572,155.88335,289.8905,0.23173137
43036,35-001-0026,2019-04-27 14:00:00,6.9,35.9,-0.73234844,1.6313572,148.44585,289.6405,0.27396023
43038,35-001-1012,2019-04-27 14:00:00,3.7,27.1,-0.16984844,-1.8061428,332.50833,290.6405,0.15390077
43039,35-001-1013,2019-04-27 14:00:00,5.1000000000000000,31.5,0.14265156,1.3188572,178.00835,290.1405,0.23180844
43042,35-049-0021,2019-04-27 14:00:00,2.0,58.8,-0.16984844,-1.0561428,57.570843,285.328,0.12269147
43043,35-055-0005,2019-04-27 14:00:00,4.0,63.600002,0.70515156,0.06885719,212.94585,283.203,0.011725061
43044,40-115-9007,2019-04-27 14:00:00,7.0,50.0,2.6426516,10.318857,363.94583,292.3905,0.3485543
43045,42-003-1376,2019-04-27 14:00:00,3.0,55.600002,7.9551516,0.6938572,1285.5708,282.453,0.06743944
43047,42-101-0076,2019-04-27 14:00:00,2.4,35.600002,7.5176516,0.9438572,1952.3208,287.0155,0.1715475
43048,44-007-0030,2019-04-27 14:00:00,4.0,69.8,5.7051516,1.0688572,1158.8833,284.1405,0.8073696
43050,45-091-8801,2019-04-27 14:00:00,6.0,30.9,2.3926516,-1.7436428,594.63336,291.2655,0.047326785
43051,48-027-1045,2019-04-27 14:00:00,10.0,69.0,1.1426516,4.381357,224.25835,293.0155,0.16661566
43052,48-043-0101,2019-04-27 14:00:00,12.0,29.4,-0.16984844,3.2563572,148.63335,296.953,0.22949664
43054,48-201-1034,2019-04-27 14:00:00,10.0,72.8,-0.60734844,3.2563572,427.13333,296.578,0.21100222
43055,48-273-0314,2019-04-27 14:00:00,7.0,83.6,-0.73234844,5.381357,442.19583,296.328,1.272735
43056,48-303-1028,2019-04-27 14:00:00,9.0,58.2,3.8926516,7.756357,157.19585,292.828,0.12184380000000000
43057,48-323-0004,2019-04-27 14:00:00,7.0,60.7,-1.7948484,3.3188572,178.00835,293.8905,0.25762352
