,station_id,stime,air_data_value,RH,UGRD,VGRD,HPBL,TMP,goes_measurement
70539,06-019-0500,2019-06-25 22:00:00,18.0,16.7,5.6192837,-2.3538895,1796.0647,307.21277,0.0038649403
70543,06-061-0003,2019-06-25 22:00:00,10.0,28.800001,3.6817837,0.33361053,1719.0647,302.71277,0.050717425
70547,06-071-0306,2019-06-25 22:00:00,5.0,22.0,2.1817837,4.9586105,598.2522,303.15027,0.20345034
70552,11-001-0043,2019-06-25 22:00:00,7.0,39.5,4.6817837,-2.2288895,2029.5022,304.27527,0.26548365
70554,16-053-0003,2019-06-25 22:00:00,2.0,20.5,2.2442837,-1.9163895,2821.6897,299.33777,0.24752866
70555,20-195-0001,2019-06-25 22:00:00,8.2,30.2,1.1817837,5.9586105,1771.6897,306.83777,0.17100810000000000
70556,29-189-3001,2019-06-25 22:00:00,5.5,38.8,1.9942837,3.8336105,1281.7522,304.90027,0.093716905
70561,35-001-0023,2019-06-25 22:00:00,9.2,5.2000003,3.0567837,2.4586105,3849.2522,306.46277,0.1777123
70562,35-001-0026,2019-06-25 22:00:00,8.2,5.1,1.7442837,2.8336105,3821.1897,306.40027,0.22726189
70563,35-001-0029,2019-06-25 22:00:00,11.2,5.5,-0.8182163,1.8961105,3474.2522,305.71277,0.051488023
70564,35-001-1012,2019-06-25 22:00:00,7.7,5.8,5.1192837,2.8336105,3999.6272,305.02527,0.09356278
70565,35-001-1013,2019-06-25 22:00:00,6.3,5.0,0.8692837,2.3961105,4018.7522,305.96277,0.2010615
70566,35-013-0016,2019-06-25 22:00:00,14.0,8.8,6.9942837,-0.41638947,4428.3774,311.65027,0.43093145
70576,48-027-1045,2019-06-25 22:00:00,9.0,44.100002,-1.0682163,5.8336105,1786.1897,306.21277,0.1445765
70577,48-135-1014,2019-06-25 22:00:00,10.0,23.0,-2.7557163,4.2711105,2614.3147,308.77527,0.37167233
70580,48-303-1028,2019-06-25 22:00:00,7.0,33.2,-4.4432163,6.3336105,1878.7522,306.58777,0.11475429
70581,48-323-0004,2019-06-25 22:00:00,3.0,46.5,-5.2557163,1.6461105,1653.8772,305.90027,0.46321958
70584,49-021-0005,2019-06-25 22:00:00,11.2,8.7,1.1192837,7.9586105,2909.2522,302.96277,-0.05
70588,06-011-0007,2019-06-26 14:00:00,5.0,35.3,9.069719,-0.94347095,86.30708,292.8046,0.04416732
70589,06-019-0500,2019-06-26 14:00:00,11.0,58.7,-0.5552807,1.869029,41.994587,289.7421,0.08046259
70590,06-027-0002,2019-06-26 14:00:00,5.6000000000000000,20.800001,-1.6802807,-3.255971,90.24458,292.1796,0.12492621
70595,06-065-1016,2019-06-26 14:00:00,20.0,64.0,4.5697193,-0.69347095,59.682087,289.3046,0.24267389
70596,06-071-0306,2019-06-26 14:00:00,11.0,57.100002,-0.117780685,1.181529,63.244587,290.1171,2.4073665
70601,08-103-0006,2019-06-26 14:00:00,12.0,29.5,0.8822193,-1.193471,49.494587,290.2421,0.11752845
70602,11-001-0041,2019-06-26 14:00:00,9.0,59.4,2.8197193,-0.25597095,577.11957,300.6796,0.24799104
70603,11-001-0053,2019-06-26 14:00:00,8.0,56.0,3.1322193,-0.56847095,581.18207,301.1171,0.4412575
70604,16-053-0003,2019-06-26 14:00:00,4.0,56.7,2.0697193,0.55652905,99.86958,288.3046,0.12269147
70613,35-001-1012,2019-06-26 14:00:00,7.6,14.2,0.19471931,1.806529,201.61958,296.3671,0.245371
70614,35-001-1013,2019-06-26 14:00:00,10.6,18.0,0.6947193,0.55652905,87.74458,295.1796,0.39687094
70617,35-049-0021,2019-06-26 14:00:00,8.0,33.600002,-0.24278069,1.556529,96.24458,291.9921,0.22464184
70618,35-055-0005,2019-06-26 14:00:00,7.0,28.0,0.8822193,-1.630971,51.119587,290.9296,0.09209865
70619,42-101-0075,2019-06-26 14:00:00,5.1000000000000000,50.7,0.19471931,-1.443471,966.55707,299.9921,0.17524639
70621,44-009-0007,2019-06-26 14:00:00,5.0,89.5,-1.3052807,-3.193471,398.7446,296.8046,4.9999730000000000
70624,48-043-0101,2019-06-26 14:00:00,10.0,60.3,5.3822193,4.931529,276.5571,296.9296,0.23928325
70627,48-273-0314,2019-06-26 14:00:00,21.0,90.200005,-3.5552807,3.869029,768.86957,301.4921,4.9999730000000000
70628,48-303-1028,2019-06-26 14:00:00,9.0,71.6,1.6947193,5.119029,301.8071,296.5546,0.20306505
70631,48-479-0313,2019-06-26 14:00:00,25.0,75.1,-2.5552807,3.306529,846.18207,301.6171,1.2721956
70632,49-021-0005,2019-06-26 14:00:00,10.1,30.0,4.5072193,2.244029,69.36958,290.4921,0.00532908
70633,49-035-4002,2019-06-26 14:00:00,14.6,23.4,0.069719315,2.181529,404.4946,295.3671,0.24745162
70634,56-013-0099,2019-06-26 14:00:00,8.0,47.7,0.069719315,1.181529,81.68208,285.3046,0.0956434
70635,56-013-0232,2019-06-26 14:00:00,3.0,60.600002,-5.3052807,3.056529,72.18208,287.4921,0.18418534
70636,56-035-0101,2019-06-26 14:00:00,8.0,57.3,-0.24278069,-0.13097095,58.682087,285.0546,0.11174895
70637,06-011-0007,2019-06-26 15:00:00,5.0,39.0,8.488861,-0.71870995,133.55435,293.4943,0.063124076
70638,06-019-0500,2019-06-26 15:00:00,7.0,49.7,1.9263611,0.96879005,109.429344,291.6818,0.14773597
70642,06-061-0003,2019-06-26 15:00:00,5.0,53.3,-1.7611389,4.71879,118.179344,290.4318,0.11344427
70651,08-103-0006,2019-06-26 15:00:00,10.0,22.1,1.2388611,-0.28120995,153.99185,294.0568,0.13355693
70652,11-001-0041,2019-06-26 15:00:00,6.0,52.9,3.176361,-1.59371,1414.4918,302.1818,0.33406705
70653,11-001-0043,2019-06-26 15:00:00,14.0,51.3,3.551361,-1.90621,1508.5543,302.4318,0.393095
70654,11-001-0053,2019-06-26 15:00:00,9.0,51.4,3.488861,-1.78121,1514.4918,302.5568,0.562627
70656,29-189-3001,2019-06-26 15:00:00,15.7,77.6,0.36386108,1.78129,536.9293,300.7443,0.39401972
70657,32-031-1005,2019-06-26 15:00:00,4.0,31.5,-0.9486389,0.71879005,711.6793,289.3693,0.463759
70658,32-031-1007,2019-06-26 15:00:00,7.0,29.0,0.6763611,2.71879,422.92935,289.9318,0.23173137
70659,32-510-0020,2019-06-26 15:00:00,3.0,31.6,-0.13613892,3.71879,230.36685,289.0568,0.17840585
70660,35-001-0023,2019-06-26 15:00:00,13.0,15.6,0.8638611,0.59379005,590.6793,298.4943,0.5501433000000000
70661,35-001-0026,2019-06-26 15:00:00,13.4,15.5,0.6138611,0.46879005,449.05435,298.6193,0.5106115
70664,35-001-1013,2019-06-26 15:00:00,8.8,14.5,0.6138611,0.40629005,462.17935,298.8068,0.5590052
70667,35-049-0021,2019-06-26 15:00:00,5.0,24.6,-0.13613892,2.40629,396.49185,294.9943,0.21639644
70668,35-055-0005,2019-06-26 15:00:00,5.0,20.300001,1.8013611,-1.15621,618.9918,294.6193,0.09756991
70669,42-101-0075,2019-06-26 15:00:00,6.1000000000000000,45.9,1.3638611,-0.90620995,1227.1168,300.9943,0.21678172
70670,44-007-0030,2019-06-26 15:00:00,9.0,81.0,-0.44863892,-1.90621,505.05435,297.3693,2.1403534
70671,44-009-0007,2019-06-26 15:00:00,4.0,86.8,-1.2611389,-2.96871,466.05435,297.8068,4.9999730000000000
70674,48-043-0101,2019-06-26 15:00:00,12.0,55.8,4.426361,4.84379,301.49185,298.5568,0.28644395
70675,48-135-1014,2019-06-26 15:00:00,14.0,70.5,-1.3861389,4.78129,426.36685,298.5568,1.0903339
70677,48-273-0314,2019-06-26 15:00:00,20.0,87.700005,-4.198639,3.59379,836.8668,301.6818,4.6692314
70678,48-303-1028,2019-06-26 15:00:00,9.0,62.7,2.113861,4.96879,422.24185,298.6193,0.20398976
70682,49-021-0005,2019-06-26 15:00:00,12.1,21.300001,6.301361,4.03129,826.1793,294.3693,0.014268044
70683,49-035-4002,2019-06-26 15:00:00,18.7,12.8,-0.073638916,6.28129,695.6168,298.7443,0.3746006
70684,56-013-0099,2019-06-26 15:00:00,6.0,49.7,1.2388611,2.34379,134.92935,286.1818,0.13918231
70685,56-035-0101,2019-06-26 15:00:00,5.0,42.8,-1.5111389,1.46879,360.42935,288.2443,0.12091909
70686,06-011-0007,2019-06-26 16:00:00,5.0,37.600002,7.119091,0.5535288,277.18326,295.2011,0.06643766
70687,06-019-0500,2019-06-26 16:00:00,5.0,43.5,2.494091,-0.008971214,395.99576,293.8261,0.18218179
70688,06-027-0002,2019-06-26 16:00:00,6.7,12.5,0.86909103,-0.9464712,1660.6832,298.6386,0.3992598
70691,06-061-0003,2019-06-26 16:00:00,2.0,50.0,0.056591034,4.866029,228.62076,292.2636,0.13671638
70696,06-073-1201,2019-06-26 16:00:00,9.0,79.700005,1.181591,-0.071471214,430.49576,290.9511,0.6433088
70699,08-103-0006,2019-06-26 16:00:00,10.0,16.1,0.93159103,-0.9464712,795.4957,296.6386,0.21115635
70700,11-001-0041,2019-06-26 16:00:00,6.0,47.8,2.681591,-1.1964712,1947.8707,303.1386,0.35333204
70701,11-001-0043,2019-06-26 16:00:00,9.0,47.4,2.931591,-1.3214712,1918.4957,303.2636,0.49165475
70702,11-001-0053,2019-06-26 16:00:00,7.0,47.2,2.931591,-1.2589712,1935.3082,303.4511,0.6599538
70705,29-189-3001,2019-06-26 16:00:00,15.6,72.1,-0.31840897,1.0535288,1080.9957,301.9511,0.5988452
70706,32-031-0025,2019-06-26 16:00:00,3.0,20.4,1.681591,2.9910288,1326.3082,292.5761,0.17031455
70707,32-031-1005,2019-06-26 16:00:00,3.0,20.2,0.18159103,1.3035288,1764.8707,292.3886,0.61533606
70708,32-031-1007,2019-06-26 16:00:00,5.0,21.2,0.80659103,2.8660288,1397.7457,292.1386,0.30301186
70709,32-510-0020,2019-06-26 16:00:00,2.0,19.1,2.994091,2.3660288,1329.7457,292.2011,0.161915
70710,35-001-0023,2019-06-26 16:00:00,12.3,12.8,1.431591,0.6785288,1175.9332,300.2636,0.743718
70711,35-001-0026,2019-06-26 16:00:00,14.6,12.6,0.99409103,0.5535288,1152.3082,300.6386,0.68738717
70713,35-001-1012,2019-06-26 16:00:00,8.700000000000000,13.1,2.619091,0.8035288,1240.2457,298.9511,0.45597595
70714,35-001-1013,2019-06-26 16:00:00,8.3,11.2,0.93159103,0.116028786,1176.1207,300.8886,0.80852544
70719,42-101-0075,2019-06-26 16:00:00,8.8,43.3,1.681591,-0.5714712,1469.9332,301.7011,0.2858275
70720,44-007-0030,2019-06-26 16:00:00,8.0,73.3,-0.63090897,-1.1339712,648.8082,298.7011,0.838733
70721,44-009-0007,2019-06-26 16:00:00,6.0,81.3,-1.505909,-2.0089712,513.9957,298.4511,4.9999730000000000
70724,48-043-0101,2019-06-26 16:00:00,8.0,49.8,3.181591,4.678529,498.74576,300.1386,0.2769656
70725,48-135-1014,2019-06-26 16:00:00,13.0,59.9,-1.068409,4.866029,717.8082,300.5136,1.0563505
70727,48-273-0314,2019-06-26 16:00:00,12.0,87.3,-4.818409,3.6785288,952.9957,301.6386,1.7083552
70728,48-303-1028,2019-06-26 16:00:00,16.0,52.0,1.744091,5.116029,633.9957,300.7011,0.1960526
70732,49-021-0005,2019-06-26 16:00:00,13.1,17.5,6.869091,6.178529,1150.5582,296.4511,0.020201664
70734,56-013-0099,2019-06-26 16:00:00,5.0,44.4,1.869091,3.1160288,487.55826,287.9511,0.15983438
70736,56-035-0101,2019-06-26 16:00:00,6.0,34.9,-1.568409,2.9910288,700.6207,290.1386,0.1548255
70737,06-011-0007,2019-06-26 17:00:00,6.0,35.0,6.3879757,1.1106596,523.29254,296.7909,0.06374057
70738,06-019-0500,2019-06-26 17:00:00,4.0,38.5,3.1379757,-0.8893404,669.91754,296.1659,0.17686465
70739,06-027-0002,2019-06-26 17:00:00,6.5,10.6,-0.3620243,2.1731596,2008.9175,300.3534,0.49134648
70746,06-073-1201,2019-06-26 17:00:00,10.0,71.0,1.8879757,0.2356596,558.10504,292.5409,0.35140553
70751,11-001-0043,2019-06-26 17:00:00,10.0,44.4,2.3879757,-0.6393404,2025.0425,303.4784,0.79064757
70752,11-001-0053,2019-06-26 17:00:00,11.0,44.100002,2.3254757,-0.5768404,2076.105,303.7284,0.97759515
70755,29-189-3001,2019-06-26 17:00:00,17.1,64.4,-1.4870243,1.7981596,1179.355,303.6034,1.8238682
70757,32-031-0025,2019-06-26 17:00:00,4.0,16.7,3.8879757,5.0481596,1614.73,294.4784,0.2154717
70758,32-031-1005,2019-06-26 17:00:00,5.0,15.0,2.2629757,2.7981596,2049.855,294.7284,0.70672923
70759,32-031-1007,2019-06-26 17:00:00,4.0,15.400001,5.5754757,3.7356596,1943.2925,295.0409,0.35279262
70760,32-510-0020,2019-06-26 17:00:00,4.0,18.2,3.8254757,3.7356596,1487.73,293.5409,0.16399562
70761,35-001-0023,2019-06-26 17:00:00,10.3,12.900001,1.0754757,1.8606596,1206.105,301.8534,0.88142425
70764,35-001-1013,2019-06-26 17:00:00,7.7,11.5,0.6379757,1.4856596,1336.105,302.6659,0.9485435
70768,42-101-0075,2019-06-26 17:00:00,7.5,41.2,1.9504757,-0.0768404,1653.0425,302.8534,0.32690045
70769,44-007-0030,2019-06-26 17:00:00,9.0,67.0,-0.3620243,-0.5143404,989.29254,299.7909,0.80567425
70770,44-009-0007,2019-06-26 17:00:00,6.0,80.3,-2.0495243,0.1731596,577.91754,298.6659,4.9999730000000000
70773,48-043-0101,2019-06-26 17:00:00,6.0,43.600002,0.5754757,2.9231596,844.16754,300.6659,0.281358
70774,48-135-1014,2019-06-26 17:00:00,7.0,54.0,-1.9245243,5.1106596,793.91754,302.1659,1.1375717
70776,48-273-0314,2019-06-26 17:00:00,16.0,83.0,-4.7370243,4.1731596,960.54254,301.7909,1.4763275
70777,48-303-1028,2019-06-26 17:00:00,10.0,44.2,1.2629757,4.9856596,878.66754,302.4784,0.16045086
70783,56-013-0099,2019-06-26 17:00:00,3.0,34.4,3.7629757,4.1106596,1425.7925,290.1034,0.13509813
70785,56-035-0101,2019-06-26 17:00:00,4.0,30.6,-0.6745243,3.2356596,1320.4175,291.5409,0.13363399
70786,06-011-0007,2019-06-26 18:00:00,5.0,32.600002,5.457182,0.79389286,784.0564,298.06598,0.021126378
70787,06-019-0500,2019-06-26 18:00:00,2.0,35.9,3.332182,-1.3311071,753.0564,297.87848,0.13848877
70788,06-027-0002,2019-06-26 18:00:00,6.2,9.900001,-0.29281807,4.231393,2882.9314,302.69098,0.4464976
70789,06-029-0018,2019-06-26 18:00:00,6.0,12.2,4.582182,7.606393,1598.9314,305.75348,0.8348029
70790,06-037-9033,2019-06-26 18:00:00,7.0,30.5,4.269682,-0.08110714,724.4314,299.44098,-0.05
70793,06-065-1016,2019-06-26 18:00:00,8.0,44.9,6.269682,-1.0186071,377.93143,297.75348,0.26702484
70794,06-071-0306,2019-06-26 18:00:00,9.0,31.1,1.5821819,2.9813929,692.3689,299.31598,0.6371440000000000
70795,06-073-1201,2019-06-26 18:00:00,12.0,61.8,2.769682,0.66889286,590.4314,294.69098,0.31279847
70796,06-079-2004,2019-06-26 18:00:00,5.0,80.5,4.394682,-1.4561071,203.11893,291.06598,0.30046886
70797,06-083-2004,2019-06-26 18:00:00,4.0,71.200005,3.332182,-2.0811071,340.18143,292.75348,0.90985936
70799,08-103-0006,2019-06-26 18:00:00,6.0,12.400001,1.1446819,3.6063929,3262.869,301.56598,0.14527005
70800,11-001-0041,2019-06-26 18:00:00,11.0,43.100002,1.9571819,-0.14360714,2302.9314,304.00348,0.6814535000000000
70801,11-001-0043,2019-06-26 18:00:00,10.0,42.4,2.394682,-0.01860714,2293.494,304.06598,0.7169011
70805,20-195-0001,2019-06-26 18:00:00,14.6,52.5,-2.480318,6.543893,433.49393,302.37848,0.20799689
70806,29-189-3001,2019-06-26 18:00:00,12.2,60.7,-0.73031807,3.1688929,1295.7439,304.62848,3.3024185
70809,32-031-0025,2019-06-26 18:00:00,4.0,19.2,6.457182,4.731393,1730.2439,295.19098,0.19019602
70810,32-031-1005,2019-06-26 18:00:00,6.0,16.9,3.332182,4.293893,2208.869,296.06598,0.70611274
70811,32-031-1007,2019-06-26 18:00:00,3.0,17.4,6.457182,2.6688929,1876.5564,295.50348,0.31364614
70812,32-510-0020,2019-06-26 18:00:00,3.0,19.300001,4.082182,3.9813929,1911.3689,294.62848,0.14688830000000000
70821,40-115-9007,2019-06-26 18:00:00,2.0,76.200005,-0.35531807,3.9188929,892.6189,302.25348,2.4542189
70822,42-101-0075,2019-06-26 18:00:00,5.2,37.7,1.5821819,0.23139286,1833.7439,303.62848,0.3676652
70823,42-101-0076,2019-06-26 18:00:00,2.8000000000000000,44.4,1.2696819,0.35639286,1673.3064,302.37848,0.38939613
70824,44-007-0030,2019-06-26 18:00:00,8.0,61.9,-0.23031807,-0.20610714,1117.5564,303.19098,1.1342582
70825,44-009-0007,2019-06-26 18:00:00,4.0,81.8,-1.8553181,2.1063929,546.9939,298.94098,4.9999730000000000
70828,48-043-0101,2019-06-26 18:00:00,9.0,34.600002,-2.605318,1.3563929,1258.3064,302.56598,0.2010615
70829,48-135-1014,2019-06-26 18:00:00,9.0,49.9,-2.730318,4.731393,1172.2439,303.81598,1.0598181
70831,48-273-0314,2019-06-26 18:00:00,17.0,84.9,-4.230318,3.7313929,985.1814,301.69098,1.773625
70832,48-303-1028,2019-06-26 18:00:00,7.0,38.0,-0.91781807,5.543893,1297.3689,304.19098,0.124617964
70837,49-035-4002,2019-06-26 18:00:00,25.0,11.400001,-0.41781807,6.668893,2238.3064,302.75348,0.6174167000000000
70838,56-013-0099,2019-06-26 18:00:00,2.0,25.7,4.457182,4.606393,2133.1814,291.94098,0.11413781
70839,56-013-0232,2019-06-26 18:00:00,3.0,35.9,2.644682,0.98139286,1030.0564,295.19098,0.25084224
70840,56-035-0101,2019-06-26 18:00:00,4.0,24.9,0.45718193,3.3563929,1904.8689,293.00348,0.17462991
70842,06-011-0007,2019-06-26 19:00:00,3.0,30.300001,4.9284706,0.45101738,1136.231,298.99283,-0.01925306
70843,06-027-0002,2019-06-26 19:00:00,5.7,9.2,-4.6965294,5.5135174,3638.231,304.93033,0.29653883
70844,06-029-0018,2019-06-26 19:00:00,6.0,11.400001,3.6159706,6.6385174,1898.4185,306.80533,0.6559467
70845,06-037-9033,2019-06-26 19:00:00,6.0,28.5,4.4909706,0.45101738,800.04346,300.93033,0.39124554
70846,06-065-0010,2019-06-26 19:00:00,5.0,17.800001,1.3034706,5.3260174,767.10596,300.93033,-0.05
70848,06-065-1016,2019-06-26 19:00:00,6.0,37.8,6.5534706,-1.4864826,464.29343,298.86783,0.21824588
70849,06-071-0306,2019-06-26 19:00:00,9.0,27.800001,1.1784706,4.0135174,698.41846,300.93033,0.495816
70850,06-073-1201,2019-06-26 19:00:00,12.0,61.2,3.6159706,1.0760174,592.85596,295.80533,0.10473649
70851,06-079-2004,2019-06-26 19:00:00,8.0,78.4,5.0534706,-1.6739826,249.23093,291.80533,0.16615331
70852,06-083-2004,2019-06-26 19:00:00,4.0,67.3,4.1159706,-2.2989826,443.48093,294.36783,0.4836405
70854,08-103-0006,2019-06-26 19:00:00,6.0,9.900001,2.7409706,6.0760174,3142.481,303.18033,0.06936595
70856,11-001-0043,2019-06-26 19:00:00,5.0,40.8,3.0534706,0.38851738,2304.6685,305.11783,0.97458977
70860,20-195-0001,2019-06-26 19:00:00,15.7,44.600002,-2.3215294,8.013517,624.98096,304.68033,0.15289898
70864,32-031-0025,2019-06-26 19:00:00,5.0,20.6,7.5534706,4.9510174,1840.481,296.24283,0.13548343
70865,32-031-1005,2019-06-26 19:00:00,4.0,18.2,3.2409706,4.4510174,2471.4185,297.30533,0.59221804
70866,32-031-1007,2019-06-26 19:00:00,2.0,19.4,5.9284706,1.7635174,2062.856,296.24283,0.2615536
70867,32-510-0020,2019-06-26 19:00:00,3.0,20.800001,5.8034706,2.7635174,2223.231,295.86783,0.031529482000000000
70876,35-055-0005,2019-06-26 19:00:00,3.0,12.6,5.6784706,0.9510174,2838.606,300.61783,0.29099050000000000
70877,42-101-0075,2019-06-26 19:00:00,7.1000000000000000,36.7,2.6784706,0.01351738,1829.356,304.68033,0.31310672
70878,42-101-0076,2019-06-26 19:00:00,4.8,45.100002,2.4284706,0.20101738,1620.9185,303.36783,0.42669317
70879,44-007-0030,2019-06-26 19:00:00,8.0,55.0,-0.6965294,-0.04898262,1647.481,301.93033,1.5755808
70880,44-009-0007,2019-06-26 19:00:00,4.0,79.200005,-1.5715294,2.9510174,410.66843,299.30533,4.9999730000000000
70882,48-027-1045,2019-06-26 19:00:00,18.0,71.8,-1.3215294,3.3260174,1097.7935,302.61783,1.2559359
70883,48-043-0101,2019-06-26 19:00:00,4.0,29.1,-2.8840294,-0.42398262,1498.9185,303.80533,0.08708975
70884,48-135-1014,2019-06-26 19:00:00,9.0,45.8,-3.1965294,4.7010174,1313.9185,304.99283,0.9274291
70887,48-303-1028,2019-06-26 19:00:00,9.0,35.5,-1.7590294,6.0760174,1464.231,305.24283,0.09225276
70888,48-323-0004,2019-06-26 19:00:00,32.0,51.5,-3.6965294,2.2635174,1955.606,305.80533,0.6778317000000000
70891,49-021-0005,2019-06-26 19:00:00,9.6,11.1,5.7409706,8.513517,1819.981,300.80533,-0.05
70893,56-013-0099,2019-06-26 19:00:00,3.0,20.9,5.1159706,5.3260174,2531.481,292.99283,0.10882066
70894,56-013-0232,2019-06-26 19:00:00,3.0,31.1,1.9909706,0.5760174,1607.856,296.43033,0.15652081
70897,06-011-0007,2019-06-26 20:00:00,4.0,28.800001,5.3165407,0.25763607,1411.2026,299.76868,-0.04514522
70898,06-019-0500,2019-06-26 20:00:00,3.0,30.800001,4.6290407,-2.242364,959.45264,301.08118,-0.005613439
70899,06-027-0002,2019-06-26 20:00:00,5.6000000000000000,6.1,6.6290407,7.632636,3896.8276,306.76868,0.2008303
70900,06-029-0018,2019-06-26 20:00:00,5.0,10.400001,7.5665407,3.195136,2157.0776,307.76868,0.46090782
70901,06-037-9033,2019-06-26 20:00:00,8.0,28.300001,5.0665407,0.5076361,833.82764,301.64368,0.23019017
70902,06-061-0003,2019-06-26 20:00:00,2.0,40.9,2.1915407,5.070136,817.45264,296.89368,0.023129944
70903,06-065-0010,2019-06-26 20:00:00,4.0,15.1,1.6290407,5.320136,850.14014,301.83118,0.09094274
70904,06-065-0500,2019-06-26 20:00:00,7.1000000000000000,14.0,-2.7459593,3.382636,977.20264,309.01868,0.41721478
70905,06-065-1016,2019-06-26 20:00:00,13.0,31.9,6.0665407,-0.9298639,637.07764,300.45618,0.11799081
70906,06-071-0306,2019-06-26 20:00:00,7.0,24.800001,1.5665407,4.195136,793.26514,301.95618,0.2859816
70907,06-073-1201,2019-06-26 20:00:00,13.0,61.600002,4.3165407,1.1951361,650.01514,297.14368,0.01187918
70908,06-079-2004,2019-06-26 20:00:00,10.0,79.4,5.4415407,-2.179864,249.07764,292.08118,0.09595165
70909,06-083-2004,2019-06-26 20:00:00,6.0,68.6,4.5665407,-3.179864,349.70264,294.76868,0.29800296
70911,08-103-0006,2019-06-26 20:00:00,6.0,8.1,5.3165407,8.320136,3185.3276,304.01868,0.059116963
70912,11-001-0041,2019-06-26 20:00:00,10.0,39.9,2.8165407,0.6951361,2285.3276,305.39368,0.41143528
70913,11-001-0043,2019-06-26 20:00:00,7.0,39.8,3.0665407,0.44513607,2216.8276,305.39368,0.50698966
70919,32-031-0025,2019-06-26 20:00:00,4.0,21.800001,6.9415407,5.257636,1723.3276,296.70618,0.052258622000000000
70920,32-031-1005,2019-06-26 20:00:00,4.0,18.9,2.6915407,5.257636,2566.5151,298.20618,0.4643755
70921,32-031-1007,2019-06-26 20:00:00,4.0,20.2,5.9415407,1.3201361,2341.9526,296.95618,0.16137558
70922,32-510-0020,2019-06-26 20:00:00,2.0,23.2,8.691541,2.945136,2089.6401,296.14368,-0.03643744
70927,35-013-0016,2019-06-26 20:00:00,23.0,13.5,1.1290407,4.257636,3173.8901,309.64368,-0.05
70931,42-101-0075,2019-06-26 20:00:00,10.0,37.600002,3.2540407,0.44513607,2021.7651,305.14368,0.25122753
70934,44-009-0007,2019-06-26 20:00:00,2.0,80.200005,-1.1834593,4.195136,358.82764,299.01868,4.7664040000000000
70936,48-027-1045,2019-06-26 20:00:00,21.0,64.1,-3.4959593,2.445136,1381.2651,304.26868,1.4906607
70937,48-043-0101,2019-06-26 20:00:00,18.0,26.5,-3.8709593,-1.1798639,1860.0776,305.76868,0.04116198
70938,48-135-1014,2019-06-26 20:00:00,10.0,40.100002,-3.1834593,4.570136,1315.6401,305.39368,0.6241209
70941,48-303-1028,2019-06-26 20:00:00,5.0,35.0,-1.6209593,6.320136,1535.9526,305.70618,0.04963858
70945,49-021-0005,2019-06-26 20:00:00,7.8,10.2,5.3790407,8.132636,2037.4526,301.58118,-0.05
70948,56-013-0232,2019-06-26 20:00:00,2.0,25.300001,1.3165407,0.5701361,2791.8901,297.89368,0.26694778
70949,56-035-0101,2019-06-26 20:00:00,4.0,20.0,3.1915407,4.445136,3132.4526,296.58118,0.21824588
70951,06-011-0007,2019-06-26 21:00:00,6.0,25.800001,4.4876823,1.4544506,1682.143,300.65842,-0.05
70952,06-019-0500,2019-06-26 21:00:00,4.0,28.1,4.8001823,-2.1080494,1128.7054,302.03342,-0.0099288
70953,06-027-0002,2019-06-26 21:00:00,5.8,7.1,6.6751823,5.8919506,3695.3306,307.22092,0.12770037
70954,06-029-0018,2019-06-26 21:00:00,3.0,9.5,7.4251823,3.3919506,2003.9554,308.03342,0.29808003
70955,06-037-9033,2019-06-26 21:00:00,9.0,27.4,5.3626823,1.4544506,869.5805,302.59592,0.14449945
70956,06-061-0003,2019-06-26 21:00:00,7.0,38.100002,2.0501823,5.0794506,1032.393,298.03342,0.013112139000000000
70957,06-065-0010,2019-06-26 21:00:00,6.0,12.5,1.3626823,5.4544506,912.393,302.97092,0.04832856
70958,06-065-0500,2019-06-26 21:00:00,5.2,11.2,-3.5123177,4.0794506,1035.518,310.97092,0.31040960000000000
70959,06-065-1016,2019-06-26 21:00:00,11.0,26.7,5.9251823,-0.7330494,773.9555,301.97092,0.08269733
70960,06-071-0306,2019-06-26 21:00:00,8.0,22.4,1.4876823,5.3919506,803.268,303.15842,0.20059912
70961,06-073-1201,2019-06-26 21:00:00,14.0,62.100002,4.9251823,0.8294506,620.518,297.47092,-0.01331944
70962,06-079-2004,2019-06-26 21:00:00,9.0,79.200005,5.3626823,-2.6080494,272.70547,292.28342,0.09402515
70963,06-079-2007,2019-06-26 21:00:00,2.0,72.3,5.4251823,-2.1080494,231.08047,293.15842,0.14881481
70964,06-083-2004,2019-06-26 21:00:00,6.0,69.8,5.0501823,-3.7955494,343.64297,294.84592,0.16060498
70966,08-103-0006,2019-06-26 21:00:00,7.0,7.4,3.9876823,7.0794506,3322.643,304.34592,-0.005767561500000000
70967,11-001-0041,2019-06-26 21:00:00,10.0,38.8,2.8626823,0.9544506,2050.518,305.72092,0.37259704
70968,11-001-0043,2019-06-26 21:00:00,11.0,38.8,2.8626823,0.8294506,2017.0804,305.59592,0.25777763
70969,11-001-0051,2019-06-26 21:00:00,2.0,38.8,2.8626823,0.9544506,2050.518,305.72092,0.20699511
70970,11-001-0053,2019-06-26 21:00:00,9.0,38.600002,2.6126823,0.8919506,2028.5804,305.72092,0.38970435
70975,32-031-0025,2019-06-26 21:00:00,2.0,22.1,6.6751823,5.0169506,1796.2054,296.97092,0.02713706
70976,32-031-1005,2019-06-26 21:00:00,5.0,19.800001,3.8626823,3.8294506,2525.893,298.47092,0.3449325
