name,importance
GEOID,0.27807639048781435
months_from_start,0.17952088742396827
NPP_g_m-2_1m_lag,0.14903758327850244
month,0.1385583903468997
popuDensity_ALAND_km2,0.1334613145277131
STATEFP,0.12134543393510228
