mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2
94.178870344162,0.6242335692788946,3.5633798360824587,0.11680108907205825,0.1,2,150,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'n_estimators': 150}",-1.0004057409313036,0.0034048369864519163,6,-2.1861467207482144,0.06602465143454835,5,0.17947969787883,0.004834884599669142,5
88.26037232875824,1.0874619510114103,3.1749699831008913,0.23609806024995117,0.1,3,150,"{'max_samples': 0.1, 'min_samples_leaf': 3, 'n_estimators': 150}",-0.9995559924847237,0.0034749679785792942,5,-2.1873548717769453,0.06650412797101994,6,0.17902985568576227,0.005011749614794857,6
93.01927623748779,0.7793687648066691,2.345607376098633,0.1476005564207397,0.2,2,76,"{'max_samples': 0.2, 'min_samples_leaf': 2, 'n_estimators': 76}",-0.9935312748046462,0.0031753185681955612,4,-2.1771894988314036,0.06506047604576798,2,0.18283397716090008,0.004754235962639624,2
88.63470683097839,0.9706563159894359,1.9377747774124146,0.10453966099900466,0.2,3,76,"{'max_samples': 0.2, 'min_samples_leaf': 3, 'n_estimators': 76}",-0.9918697305869525,0.003307800078301552,2,-2.174654126322033,0.0661263196816823,1,0.1837965981876682,0.005066843703931285,1
90.87963552474976,0.8869079503705946,1.7275846958160401,0.08970188444483886,0.3,2,51,"{'max_samples': 0.3, 'min_samples_leaf': 2, 'n_estimators': 51}",-0.9927048474663669,0.0032208477898714285,3,-2.1843195624233163,0.06671265591802517,4,0.18016844013201086,0.005451138430147314,4
87.02565581798554,1.168475512571571,1.344709587097168,0.09348758756830265,0.3,3,51,"{'max_samples': 0.3, 'min_samples_leaf': 3, 'n_estimators': 51}",-0.9902348816852621,0.0032306030945040156,1,-2.1772266785425907,0.06681793582458678,3,0.18283374569382901,0.005528045894820764,3
