mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,GEOID_ranking,month_ranking,temp_F_ranking,burned_frac_ranking,popuDensity_ALAND_km2_ranking,precip_in_ranking,Rh_g_m-2_ranking,pm25_ug_m-3_ranking,NPP_g_m-2_ranking,C_g_m-2_ranking,smallf_frac_ranking,DM_kg_m-2_ranking,BB_g_m-2_ranking,ALAND_ATOTAL_ratio_ranking,median_inc_ranking,1,2,3,4,5,6
11.044976329803466,0.1587035529935212,0.24973304271698,0.04331458203572039,0.1,2,4,10,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 10}",-0.5551974279132196,0.004056162827748752,1,-0.8736000380449903,0.026544100023210677,1,0.5717248727912754,0.007243080861087331,1,0.5716540940694521,0.007231050468027738,1,10,"['GEOID', 'month', 'temp_F', 'popuDensity_ALAND_km2', 'precip_in', 'Rh_g_m-2', 'pm25_ug_m-3', 'NPP_g_m-2', 'ALAND_ATOTAL_ratio', 'median_inc']",1,1,1,3,1,1,1,1,1,5,2,4,6,1,1,0.5716540940694521,0.5706430817900524,0.5710257664818379,0.5704594945137582,0.5704109429738444,0.5702706990423121
