vars,AQI,AQI_1m_lag,AQI_2m_lag,BB_g_m-2,BB_g_m-2_1m_lag,BB_g_m-2_2m_lag,C_g_m-2,C_g_m-2_1m_lag,C_g_m-2_2m_lag,DM_kg_m-2,DM_kg_m-2_1m_lag,DM_kg_m-2_2m_lag,NPP_g_m-2,NPP_g_m-2_1m_lag,NPP_g_m-2_2m_lag,PDSI,PDSI_1m_lag,PDSI_2m_lag,Rh_g_m-2,Rh_g_m-2_1m_lag,Rh_g_m-2_2m_lag,SP01,SP01_1m_lag,SP01_2m_lag,burned_frac,burned_frac_1m_lag,burned_frac_2m_lag,pm25_ug_m-3,pm25_ug_m-3_1m_lag,pm25_ug_m-3_2m_lag,precip_in,precip_in_1m_lag,precip_in_2m_lag,smallf_frac,smallf_frac_1m_lag,smallf_frac_2m_lag,temp_F,temp_F_1m_lag,temp_F_2m_lag,ALAND_ATOTAL_ratio,deathRate,month,months_from_start,popuDensity_ALAND_km2,popuDensity_ATOTAL_km2
pm25_ug_m-3_2m_lag,0.23966440813143125,0.32626074386267595,0.4302718235652449,0.12344961432528884,0.14571519842641964,0.16402015230766817,0.12344961432528884,0.14571519842641964,0.16402015230766817,0.12349607457172568,0.14574042470137188,0.1640170423826613,0.24475376847854993,0.32516034599214616,0.3572729352845622,0.003898729011825406,-0.012206998610273408,-0.030451543552435904,0.4042543307956199,0.45540361706862664,0.463670005750949,0.01869456508072485,0.014796978188576232,-0.09016342962252466,0.10405255879011473,0.12536370503326222,0.14266934968834913,0.5973900150042496,0.7115995862880612,1.0,0.28429027147016955,0.2885914453680102,0.2170473408657414,0.1371532448847576,0.15433952715394383,0.1687287822440509,0.2914369116579954,0.3679603840347225,0.3860474766055015,-0.14597213139662324,-0.14734633527356547,0.1745339431204597,-0.25625806188417277,0.41701799507937376,0.4239830206375478
precip_in,0.12004435624224237,0.20324147306973966,0.17936923662357948,0.03543888518077188,0.119077940425872,0.12257973071743054,0.03543888518077188,0.119077940425872,0.12257973071743054,0.03541178499017826,0.11906023606095004,0.1225534811850284,0.3383803641359615,0.2896831946814668,0.19801675283470474,0.34103755885655324,0.1408414933680606,0.11337612318952102,0.4898806112194064,0.3933722182751151,0.3019138367458449,0.6501962170484534,0.03771472795633715,0.047510006196762634,0.011597872758444346,0.09392343188266801,0.09749655560267645,0.22020542649107447,0.29048819016923183,0.28429027147016955,1.0,0.4356281135691208,0.3618808225478423,0.05641597034701953,0.1312501685989254,0.12692532395060319,0.26133061213275177,0.20674600813743485,0.11031310515278148,-0.1590005223613357,0.0022377177926897135,0.03491462057997927,0.018812697044930406,0.2779774009574701,0.27685038862074957
precip_in_1m_lag,0.14358492603170184,0.12071100635473896,0.20404944666777194,0.03651231889220564,0.033482414361322266,0.1171898097961787,0.03651231889220564,0.033482414361322266,0.1171898097961787,0.036472967149169096,0.03345658228804427,0.11717367370895393,0.3759030594310079,0.3398191246870544,0.29081116616197955,0.2960081236532639,0.3442384748307942,0.14445135501190953,0.5024315009274465,0.49026587872329375,0.39450262105214173,0.03769349057280174,0.6502998000315687,0.0399199897307608,0.009526477507355486,0.009436923335820196,0.0920978410632909,0.27632230711208916,0.21837380022270264,0.2885914453680101,0.4356281135691208,1.0,0.4369163991452587,0.04848754781147982,0.05370660342995734,0.12832708170489743,0.2733876584602235,0.2620446096544993,0.20816532428775758,-0.15859808083174876,-0.021867317457143716,0.05928579375556724,0.02324410388648041,0.2778542805125461,0.2767643908069828
precip_in_2m_lag,0.10736425992570905,0.14173070033098792,0.12139515436942616,0.022053640289608715,0.03598313393214564,0.033700305141744276,0.022053640289608715,0.03598313393214564,0.033700305141744276,0.02200291663452402,0.035942905506909706,0.03367403776816427,0.315170737199478,0.3748939893972473,0.33960710515366516,0.26460204900277595,0.29682406701442626,0.34482323447848295,0.4559530173239798,0.5024762741417628,0.49091142677576965,0.051267063932796,0.037444818648382935,0.6503997835972062,-0.0078804009067739,0.008526962125779575,0.009387015869317708,0.29268288056986935,0.2736713468115676,0.2170473408657414,0.3618808225478423,0.43691639914525865,0.9999999999999999,0.023320826191908745,0.047204317606144436,0.053082701761937946,0.24239550029561183,0.27208109989723883,0.26245015772436614,-0.15907403915903318,-0.03323632472480549,0.12881752965178503,0.031669860112325594,0.2789127705644604,0.27782099441178704
smallf_frac,0.19490635549768723,0.12967699066186952,0.06906701299978896,0.9422231341971757,0.4546122265052724,0.3294216350136454,0.9422231341971757,0.4546122265052724,0.3294216350136454,0.9422076500192164,0.45455048271742793,0.3293324238720315,0.2638729059816257,0.18250839491437462,0.10298252600309946,-0.15287246586061945,-0.13477255597869342,-0.12354843640214083,0.25065976826503505,0.18780356176572258,0.12934850312257956,-0.08690470332709152,-0.05133747846255814,-0.05590389836907465,0.939241187249572,0.45142594298362215,0.3244893201917741,0.16860969504136877,0.1558915181175486,0.13715324488475758,0.05641597034701953,0.04848754781147983,0.023320826191908745,0.9999999999999998,0.45988716319489426,0.3379934922979768,0.3100318346078871,0.2295833992472732,0.14114600099744415,-0.06002607555945028,-0.06012350994783927,-0.0502862050531734,0.014288629581758685,0.04684290250038994,0.05394815692375484
smallf_frac_1m_lag,0.17141671203718134,0.19142003644867675,0.12441408838934578,0.44275435365751953,0.9417312099721792,0.456758792570158,0.44275435365751953,0.9417312099721792,0.456758792570158,0.44269209907157403,0.9417150854249153,0.4566971316014643,0.29592582432853803,0.259080119920609,0.17717780219471493,-0.14005605386615552,-0.1555819229487499,-0.1371806674989599,0.29639830308277876,0.2467377540265363,0.18410239550947732,-0.01275810407185995,-0.08867465158707133,-0.05280924436333952,0.4370591530025843,0.9387615725661085,0.4535229460193845,0.1371501295063904,0.1697342683832417,0.15433952715394383,0.13125016859892544,0.05370660342995734,0.047204317606144436,0.4598871631948943,1.0,0.4632632964839047,0.3336565481335317,0.3054672141068108,0.22492054547257317,-0.05940088304023193,-0.09924077302018573,0.07466797045890582,0.012262915510102449,0.04651189461823389,0.05365797168798143
smallf_frac_2m_lag,0.1302204915476109,0.17031109590419713,0.18793626733975868,0.32265936524558414,0.4451330020200739,0.9413950952962552,0.32265936524558414,0.4451330020200739,0.9413950952962552,0.3225742705714958,0.44506947688617077,0.9413784883155861,0.27670788556004744,0.29463694674390584,0.2561380911573694,-0.1334247370974496,-0.14215683933051257,-0.15702373958981977,0.3064533246256766,0.2946618536988657,0.24459269706081083,-0.02165515208047046,-0.015552723215110292,-0.08945635840613864,0.3158356423765601,0.43953322701435044,0.9384185218874881,0.12194960965311055,0.13921836274029825,0.1687287822440509,0.12692532395060319,0.1283270817048974,0.05308270176193794,0.3379934922979768,0.4632632964839046,0.9999999999999998,0.33347481404383345,0.33244835994874256,0.30272609096207875,-0.05889471021563364,-0.1079463576302853,0.1231434904156555,0.00908698995269262,0.046269530136798055,0.05342212511733184
temp_F,0.48927486812859666,0.5308168613584121,0.452233299081556,0.31493371040011037,0.32841819428076247,0.3162094591625253,0.31493371040011037,0.32841819428076247,0.3162094591625253,0.31488974293496985,0.3283728019580183,0.3161651973969423,0.8691069879372666,0.8185693801004701,0.5826313686092931,-0.092373627235521,-0.0951853999143442,-0.09680248705948583,0.7529015222772052,0.6554467696448952,0.42879509276100236,-0.010598384317361965,-0.028139379319267015,-0.030451339874432166,0.3109240559148995,0.3279951986633289,0.3203546575332134,0.3947527443310998,0.3708781150450858,0.2914369116579954,0.26133061213275177,0.2733876584602235,0.2423955002956118,0.3100318346078871,0.3336565481335316,0.3334748140438334,1.0,0.8674971497710751,0.5756007379873074,-0.037536570696029115,-0.3636512109597355,0.18137453984716426,0.005954619334359047,0.08561168740970695,0.08743245575144591
temp_F_1m_lag,0.3076751703712884,0.4884422964168825,0.5318332528337849,0.2406945415089357,0.31206983976734315,0.32923626554759433,0.2406945415089357,0.31206983976734315,0.32923626554759433,0.24064464823152054,0.3120259348400807,0.3291915509297488,0.6955476792047849,0.868949794585158,0.8190233273994922,-0.07272743281872456,-0.08949173101332462,-0.09258408886509689,0.6568734154965479,0.7527743857955053,0.6569167262378195,0.013502218805889683,-0.010195688403307236,-0.02980097794008304,0.23482481656633578,0.3080995831289105,0.3287762213041603,0.3151737976078231,0.38931402931172754,0.36796038403472253,0.20674600813743488,0.2620446096544993,0.27208109989723883,0.22958339924727322,0.3054672141068108,0.33244835994874256,0.8674971497710751,0.9999999999999999,0.8686695074426576,-0.037306650344077784,-0.4111463603140009,0.49410547542164623,0.0225957354681441,0.08549664209697651,0.087340974590216
temp_F_2m_lag,0.07006618533234116,0.30851651486656095,0.4902095965870071,0.1527306375099334,0.23800260692321826,0.31162995350817313,0.1527306375099334,0.23800260692321826,0.31162995350817313,0.15267335388904105,0.23795340368142026,0.3115866254075243,0.3647853144110563,0.6974056468945297,0.869567139641407,-0.05531392052507901,-0.0685583843082047,-0.08527592143464838,0.43025139762176823,0.6575999234249452,0.7537338210492153,0.013574482280193508,0.013060764687531748,-0.010203148046088725,0.1468853480594177,0.2321836958067762,0.30764723197050303,0.20552645713079987,0.3101937392511287,0.3860474766055014,0.11031310515278149,0.2081653242877576,0.26245015772436614,0.14114600099744415,0.22492054547257315,0.30272609096207875,0.5756007379873074,0.8686695074426576,1.0,-0.03710592579172557,-0.348265217518385,0.6843982441095365,0.03598003287568204,0.08534920430156143,0.08719148491377189
ALAND_ATOTAL_ratio,0.03292757919083609,0.03292468457363151,0.032747446197405446,-0.06937285035747286,-0.06907284636838519,-0.06894925801052484,-0.06937285035747286,-0.06907284636838519,-0.06894925801052484,-0.06935152209050428,-0.0690517655861564,-0.06892808292725484,-0.09148929867596238,-0.0916447072365157,-0.09135422929980709,-0.014692249297481697,-0.015735540320146825,-0.01666132137434648,-0.20354879942502435,-0.2035946339269181,-0.20334605083958443,-0.006606362698407491,-0.006362982309599814,-0.00730716606793229,-0.05136283190256927,-0.05088293095081445,-0.05067794928157051,-0.14518810563026813,-0.14566562114880666,-0.14597213139662324,-0.1590005223613357,-0.15859808083174876,-0.15907403915903318,-0.060026075559450276,-0.059400883040231924,-0.05889471021563363,-0.03753657069602912,-0.037306650344077784,-0.037105925791725565,1.0,0.09597859532553585,-9.586342146527146e-05,0.0001279719922689212,-0.3966494787926363,-0.34984123984347565
deathRate,-0.1602216834343169,-0.23567047453004678,-0.2539321329967531,-0.06064681151613296,-0.0967070743633897,-0.10232930218485696,-0.06064681151613296,-0.0967070743633897,-0.10232930218485696,-0.06062395579309621,-0.09668781969811724,-0.10230790932348097,-0.2915316780703452,-0.3686639681095758,-0.33444448437493307,0.10500819402000042,0.1184852981202497,0.12635094420877113,-0.22189495452607225,-0.2573800891366766,-0.2079003509748369,0.007259329880894786,0.020524844787009538,0.02293737132740161,-0.05609052736623222,-0.0939014196577925,-0.10185526679309669,-0.12943450633570341,-0.1557972628320395,-0.14734633527356547,0.002237717792689713,-0.021867317457143716,-0.03323632472480549,-0.06012350994783928,-0.09924077302018573,-0.1079463576302853,-0.3636512109597355,-0.4111463603140009,-0.3482652175183851,0.09597859532553585,1.0,-0.2606934668924092,0.2560373584239154,-0.06193618065475842,-0.0543250564144152
month,-0.09004057763816041,0.12884546572830322,0.3222993103241759,-0.03770552130183009,0.0952126207930183,0.1469392606477381,-0.03770552130183009,0.0952126207930183,0.1469392606477381,-0.03769474076619519,0.09523821675393572,0.14696614856524876,0.08885621502521927,0.42314129163916087,0.6465380755733215,0.035556406784431796,0.011662515690473893,0.0013283294832142146,0.157348268924074,0.3815505935217318,0.5227921060056221,0.07876403376751258,0.02516507118035569,0.03189363727410014,-0.04512357892975733,0.087699673931,0.14212226583294993,-0.029365209591789468,0.09148636929307405,0.1745339431204597,0.03491462057997927,0.05928579375556724,0.12881752965178503,-0.0502862050531734,0.07466797045890582,0.1231434904156555,0.18137453984716423,0.49410547542164623,0.6843982441095365,-9.586342146527147e-05,-0.2606934668924092,1.0,0.03503698230441804,0.0002956818972186656,0.00029573305856224886
months_from_start,-0.08896847183543585,-0.07765114247217007,-0.06565765450598751,0.03631088630613022,0.03697799135835596,0.03606656482161265,0.03631088630613022,0.03697799135835596,0.03606656482161265,0.03630770059506269,0.036977665132702266,0.036066657661062804,-0.004537737440170742,0.013444835822271083,0.02898360740005083,0.0986806629193469,0.10582383646702212,0.11401362490887253,0.006513549960434078,0.018963480211077507,0.030080720046175694,0.04068430165950349,0.03796379120723689,0.04372541591854382,0.03588947524160648,0.03656259687559003,0.035759099102229366,-0.26103255093137123,-0.25844127875684153,-0.2562580618841727,0.018812697044930406,0.02324410388648041,0.03166986011232559,0.014288629581758684,0.012262915510102449,0.009086989952692621,0.005954619334359047,0.022595735468144102,0.03598003287568204,0.00012797199226892122,0.2560373584239154,0.03503698230441804,0.9999999999999999,0.008849825896412382,0.00895676113945808
popuDensity_ALAND_km2,0.10403697773979662,0.1040516259702846,0.1036894897920739,0.03757476166721134,0.037493942324051566,0.037535514604841703,0.03757476166721134,0.037493942324051566,0.037535514604841703,0.03755985838066597,0.03747902001777267,0.037521035784216866,0.1465880424736296,0.14697424215296556,0.14668213196543506,0.04138008296392362,0.04266789547493018,0.04380425533418509,0.292323528101396,0.2924172833147408,0.29234073889143564,0.014408983917820353,0.014371538170504787,0.016200929320900177,0.015983021333238763,0.015621173553321785,0.015586554591234729,0.4168172923310833,0.4168760900270484,0.41701799507937376,0.2779774009574701,0.2778542805125461,0.2789127705644604,0.046842902500389944,0.04651189461823389,0.046269530136798055,0.08561168740970695,0.08549664209697651,0.08534920430156143,-0.39664947879263635,-0.06193618065475842,0.0002956818972186656,0.008849825896412382,1.0,0.9924142665316589
popuDensity_ATOTAL_km2,0.11123118425322619,0.111239769654752,0.11085109630433206,0.04403394772044081,0.04397855401699943,0.04401047316825749,0.04403394772044081,0.04397855401699943,0.04401047316825749,0.04402020906041035,0.04396481482219231,0.04399719922794484,0.14915607109104936,0.14955441505053804,0.1492542475567922,0.041390846594279586,0.04263274655549365,0.0437229321523904,0.29779192236934376,0.2978790370687714,0.29778110808498476,0.01388603451425925,0.013898617100117664,0.015692857211344398,0.022672306885717607,0.022337272957340316,0.022294919373656033,0.42376786120365695,0.4238402291988697,0.4239830206375477,0.2768503886207496,0.2767643908069828,0.27782099441178704,0.05394815692375484,0.053657971687981434,0.053422125117331846,0.08743245575144591,0.087340974590216,0.08719148491377189,-0.3498412398434756,-0.05432505641441521,0.00029573305856224886,0.008956761139458078,0.9924142665316589,1.0
