name,importance
GEOID,0.2743055644529971
months_from_start,0.1718426131145175
NPP_g_m-2_1m_lag,0.16147588993837658
popuDensity_ALAND_km2,0.1509901351354404
month,0.12985688755178118
STATEFP,0.11152890980688719
