name,importance
GEOID,0.2788772196626439
NPP_g_m-2_1m_lag,0.1684592622476501
months_from_start,0.16597343808515305
popuDensity_ALAND_km2,0.1530453956392722
month,0.1311835395019405
STATEFP,0.10246114486334028
