mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2_score,n_features,features,GEOID_ranking,NPP_g_m-2_ranking,NPP_g_m-2_1m_lag_ranking,NPP_g_m-2_2m_lag_ranking,Rh_g_m-2_ranking,Rh_g_m-2_1m_lag_ranking,Rh_g_m-2_2m_lag_ranking,STATEFP_ranking,month_ranking,months_from_start_ranking,popuDensity_ALAND_km2_ranking,temp_F_ranking,temp_F_1m_lag_ranking,temp_F_2m_lag_ranking,1,2,3,4,5,6,7,8,9
49.98087918758392,0.6635764793624751,1.6898082971572876,0.13627392942073407,0.1,2,4,140,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 140}",-27.522763264551678,6.139798605736792,1,-0.06920856397124567,0.0005521690747435754,1,-0.30446853088601067,0.0020015834390426208,1,-0.5723746869668493,0.024447282947002907,1,0.7171043398076755,0.007437665528651968,1,0.7170629792416985,0.0074298008573894,1,0.72182373682915,6,"['STATEFP', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID', 'NPP_g_m-2_1m_lag']",1,7,1,6,9,5,8,1,1,1,1,4,2,3,0.7170629792416985,0.7094753261193225,0.7057774507119879,0.7032336744316346,0.6987444566717823,0.6965668065591528,0.6946948073167243,0.6925152921382045,0.690911228379935
