mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,GEOID_ranking,month_ranking,temp_F_ranking,burned_frac_ranking,popuDensity_ALAND_km2_ranking,precip_in_ranking,Rh_g_m-2_ranking,pm25_ug_m-3_ranking,NPP_g_m-2_ranking,C_g_m-2_ranking,smallf_frac_ranking,DM_kg_m-2_ranking,BB_g_m-2_ranking,ALAND_ATOTAL_ratio_ranking,median_inc_ranking,1,2,3,4,5,6
9.291945385932923,0.20359171684301336,0.22799649238586425,0.035908290547064674,0.1,2,4,10,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 10}",-0.5563544415189496,0.0026398035946283045,1,-0.8812939364235023,0.01977193430492249,1,0.5693530303262848,0.005809452941659513,1,0.5692708481202308,0.005812826351361214,1,10,"['GEOID', 'month', 'temp_F', 'popuDensity_ALAND_km2', 'precip_in', 'Rh_g_m-2', 'pm25_ug_m-3', 'NPP_g_m-2', 'ALAND_ATOTAL_ratio', 'median_inc']",1,1,1,4,1,1,1,1,1,3,2,6,5,1,1,0.5692708481202308,0.5682216723900149,0.5683988909183619,0.5679838061488043,0.5678367312935604,0.567875182674523
