mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,GEOID_ranking,month_ranking,temp_F_ranking,burned_frac_ranking,popuDensity_ALAND_km2_ranking,precip_in_ranking,Rh_g_m-2_ranking,pm25_ug_m-3_ranking,NPP_g_m-2_ranking,C_g_m-2_ranking,smallf_frac_ranking,ALAND_ATOTAL_ratio_ranking,median_inc_ranking,PDSI_ranking,SP01_ranking,1,2,3,4,5,6,7
10.094679021835328,0.40518303237981634,0.3199589729309082,0.1512891341654373,0.1,2,4,10,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 10}",-0.5154657456887848,0.001724234437469722,1,-0.8341211705635887,0.02118691436463741,1,0.5924471298439993,0.0061014630850795264,1,0.592347163548817,0.006098628403883436,1,9,"['GEOID', 'month', 'temp_F', 'popuDensity_ALAND_km2', 'Rh_g_m-2', 'pm25_ug_m-3', 'median_inc', 'PDSI', 'SP01']",1,1,1,6,1,3,1,1,2,7,5,4,1,1,1,0.593244070300227,0.5906288791958401,0.5904171678455115,0.5879883017300322,0.5871864095613508,0.5862479368698276,0.5856280936829036
