mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,BB_g_m-2_ranking,C_g_m-2_ranking,DM_kg_m-2_ranking,NPP_g_m-2_ranking,Rh_g_m-2_ranking,burned_frac_ranking,pm25_ug_m-3_ranking,popuDensity_ALAND_km2_ranking,precip_in_ranking,smallf_frac_ranking,temp_F_ranking,1
69.79553234577179,0.8771279948706474,1.3730504274368287,0.21196889266357202,0.1,2,4,50,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",-0.9728412328886898,0.0026525352760250888,1,-2.0442660405083926,0.04032051729794636,1,0.1845080240041777,0.003753962186660002,1,11,"['BB_g_m-2', 'C_g_m-2', 'DM_kg_m-2', 'NPP_g_m-2', 'Rh_g_m-2', 'burned_frac', 'pm25_ug_m-3', 'popuDensity_ALAND_km2', 'precip_in', 'smallf_frac', 'temp_F']",1,1,1,1,1,1,1,1,1,1,1,0.1845080240041777
