mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,precip_in_ranking,temp_F_ranking,pm25_ug_m-3_ranking,C_g_m-2_ranking,DM_kg_m-2_ranking,BB_g_m-2_ranking,NPP_g_m-2_ranking,Rh_g_m-2_ranking,burned_frac_ranking,smallf_frac_ranking,popuDensity_ALAND_km2_ranking,1,2,3,4,5
3.6171865463256836,0.02693963050842285,0.7699745893478394,0.0010100603103637695,0.1,2,4,10,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 10}",-1.0321590178953284,0.0010557353937874492,1,-2.24941240525957,0.009575997653147539,1,0.10264518661558708,0.00024239917056734228,1,7,"['precip_in', 'temp_F', 'pm25_ug_m-3', 'C_g_m-2', 'NPP_g_m-2', 'Rh_g_m-2', 'popuDensity_ALAND_km2']",1,1,1,1,4,5,1,1,2,3,1,0.10234482233692027,0.10154554084973677,0.10208685909434395,0.1022982922032713,0.10214550973553532
