mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,popuDensity_ALAND_km2_ranking,precip_in_ranking,temp_F_ranking,pm25_ug_m-3_ranking,C_g_m-2_ranking,DM_kg_m-2_ranking,NPP_g_m-2_ranking,BB_g_m-2_ranking,Rh_g_m-2_ranking,burned_frac_ranking,smallf_frac_ranking,1,2,3,4,5
3.1666929721832275,0.036904335021972656,0.4876643419265747,2.7418136596679688e-06,0.1,2,4,5,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 5}",-1.081255876487771,0.0022231873098423893,1,-2.444479108391226,0.018107231272179947,1,0.02484141921188704,0.002808713571137933,1,7,"['popuDensity_ALAND_km2', 'precip_in', 'temp_F', 'pm25_ug_m-3', 'C_g_m-2', 'NPP_g_m-2', 'Rh_g_m-2']",1,1,1,1,1,4,1,5,1,3,2,0.02547558773052344,0.02399367709609912,0.025302421460293434,0.025167561535947958,0.025388854127249616
1.6536446809768677,0.008979201316833496,0.506554365158081,0.0009975433349609375,0.1,2,4,5,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 5}",-1.1631877154670636,0.0007327864742235901,2,-2.687740465429543,0.005813697336023438,2,-0.07222655293663593,0.0025349712274682634,2,7,"['DM_kg_m-2', 'temp_F', 'Rh_g_m-2', 'BB_g_m-2', 'precip_in', 'burned_frac', 'smallf_frac']",4,1,1,3,2,1,5,1,1,1,1,0.02547558773052344,0.02399367709609912,0.02530242146029338,0.025167561535948013,0.025388854127249616
