level_0,index,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,n_features,features,popuDensity_ALAND_km2_ranking,precip_in_ranking,temp_F_ranking,pm25_ug_m-3_ranking,C_g_m-2_ranking,DM_kg_m-2_ranking,NPP_g_m-2_ranking,BB_g_m-2_ranking,Rh_g_m-2_ranking,burned_frac_ranking,smallf_frac_ranking,1,2,3,4,5
0,0.0,1.9050297737121582,0.02094435691833496,0.4697638750076294,0.004985690116882324,0.1,2,4,5,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 5}",-1.081255876487771,0.0022231873098423893,2,-2.444479108391226,0.018107231272179947,2,0.02484141921188704,0.002808713571137933,2,7,"['popuDensity_ALAND_km2', 'precip_in', 'temp_F', 'pm25_ug_m-3', 'C_g_m-2', 'NPP_g_m-2', 'Rh_g_m-2']",1,1,1,1,1,4,1,5,1,3,2,0.02547558773052344,0.023993677096099064,0.025302421460293434,0.025167561535947958,0.025388854127249616
0,,4.704684853553772,0.02219212055206299,0.8732742071151733,0.007669806480407715,0.1,2,4,10,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 10}",-1.0323748775154713,0.0008075148906264706,1,-2.249495663806105,0.00807928619636078,1,0.10260926858892178,0.00083964197032943,1,9,"['popuDensity_ALAND_km2', 'precip_in', 'temp_F', 'pm25_ug_m-3', 'C_g_m-2', 'NPP_g_m-2', 'Rh_g_m-2', 'burned_frac', 'smallf_frac']",1,1,1,1,1,3,1,2,1,1,1,0.10310700147673163,0.10266717745782256,0.10226221677253555,,
