mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2
57.550768041610716,0.9371821157241289,1.2315567493438722,0.10082196862576301,0.1,0,2,4,50,"{'max_samples': 0.1, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",-0.9728765543269529,0.00277555034849703,2,-2.0444712255560082,0.04054548844147532,2,0.18442713559440488,0.003915055669313982,2
59.90219702720642,0.8392305100089809,1.2623494625091554,0.11092635503812873,0.1,1.8e-07,2,4,50,"{'max_samples': 0.1, 'min_impurity_decrease': 1.8e-07, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",-0.9727382957396291,0.002603209584584033,1,-2.044085722305982,0.04002449331225779,1,0.18457777292628386,0.0037289886258268525,1
