GEOID,YYYYMM,deaths
42069,200505,10
42071,200505,20
42075,200505,11
42079,200505,18
42085,200505,10
42091,200505,28
42101,200505,39
42107,200505,10
42129,200505,23
42133,200505,10
44007,200505,20
45019,200505,14
45045,200505,13
45063,200505,11
45083,200505,17
45091,200505,12
47037,200505,29
47065,200505,17
47093,200505,21
47157,200505,30
48029,200505,24
48085,200505,12
48113,200505,42
48121,200505,12
48141,200505,15
48201,200505,62
48339,200505,14
48439,200505,49
49035,200505,16
51059,200505,15
53011,200505,14
53033,200505,43
53035,200505,13
53053,200505,41
53061,200505,19
53063,200505,21
53067,200505,11
54011,200505,11
54039,200505,13
55025,200505,13
55079,200505,36
55133,200505,14
55139,200505,13
01073,200506,27
01089,200506,11
01097,200506,16
01101,200506,10
04013,200506,105
04015,200506,14
04019,200506,32
04021,200506,11
04025,200506,12
05119,200506,16
06001,200506,38
06007,200506,11
06013,200506,24
06019,200506,29
06029,200506,34
06037,200506,212
06053,200506,14
06057,200506,10
06059,200506,67
06061,200506,11
06065,200506,63
06067,200506,34
06071,200506,61
06073,200506,82
06075,200506,22
06077,200506,20
06081,200506,19
06083,200506,12
06085,200506,39
06089,200506,11
06095,200506,15
06097,200506,10
06099,200506,13
06107,200506,15
06111,200506,19
08001,200506,13
08005,200506,19
08031,200506,17
08041,200506,17
08059,200506,17
08101,200506,10
09001,200506,19
09003,200506,26
09009,200506,27
09011,200506,10
10003,200506,16
11001,200506,12
12009,200506,31
12011,200506,50
12015,200506,12
12017,200506,19
12021,200506,11
12031,200506,30
12033,200506,11
12055,200506,11
12057,200506,42
12069,200506,10
12071,200506,27
12081,200506,16
12083,200506,23
12085,200506,13
12086,200506,46
12095,200506,23
12099,200506,54
12101,200506,25
12103,200506,57
12105,200506,33
12107,200506,11
12111,200506,16
12115,200506,22
12117,200506,16
12127,200506,30
13067,200506,15
13089,200506,12
13121,200506,17
13135,200506,10
15003,200506,11
17031,200506,125
17043,200506,22
17089,200506,13
17097,200506,16
17197,200506,11
18003,200506,11
18095,200506,10
18097,200506,37
18141,200506,12
20091,200506,14
20173,200506,15
20177,200506,10
21111,200506,41
22017,200506,10
22033,200506,12
22051,200506,15
22071,200506,11
22073,200506,10
23001,200506,12
23031,200506,10
24003,200506,12
24005,200506,29
24031,200506,16
24510,200506,27
25005,200506,12
25009,200506,14
25013,200506,16
25017,200506,36
25021,200506,10
25023,200506,15
25025,200506,16
25027,200506,31
26049,200506,19
26065,200506,12
26081,200506,13
26099,200506,32
26121,200506,13
26125,200506,36
26145,200506,12
26163,200506,61
27037,200506,13
27053,200506,31
27123,200506,16
29095,200506,25
29189,200506,28
31055,200506,13
32003,200506,58
32031,200506,13
33011,200506,13
34003,200506,23
34005,200506,17
34007,200506,21
34013,200506,23
34017,200506,16
34023,200506,15
34025,200506,25
34027,200506,19
34029,200506,22
34031,200506,13
34039,200506,13
35001,200506,18
36001,200506,14
36005,200506,20
36007,200506,18
36029,200506,35
36045,200506,10
36047,200506,29
36055,200506,23
36059,200506,27
36061,200506,25
36063,200506,10
36067,200506,18
36071,200506,11
36081,200506,34
36083,200506,11
36085,200506,12
36103,200506,38
36111,200506,11
36119,200506,20
37021,200506,11
37027,200506,10
37057,200506,12
37067,200506,10
37081,200506,13
37119,200506,19
37157,200506,11
37183,200506,14
39017,200506,18
39023,200506,11
39035,200506,52
39049,200506,40
39061,200506,42
39085,200506,10
39093,200506,12
39095,200506,26
39099,200506,10
39109,200506,10
39113,200506,21
39151,200506,22
39153,200506,26
40109,200506,25
40143,200506,18
41029,200506,15
41039,200506,11
41047,200506,10
41051,200506,13
42003,200506,50
42007,200506,10
42011,200506,10
42017,200506,22
42045,200506,18
42049,200506,10
42051,200506,12
42069,200506,11
42071,200506,14
42077,200506,11
42079,200506,16
42091,200506,21
42101,200506,43
42129,200506,15
42133,200506,12
44007,200506,19
45045,200506,15
45051,200506,11
45083,200506,11
47037,200506,22
47065,200506,16
47093,200506,14
47157,200506,33
48027,200506,11
48029,200506,31
48085,200506,10
48113,200506,44
48181,200506,10
48201,200506,52
48215,200506,10
48245,200506,13
48303,200506,10
48339,200506,17
48355,200506,10
48439,200506,44
48453,200506,13
49035,200506,14
51059,200506,12
51087,200506,16
51810,200506,14
53011,200506,11
53033,200506,49
53053,200506,26
53061,200506,28
53063,200506,28
54039,200506,10
55025,200506,13
55079,200506,41
55133,200506,15
01073,200507,16
01097,200507,15
04013,200507,89
04019,200507,33
04021,200507,19
05051,200507,12
06001,200507,33
06007,200507,10
06013,200507,24
06019,200507,20
06029,200507,25
06037,200507,204
06059,200507,62
06065,200507,71
06067,200507,32
06071,200507,52
06073,200507,79
06075,200507,25
06077,200507,26
06079,200507,10
06081,200507,23
06083,200507,14
06085,200507,33
06089,200507,13
06095,200507,13
06097,200507,10
06099,200507,16
06107,200507,12
06111,200507,17
08001,200507,10
08005,200507,10
08031,200507,15
08041,200507,17
08059,200507,14
09001,200507,14
09003,200507,26
09009,200507,34
10003,200507,10
11001,200507,15
12009,200507,33
12011,200507,62
12017,200507,13
12031,200507,27
12033,200507,13
12053,200507,10
12057,200507,46
12069,200507,18
12071,200507,29
12081,200507,14
12083,200507,23
12086,200507,55
12095,200507,29
12099,200507,57
12101,200507,17
12103,200507,55
12105,200507,22
12111,200507,11
12115,200507,17
12117,200507,11
12127,200507,27
13051,200507,10
13067,200507,15
13121,200507,13
15003,200507,14
17031,200507,144
17043,200507,19
17097,200507,18
17119,200507,14
17163,200507,16
17197,200507,15
18081,200507,10
18089,200507,16
18097,200507,38
18141,200507,10
19153,200507,15
20091,200507,10
20173,200507,15
21111,200507,32
22017,200507,12
22051,200507,14
22071,200507,11
23005,200507,13
24003,200507,20
24005,200507,24
24031,200507,18
24033,200507,11
24510,200507,21
25005,200507,22
25009,200507,19
25013,200507,12
25017,200507,30
25021,200507,28
25023,200507,11
25027,200507,30
26049,200507,18
26065,200507,10
26081,200507,13
26099,200507,32
26125,200507,30
26145,200507,10
26163,200507,74
27053,200507,21
29095,200507,25
29183,200507,11
29189,200507,22
29510,200507,10
30111,200507,12
31055,200507,13
32003,200507,46
32031,200507,21
33011,200507,17
33015,200507,10
34001,200507,20
34003,200507,18
34005,200507,13
34007,200507,13
34013,200507,22
34017,200507,17
34021,200507,17
34025,200507,18
34027,200507,12
34029,200507,23
34039,200507,12
35001,200507,24
36001,200507,12
36005,200507,22
36029,200507,37
36047,200507,32
36055,200507,26
36059,200507,24
36061,200507,28
36063,200507,11
36067,200507,17
36071,200507,18
36081,200507,26
36085,200507,12
36103,200507,43
36119,200507,24
37051,200507,15
37067,200507,15
37081,200507,12
37119,200507,13
37183,200507,14
39017,200507,16
39035,200507,58
39049,200507,35
39061,200507,25
39093,200507,14
39095,200507,18
39099,200507,12
39113,200507,22
39151,200507,14
39153,200507,28
39155,200507,10
40109,200507,31
40143,200507,19
41005,200507,13
41029,200507,16
41047,200507,12
41051,200507,20
42003,200507,55
42011,200507,15
42017,200507,18
42029,200507,11
42043,200507,11
42045,200507,17
42071,200507,13
42077,200507,16
42079,200507,17
42091,200507,19
42095,200507,11
42101,200507,32
42129,200507,10
42133,200507,11
44007,200507,18
45007,200507,10
45045,200507,16
47037,200507,19
47065,200507,27
47093,200507,21
47157,200507,25
48029,200507,36
48113,200507,42
48141,200507,15
48167,200507,12
48201,200507,52
48439,200507,40
48453,200507,13
49035,200507,18
49057,200507,10
51059,200507,11
51087,200507,11
51810,200507,14
53011,200507,11
53015,200507,11
53033,200507,42
53035,200507,10
53053,200507,24
53061,200507,15
53063,200507,15
54039,200507,11
55025,200507,14
55073,200507,10
55079,200507,35
55133,200507,12
01073,200508,30
01097,200508,13
04013,200508,98
04015,200508,11
04019,200508,28
06001,200508,26
06013,200508,22
06019,200508,19
06029,200508,37
06037,200508,204
06059,200508,55
06061,200508,10
06065,200508,74
06067,200508,43
06071,200508,56
06073,200508,100
06075,200508,15
06077,200508,26
06083,200508,14
06085,200508,37
06095,200508,13
06099,200508,21
06107,200508,15
06111,200508,13
08005,200508,10
08031,200508,21
08041,200508,19
08059,200508,13
09001,200508,17
09003,200508,25
09009,200508,25
09011,200508,17
10003,200508,10
10005,200508,11
12001,200508,10
12009,200508,22
12011,200508,61
12015,200508,10
12021,200508,12
12031,200508,24
12033,200508,17
12057,200508,40
12069,200508,14
12071,200508,17
12081,200508,13
12083,200508,14
12086,200508,74
12091,200508,12
12095,200508,21
12099,200508,49
12101,200508,28
12103,200508,59
12105,200508,19
12115,200508,12
12117,200508,15
12127,200508,27
13021,200508,11
13067,200508,11
13089,200508,14
13121,200508,16
13135,200508,11
15003,200508,10
17031,200508,111
17043,200508,19
17097,200508,10
17119,200508,14
17143,200508,11
17201,200508,11
18057,200508,10
18089,200508,20
18097,200508,35
19153,200508,15
20091,200508,11
20173,200508,18
21067,200508,10
21111,200508,26
22033,200508,12
22051,200508,19
22071,200508,21
24005,200508,33
24031,200508,17
24033,200508,11
24510,200508,15
25005,200508,13
25009,200508,16
25013,200508,16
25017,200508,43
25021,200508,20
25023,200508,15
25027,200508,33
26025,200508,10
26049,200508,14
26081,200508,15
26099,200508,25
26125,200508,23
26145,200508,15
26163,200508,48
27053,200508,34
27123,200508,13
29077,200508,15
29095,200508,28
29189,200508,29
29510,200508,13
30111,200508,12
32003,200508,38
33015,200508,11
34003,200508,24
34005,200508,14
34007,200508,11
34013,200508,13
34017,200508,16
34021,200508,11
34023,200508,14
34025,200508,15
34027,200508,11
34029,200508,22
34031,200508,11
34039,200508,17
35001,200508,20
36005,200508,17
36027,200508,12
36029,200508,20
36047,200508,33
36055,200508,32
36059,200508,30
36061,200508,25
36067,200508,18
36071,200508,18
36081,200508,27
36103,200508,37
36111,200508,10
36119,200508,24
37021,200508,15
37057,200508,12
37067,200508,15
37071,200508,11
37081,200508,18
37119,200508,13
37183,200508,10
39035,200508,53
39049,200508,34
39061,200508,30
39093,200508,18
39095,200508,19
39113,200508,27
39133,200508,11
39151,200508,14
39153,200508,21
39155,200508,14
40109,200508,26
40143,200508,37
41005,200508,15
41039,200508,19
41047,200508,10
41051,200508,18
42003,200508,48
42011,200508,11
42017,200508,17
42029,200508,14
42045,200508,21
42071,200508,11
42079,200508,16
42091,200508,26
42101,200508,28
42107,200508,10
42129,200508,10
44007,200508,18
45045,200508,10
45083,200508,11
47037,200508,19
47065,200508,11
47093,200508,11
47157,200508,21
47163,200508,11
48029,200508,24
48113,200508,44
48141,200508,12
48201,200508,48
48439,200508,30
48453,200508,20
49035,200508,13
51059,200508,13
53033,200508,32
53035,200508,10
53053,200508,23
53061,200508,15
53063,200508,20
55025,200508,10
55079,200508,21
55133,200508,10
01073,200509,19
01097,200509,14
04013,200509,104
04015,200509,12
04019,200509,18
06001,200509,25
06013,200509,26
06019,200509,28
06029,200509,20
06037,200509,167
06053,200509,13
06059,200509,76
06061,200509,13
06065,200509,61
06067,200509,36
06071,200509,54
06073,200509,66
06075,200509,20
06077,200509,21
06081,200509,13
06085,200509,26
06089,200509,11
06111,200509,30
08001,200509,12
08031,200509,20
08041,200509,16
09001,200509,19
09003,200509,22
09009,200509,25
10003,200509,20
12005,200509,10
12009,200509,21
12011,200509,69
12017,200509,11
12021,200509,12
12031,200509,23
12055,200509,10
12057,200509,42
12069,200509,11
12071,200509,17
12083,200509,21
12086,200509,55
12095,200509,23
12099,200509,56
12101,200509,18
12103,200509,58
12105,200509,30
12115,200509,15
12117,200509,11
12127,200509,23
13051,200509,13
13067,200509,17
13089,200509,11
15003,200509,11
17031,200509,118
17043,200509,19
17089,200509,10
17097,200509,10
17119,200509,12
17143,200509,14
17197,200509,14
17201,200509,12
18089,200509,19
18097,200509,35
18127,200509,11
19153,200509,13
20091,200509,10
20173,200509,12
21111,200509,25
22033,200509,14
22051,200509,18
22071,200509,17
23031,200509,10
24003,200509,11
24005,200509,26
24510,200509,14
25003,200509,10
25005,200509,19
25009,200509,20
25013,200509,16
25017,200509,28
25021,200509,15
25023,200509,18
25025,200509,13
25027,200509,23
26049,200509,13
26081,200509,20
26099,200509,19
26125,200509,19
26163,200509,53
27053,200509,23
27123,200509,17
29095,200509,24
29183,200509,12
29189,200509,19
31055,200509,19
31109,200509,11
32003,200509,51
32031,200509,21
33011,200509,15
34001,200509,12
34003,200509,16
34007,200509,11
34013,200509,16
34021,200509,11
34025,200509,17
34029,200509,24
34031,200509,12
35001,200509,12
36001,200509,10
36005,200509,15
36029,200509,26
36047,200509,26
36055,200509,22
36059,200509,30
36061,200509,37
36065,200509,15
36067,200509,19
36081,200509,25
36103,200509,33
36119,200509,14
37021,200509,13
37071,200509,12
37081,200509,18
39017,200509,16
39023,200509,11
39035,200509,53
39049,200509,33
39061,200509,31
39085,200509,11
39095,200509,16
39113,200509,17
39151,200509,11
39153,200509,26
40109,200509,24
40143,200509,22
41029,200509,12
41039,200509,13
41047,200509,12
41051,200509,18
41067,200509,12
42003,200509,53
42017,200509,10
42029,200509,15
42045,200509,27
42071,200509,14
42079,200509,11
42091,200509,29
42101,200509,32
42129,200509,12
42133,200509,12
44007,200509,20
45083,200509,15
46099,200509,10
47037,200509,15
47065,200509,17
47093,200509,15
47157,200509,19
48029,200509,35
48113,200509,33
48135,200509,15
48141,200509,13
48167,200509,11
48201,200509,64
48339,200509,14
48375,200509,10
48439,200509,37
49035,200509,22
51059,200509,14
51810,200509,13
53011,200509,12
53033,200509,31
53053,200509,21
53061,200509,16
53063,200509,20
54039,200509,12
55079,200509,34
55101,200509,10
55105,200509,10
55133,200509,14
01073,200510,17
01125,200510,10
04013,200510,99
04015,200510,16
04019,200510,36
04021,200510,10
05051,200510,10
05143,200510,13
06001,200510,28
06007,200510,10
06013,200510,27
06017,200510,14
06019,200510,11
06023,200510,10
06029,200510,30
06037,200510,218
06059,200510,55
06065,200510,80
06067,200510,42
06071,200510,53
06073,200510,84
06075,200510,17
06077,200510,18
06079,200510,10
06081,200510,23
06085,200510,34
06087,200510,10
06095,200510,13
06097,200510,13
06099,200510,15
06107,200510,12
06111,200510,17
08001,200510,14
08031,200510,17
08041,200510,17
08059,200510,10
08101,200510,12
09001,200510,19
09003,200510,34
09009,200510,28
09011,200510,13
10003,200510,20
12009,200510,18
12011,200510,64
12021,200510,15
12031,200510,24
12033,200510,10
12053,200510,12
12057,200510,39
12071,200510,26
12081,200510,13
12083,200510,21
12086,200510,48
12095,200510,24
12099,200510,45
12101,200510,27
12103,200510,49
12105,200510,27
12115,200510,13
12117,200510,12
12127,200510,27
13089,200510,10
13121,200510,17
13135,200510,14
15003,200510,12
17031,200510,130
17043,200510,24
17089,200510,14
17119,200510,16
17143,200510,12
17163,200510,11
17167,200510,12
17197,200510,11
18005,200510,11
18089,200510,16
18097,200510,43
18163,200510,16
19113,200510,11
19153,200510,15
20173,200510,15
20177,200510,13
20209,200510,10
21111,200510,35
22017,200510,12
22033,200510,20
22071,200510,10
23005,200510,15
24003,200510,13
24005,200510,28
24031,200510,18
24510,200510,21
25001,200510,12
25005,200510,16
25009,200510,15
25013,200510,11
25017,200510,28
25021,200510,23
25023,200510,10
25025,200510,16
25027,200510,25
26049,200510,17
26077,200510,10
26081,200510,17
26099,200510,37
26125,200510,41
26163,200510,34
27053,200510,32
27123,200510,15
29077,200510,11
29095,200510,34
29097,200510,10
29189,200510,37
31055,200510,12
31109,200510,10
32003,200510,65
32031,200510,24
33011,200510,11
34003,200510,33
34005,200510,16
34007,200510,12
34013,200510,14
34017,200510,14
34023,200510,16
34025,200510,14
34027,200510,17
34029,200510,33
34031,200510,10
35001,200510,19
36005,200510,19
36013,200510,11
36029,200510,34
36047,200510,35
36055,200510,13
36059,200510,33
36061,200510,25
36067,200510,14
36071,200510,16
36081,200510,25
36091,200510,12
36103,200510,38
36119,200510,25
37021,200510,11
37067,200510,13
37071,200510,12
37081,200510,18
37119,200510,16
39017,200510,13
39023,200510,10
39025,200510,12
39035,200510,45
39049,200510,25
39061,200510,35
39089,200510,14
39093,200510,11
39095,200510,17
39099,200510,14
39113,200510,20
39151,200510,18
39153,200510,29
40109,200510,31
40143,200510,24
41047,200510,13
41051,200510,26
41067,200510,10
42003,200510,43
42007,200510,15
42017,200510,23
42029,200510,10
42041,200510,11
42045,200510,13
42049,200510,10
42071,200510,15
42077,200510,12
42079,200510,18
42091,200510,20
42095,200510,10
42101,200510,42
42129,200510,20
42133,200510,13
44007,200510,20
45007,200510,10
45019,200510,13
45083,200510,14
47037,200510,23
47065,200510,11
47093,200510,22
47157,200510,25
48029,200510,22
48113,200510,53
48121,200510,13
48141,200510,19
48167,200510,10
48201,200510,72
48245,200510,14
48339,200510,17
48439,200510,32
48453,200510,20
49035,200510,16
51059,200510,10
51810,200510,14
53011,200510,12
53033,200510,36
53035,200510,10
53053,200510,25
53061,200510,16
53063,200510,13
53077,200510,11
54039,200510,13
55025,200510,12
55059,200510,10
55079,200510,28
55105,200510,11
01073,200511,29
01097,200511,16
04013,200511,108
04015,200511,15
04019,200511,36
04025,200511,14
05119,200511,18
06001,200511,34
06007,200511,12
06013,200511,22
06019,200511,19
06023,200511,11
06029,200511,33
06033,200511,11
06037,200511,227
06053,200511,11
06059,200511,66
06061,200511,13
06065,200511,63
06067,200511,38
06071,200511,65
06073,200511,94
06075,200511,10
06077,200511,16
06081,200511,18
06085,200511,31
06089,200511,14
06097,200511,18
06107,200511,10
06111,200511,23
08005,200511,14
08031,200511,23
08041,200511,18
08059,200511,15
08077,200511,11
09001,200511,18
09003,200511,26
09009,200511,29
10003,200511,10
10005,200511,14
11001,200511,16
12009,200511,23
12011,200511,55
12015,200511,11
12031,200511,25
12033,200511,11
12053,200511,10
12057,200511,33
12069,200511,19
12071,200511,28
12081,200511,13
12083,200511,20
12086,200511,53
12095,200511,31
12097,200511,10
12099,200511,54
12101,200511,29
12103,200511,42
12105,200511,26
12107,200511,11
12111,200511,13
12115,200511,13
12117,200511,17
12127,200511,25
13051,200511,13
13067,200511,12
13089,200511,13
13121,200511,20
13135,200511,15
15003,200511,19
16001,200511,12
17031,200511,116
17043,200511,22
17089,200511,11
17163,200511,14
17197,200511,15
17201,200511,11
18003,200511,11
18089,200511,23
18095,200511,13
18097,200511,37
18163,200511,11
19061,200511,10
19113,200511,10
19153,200511,14
20091,200511,16
20173,200511,22
21111,200511,37
22017,200511,10
22033,200511,14
22051,200511,11
23031,200511,11
24005,200511,24
24033,200511,12
24510,200511,20
25001,200511,14
25005,200511,27
25009,200511,18
25013,200511,12
25017,200511,40
25021,200511,12
25023,200511,12
25025,200511,27
25027,200511,20
26049,200511,16
26065,200511,11
26081,200511,25
26099,200511,30
26125,200511,29
26161,200511,10
26163,200511,68
27053,200511,29
27123,200511,13
29021,200511,12
29047,200511,10
29095,200511,26
29097,200511,11
29189,200511,29
31055,200511,20
32003,200511,48
32031,200511,20
33011,200511,10
34001,200511,15
34003,200511,21
34005,200511,16
34007,200511,15
34013,200511,11
34015,200511,10
34017,200511,11
34023,200511,17
34025,200511,13
34029,200511,23
34039,200511,12
35001,200511,16
36001,200511,10
36005,200511,25
36007,200511,10
36013,200511,12
36029,200511,37
36047,200511,31
36055,200511,18
36059,200511,20
36061,200511,34
36065,200511,12
36067,200511,17
36071,200511,10
36081,200511,25
36093,200511,11
36103,200511,44
36111,200511,11
36119,200511,27
37021,200511,10
37067,200511,14
37071,200511,10
37081,200511,19
37119,200511,24
37183,200511,20
39017,200511,24
39025,200511,10
39035,200511,57
39049,200511,29
39061,200511,28
39095,200511,19
39113,200511,26
39151,200511,14
39153,200511,25
40109,200511,32
40143,200511,32
41005,200511,14
41029,200511,19
41039,200511,16
41047,200511,11
41051,200511,17
41067,200511,10
42003,200511,48
42011,200511,17
42017,200511,22
42043,200511,11
42045,200511,20
42051,200511,10
42071,200511,16
42077,200511,11
42079,200511,10
42085,200511,11
42091,200511,25
42101,200511,35
42107,200511,10
42129,200511,12
42133,200511,12
44007,200511,21
45003,200511,10
45019,200511,12
45045,200511,14
45051,200511,10
45083,200511,12
47065,200511,12
47093,200511,22
47157,200511,24
48029,200511,41
48037,200511,13
48039,200511,13
48113,200511,49
48121,200511,13
48141,200511,18
48181,200511,10
48201,200511,54
48245,200511,11
48339,200511,10
48439,200511,35
49035,200511,14
51059,200511,15
51087,200511,11
51700,200511,11
51770,200511,10
51810,200511,12
53011,200511,14
53033,200511,34
53035,200511,13
53053,200511,24
53061,200511,17
53063,200511,22
54039,200511,10
55025,200511,13
55079,200511,14
01073,200512,31
01089,200512,13
01097,200512,18
01127,200512,10
04013,200512,178
04015,200512,20
04019,200512,58
04021,200512,19
04025,200512,12
04027,200512,15
05119,200512,11
06001,200512,48
06007,200512,22
06013,200512,44
06017,200512,10
06019,200512,31
06029,200512,42
06037,200512,380
06047,200512,13
06053,200512,12
06059,200512,89
06061,200512,18
06065,200512,133
06067,200512,52
06071,200512,106
06073,200512,125
06075,200512,19
06077,200512,23
06079,200512,11
06081,200512,23
06083,200512,14
06085,200512,53
06087,200512,11
06089,200512,15
06095,200512,12
06097,200512,18
06099,200512,17
06103,200512,13
06107,200512,12
06111,200512,25
08001,200512,16
08005,200512,10
08013,200512,10
08031,200512,27
08041,200512,22
08059,200512,19
08101,200512,13
09001,200512,29
09003,200512,34
09009,200512,35
09011,200512,19
10001,200512,13
10003,200512,19
12005,200512,11
12009,200512,29
12011,200512,53
12015,200512,17
12019,200512,13
12031,200512,31
12033,200512,19
12053,200512,12
12057,200512,52
12069,200512,15
12071,200512,28
12083,200512,22
12086,200512,53
12095,200512,24
12099,200512,53
12101,200512,32
12103,200512,65
12105,200512,34
12111,200512,11
12115,200512,30
12127,200512,34
13067,200512,10
13089,200512,11
13121,200512,21
13135,200512,13
13215,200512,11
13245,200512,12
15003,200512,16
16001,200512,10
17031,200512,129
17043,200512,19
17097,200512,12
17119,200512,13
17143,200512,13
17163,200512,18
17197,200512,12
17201,200512,14
18003,200512,17
18089,200512,19
18097,200512,28
18141,200512,16
18163,200512,13
19153,200512,17
19163,200512,11
20091,200512,14
20173,200512,28
20177,200512,11
21111,200512,39
22017,200512,12
22033,200512,15
22051,200512,11
22103,200512,18
23005,200512,14
24003,200512,11
24005,200512,33
24031,200512,18
24033,200512,15
24510,200512,26
25005,200512,17
25009,200512,30
25013,200512,18
25017,200512,43
25021,200512,20
25023,200512,20
25025,200512,22
25027,200512,30
26049,200512,29
26081,200512,13
26099,200512,28
26125,200512,24
26145,200512,11
26161,200512,11
26163,200512,64
27053,200512,27
27123,200512,22
27137,200512,14
29095,200512,31
29097,200512,15
29099,200512,10
29189,200512,40
29510,200512,14
31055,200512,26
32003,200512,70
32031,200512,24
33011,200512,18
34003,200512,21
34005,200512,14
34007,200512,24
34013,200512,15
34015,200512,14
34017,200512,14
34023,200512,21
34025,200512,25
34027,200512,11
34029,200512,34
34031,200512,14
34039,200512,13
35001,200512,19
35013,200512,13
36001,200512,14
36005,200512,29
36007,200512,14
36029,200512,33
36047,200512,43
36055,200512,30
36059,200512,33
36061,200512,27
36065,200512,16
36067,200512,16
36071,200512,10
36081,200512,33
36083,200512,14
36085,200512,10
36089,200512,10
36103,200512,31
36119,200512,25
37021,200512,13
37051,200512,11
37071,200512,11
37081,200512,20
37119,200512,19
37183,200512,21
39017,200512,11
39025,200512,10
39029,200512,12
39035,200512,58
39049,200512,36
39057,200512,13
39061,200512,41
39089,200512,11
39093,200512,11
39095,200512,23
39099,200512,15
39113,200512,25
39151,200512,23
39153,200512,31
40027,200512,10
40109,200512,40
40143,200512,27
41005,200512,11
41029,200512,14
41039,200512,13
41047,200512,10
41051,200512,28
41067,200512,12
42003,200512,47
42011,200512,13
42017,200512,17
42029,200512,10
42045,200512,27
42049,200512,16
42069,200512,12
42071,200512,16
42079,200512,11
42091,200512,29
42095,200512,11
42101,200512,46
42107,200512,13
42129,200512,23
42133,200512,12
44007,200512,17
45007,200512,18
45019,200512,16
45045,200512,10
45079,200512,10
45083,200512,15
47037,200512,21
47065,200512,21
47093,200512,15
47157,200512,27
48029,200512,55
48039,200512,12
48085,200512,11
48113,200512,57
48135,200512,10
48141,200512,19
48167,200512,11
48181,200512,13
48201,200512,58
48215,200512,17
48245,200512,19
48303,200512,11
48339,200512,11
48355,200512,13
48439,200512,44
48453,200512,16
48485,200512,11
49035,200512,30
51059,200512,10
51087,200512,10
51810,200512,11
53011,200512,11
53015,200512,11
53033,200512,55
53053,200512,29
53061,200512,18
53063,200512,12
53067,200512,12
53077,200512,15
54039,200512,11
55025,200512,12
55079,200512,31
55133,200512,10
01015,200601,10
01055,200601,10
01073,200601,28
01089,200601,10
01097,200601,16
01101,200601,14
04013,200601,206
04015,200601,19
04019,200601,65
04021,200601,18
04025,200601,18
05119,200601,23
06001,200601,46
06007,200601,16
06013,200601,41
06019,200601,30
06029,200601,49
06037,200601,334
06047,200601,12
06053,200601,11
06055,200601,11
06059,200601,113
06061,200601,13
06065,200601,109
06067,200601,74
06071,200601,86
06073,200601,99
06075,200601,24
06077,200601,28
06079,200601,15
06081,200601,26
06083,200601,10
06085,200601,43
06087,200601,17
06089,200601,16
06095,200601,16
06097,200601,16
06099,200601,30
06107,200601,21
06111,200601,38
06113,200601,14
08001,200601,13
08005,200601,17
08031,200601,22
08041,200601,14
08059,200601,25
08077,200601,10
08101,200601,14
08123,200601,10
09001,200601,25
09003,200601,40
09009,200601,24
09011,200601,14
10003,200601,14
10005,200601,12
11001,200601,16
12005,200601,14
12009,200601,27
12011,200601,61
12015,200601,14
12017,200601,20
12019,200601,10
12021,200601,14
12031,200601,36
12033,200601,11
12053,200601,12
12057,200601,60
12069,200601,17
12071,200601,32
12081,200601,12
12083,200601,22
12086,200601,62
12095,200601,37
12097,200601,12
12099,200601,47
12101,200601,28
12103,200601,69
12105,200601,27
12111,200601,13
12115,200601,23
12117,200601,13
12127,200601,49
13063,200601,13
13067,200601,17
13089,200601,12
13121,200601,18
13135,200601,10
13215,200601,11
15003,200601,19
16001,200601,14
17031,200601,127
17043,200601,23
17089,200601,20
17097,200601,18
17119,200601,13
17161,200601,10
17163,200601,15
17167,200601,13
17195,200601,10
17197,200601,16
17201,200601,14
18003,200601,16
18081,200601,12
18089,200601,16
18097,200601,47
18141,200601,14
18163,200601,10
18177,200601,10
19113,200601,10
19153,200601,23
20091,200601,18
20173,200601,24
20177,200601,13
21111,200601,40
22017,200601,13
22033,200601,17
22051,200601,20
22103,200601,12
23005,200601,13
23011,200601,12
23019,200601,10
23031,200601,16
24003,200601,28
24005,200601,25
24031,200601,19
24510,200601,21
25001,200601,14
25005,200601,13
25009,200601,29
25013,200601,16
25017,200601,41
25021,200601,21
25023,200601,17
25025,200601,18
25027,200601,40
26025,200601,10
26049,200601,30
26077,200601,11
26081,200601,21
26099,200601,26
26121,200601,13
26125,200601,38
26163,200601,74
27053,200601,31
27123,200601,23
28047,200601,13
29021,200601,13
29047,200601,12
29077,200601,13
29095,200601,36
29189,200601,26
29510,200601,16
31055,200601,18
32003,200601,101
32031,200601,16
33011,200601,15
34001,200601,11
34003,200601,23
34005,200601,21
34007,200601,15
34013,200601,13
34015,200601,13
34017,200601,16
34021,200601,12
34023,200601,21
34025,200601,18
34027,200601,15
34029,200601,31
34031,200601,16
34039,200601,20
35001,200601,45
36001,200601,10
36005,200601,27
36013,200601,12
36027,200601,11
36029,200601,41
36045,200601,11
36047,200601,29
36055,200601,27
36059,200601,33
36061,200601,30
36063,200601,14
36067,200601,19
36071,200601,12
36081,200601,38
36085,200601,14
36089,200601,10
36103,200601,54
36119,200601,35
37021,200601,12
37067,200601,17
37071,200601,13
37081,200601,22
37097,200601,10
37101,200601,10
37119,200601,20
37183,200601,14
39017,200601,18
39023,200601,11
39025,200601,15
39035,200601,62
39049,200601,53
39061,200601,33
39085,200601,11
39093,200601,21
39095,200601,28
