mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2,rank_test_set_r2,n_features,features
331.66337034702303,6.0624744908851165,2.6551867723464966,0.16418702336197688,0.7,4e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 4e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.368889581208144,6.182903004712581,52,-0.04471699308675215,0.0005393343270131905,1,-0.20670578840469606,0.0019776823662598906,1,-0.5006776996441797,0.022494108833876373,1,0.7525263612470171,0.007257722698342652,1,0.752507297750811,0.0072529868721978395,1,0.752730269626193,25,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
358.68108413219454,9.279081867868692,2.608323645591736,0.4598348732852776,0.7,4.5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 4.5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.364903144990784,6.183825732226318,7,-0.044797850478847615,0.0005408022876276153,2,-0.20699455216495063,0.0019797104409998065,2,-0.5007189406115349,0.022502322936041923,2,0.7525061504754904,0.007259035207622035,2,0.7524870443283461,0.007254321135596128,2,0.75276709934143,22,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
332.6132471561432,4.668309691236017,2.598977518081665,0.2652107491262834,0.7,5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.36581554789459,6.183206776522134,11,-0.04487947344585113,0.0005402857594680073,3,-0.20729116638974415,0.0019774952965302293,3,-0.5007702272624245,0.02251507639675505,3,0.7524808381356629,0.0072636785084891405,3,0.7524618044289082,0.007258915256077707,3,0.7527397117211504,24,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
357.68808290958407,16.168651456163285,2.489084982872009,0.25936751290461224,0.7,5.5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 5.5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.368419393029647,6.183972856656432,44,-0.04495909036962059,0.0005418136393914916,4,-0.2075841468505546,0.0019838851171442157,4,-0.500778153665369,0.022497072848499177,4,0.7524766708776434,0.007260436022988195,4,0.7524575831199292,0.007255730969182386,4,0.7527127364754811,28,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
353.04368364810944,8.699168399896195,2.275807738304138,0.15439808205686753,0.7,6e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 6e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.36653758864704,6.183594953885462,17,-0.04504128215695813,0.0005420048562597374,5,-0.20787905493622474,0.001992983266100101,5,-0.5008286042200535,0.022475536806551177,6,0.7524516371677175,0.007246816630087196,6,0.7524325330784395,0.007242078776949497,6,0.7527214172663591,26,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
328.4076488018036,14.857957806357152,2.3116519689559936,0.20348860293487026,0.7,6.5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 6.5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.365530841254945,6.183529230217371,9,-0.045121910456314515,0.0005442063324808344,6,-0.2081738331695097,0.0019927689324628893,7,-0.5008203312778009,0.02251415577430484,5,0.7524559896487023,0.007267545436666863,5,0.7524368791655995,0.007262793761884755,5,0.7527173743917924,27,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
314.76952199935914,0.9588867404196585,2.20450439453125,0.1253378056069452,0.7,7e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 7e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.366240564647246,6.18447831831824,15,-0.0452027722345026,0.0005393708383756515,8,-0.20847158933256388,0.0019779372571322924,9,-0.5008907272208084,0.022509805053667932,7,0.752421213473383,0.007259634136887721,7,0.7524021715683579,0.0072548942161713694,7,0.7526659571857024,32,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
314.3080839395523,1.1127218119432978,2.1355414628982543,0.08032171950637444,0.7,7.5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 7.5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.369559639491428,6.184628982699483,59,-0.04528656273762878,0.0005392285995645218,10,-0.20878350998708473,0.001971515635813016,11,-0.5009057706272,0.02252457354141571,8,0.7524138045935045,0.007268125172890923,8,0.7523947976711433,0.007263311920957785,8,0.7526408862554521,34,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
317.1605877161026,5.716937290203885,2.1182893753051757,0.09359574177245555,0.7,8e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 8e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.36682238370982,6.186983039888911,22,-0.045365130838361675,0.0005410023254420077,12,-0.2090675233910031,0.001984787591695712,13,-0.5009267416420892,0.022537164820498636,9,0.7524034920301075,0.007276345720123555,9,0.752384466766366,0.007271501683545095,9,0.7526292242477215,35,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
315.22405831813813,24.79922098849552,2.1220956087112426,0.21924706177341266,0.7,8.5e-07,3,8,140,"{'max_samples': 0.7, 'min_impurity_decrease': 8.5e-07, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 140}",-27.364783185365383,6.184421635685347,6,-0.04544773886989277,0.0005398975956776649,14,-0.20937262588798836,0.001987882984864656,15,-0.500965197691622,0.022531304725851176,10,0.7523843389121393,0.007275314219400142,10,0.7523653438930566,0.007270595580207482,10,0.7526289055013242,36,6.0,"['STATEFP', 'NPP_g_m-2_1m_lag', 'month', 'months_from_start', 'popuDensity_ALAND_km2', 'GEOID']"
