mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2,rank_test_set_r2,n_features,features
117.80436296463013,1.003742463724548,2.1885453939437864,0.12899330330968525,0.1,2,4,140,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 140}",-0.3364594366290544,0.0045001790408750264,1,-0.6059975864679623,0.038545115228906184,1,0.7027609860641213,0.01264847686731966,1,0.7026669762751154,0.012612247591086402,1,0.7023106084633502,1,12.0,"['popuDensity_ALAND_km2', 'month', 'temp_F', 'median_inc', 'year', 'PDSI', 'GEOID', 'STATEFP', 'Rh_g_m-2', 'SP01', 'months_from_start', 'AQI']"
