name,importance
STATEFP,0.2766744110487986
month,0.19175391601521416
months_from_start,0.11070976788908136
popuDensity_ALAND_km2,0.09887415947871336
temp_F,0.069721434561535
Rh_g_m-2,0.047575598150934276
SP01,0.04595047401537436
median_inc,0.04538109316696168
PDSI,0.04363111239193235
AQI,0.03773249300891502
year,0.031995540272539924
