mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2,rank_test_set_r2,n_features,features
103.66633965969086,1.584455910224627,2.1823630809783934,0.16680451638277038,0.1,2,4,140,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 140}",-0.333060976531241,0.004290841763354535,1,-0.6080390875149815,0.03823551355230835,1,0.7017596819792479,0.012486462614085278,1,0.7016600927519031,0.012447345022225964,1,0.7018283605848092,1,11.0,"['popuDensity_ALAND_km2', 'month', 'temp_F', 'median_inc', 'year', 'PDSI', 'STATEFP', 'Rh_g_m-2', 'SP01', 'months_from_start', 'AQI']"
