GEOID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
27067,41006,40419,41042,41821,43233,45357,47209,46136,50632,46519,44926,49543,48993,53290,57405,52597,53034,59816,60579,64129
27069,35221,33521,33868,36476,36036,38089,41713,39591,43387,45404,43980,45740,44299,48458,50372,55545,50012,52327,54438,62762
27071,37601,36748,37470,38672,39606,38652,39963,41964,39130,40431,41695,42771,43762,44817,44113,46807,49393,48942,46281,52545
27073,34787,34104,34775,34398,37510,38041,39331,40293,43335,44782,44852,49670,50963,46805,48245,50764,49669,53046,52445,56825
27075,41051,40121,41897,43755,45400,43250,45011,46506,49698,48698,47499,48683,49369,50875,52381,53093,62746,55622,61015,61082
27077,34562,33078,33476,35498,37324,37403,39846,40436,40435,40118,39391,39777,41084,42644,44727,46128,47584,49828,52058,56244
27079,47569,46724,47818,48239,48655,51965,52695,55984,56755,53213,55946,54468,58326,60190,61665,62672,63451,69581,67269,75519
27081,33230,32604,32392,33516,35554,35083,38548,38112,43000,41263,43358,43996,43959,48205,48449,52164,46405,51278,51305,55328
27083,40887,40476,40798,41281,42830,42124,45022,47244,45984,46783,49218,50031,48753,51011,53552,55051,52989,55255,57690,63849
27085,47732,47018,47286,47749,49249,49846,52018,57355,55981,53315,53426,52120,54231,54971,60114,60549,58393,61822,61959,64380
27087,30450,28488,28466,30264,29645,31903,34425,35104,34493,33834,35978,37593,37754,39706,39926,40849,41640,43591,43162,46702
27089,37071,36628,38097,41978,40054,39693,43155,45145,45780,46242,47504,47760,52791,53692,54433,55889,54651,56330,58105,59793
27091,37054,36252,37357,38714,40593,40281,41937,42997,44101,40389,47910,44597,47212,51118,52042,48478,48326,53805,50821,54602
27093,42274,41722,42733,43403,45519,48314,47479,49309,51608,51811,49784,51299,50174,55327,54354,58607,61374,56068,66557,63812
27095,37969,36969,38274,39592,41527,43037,42839,43616,46215,43128,41944,43155,45101,48978,48434,50633,53407,53273,53289,59262
27097,37748,37281,37949,38954,41016,43712,47144,45706,45660,44908,42898,44928,48387,48716,50685,54245,51422,55709,57471,61847
27099,38194,37300,37859,38979,40712,42707,41600,44721,47253,44234,43122,46860,46315,50479,47537,50878,53302,55772,53387,55276
27101,36835,36276,36449,37834,40232,40622,44890,44359,45601,44737,50262,52281,50353,53300,52219,50378,52373,60682,59938,61007
27103,47699,46622,46450,46406,49593,51330,51515,58959,55535,57122,58065,55360,58882,58620,61279,58839,66868,66944,66209,71067
27105,36919,36451,36833,38315,39896,39354,40417,42072,45499,44233,44777,44945,47713,50936,50684,50100,56069,49935,55766,57300
27107,34810,33881,33237,36013,35955,35158,38071,38124,41496,43976,41375,44576,45043,45276,51597,50775,49572,50481,48799,53961
27109,53749,53488,55025,56808,58044,58034,61068,60683,66993,64050,61362,66997,64385,65829,69430,70063,72511,77110,76001,80631
27111,36710,35831,36162,37492,39114,40446,40374,40721,42873,42011,44096,47879,50645,48157,51510,55357,51252,53033,53778,59901
27113,36100,35236,35516,37231,38621,40655,39891,41785,47614,41027,43256,41986,46483,47300,50905,51341,52724,56015,57494,55870
27115,37161,36410,37340,37817,39663,41232,41458,43809,44945,39309,42035,42447,45943,43026,42157,46332,50962,52226,50387,55684
27117,34324,34504,35633,36893,38576,37440,38594,36411,41421,41306,44880,43726,47143,47613,47164,51939,51050,50784,55378,55405
27119,36511,35503,35935,37438,38702,39622,41780,43188,44323,43731,46500,49978,47679,52706,50175,54270,50893,54717,60180,60582
27121,36802,36583,37035,38627,40473,40643,41835,43090,47055,48844,45149,47165,50692,55404,51343,53267,58892,59903,60975,59442
27123,47003,46343,46327,46684,47607,49873,50813,51803,52762,48008,50224,51719,53707,56293,55070,57299,60287,61924,62937,68652
27125,34125,33349,33651,35879,36363,35857,39869,40008,42772,41510,44964,44658,45228,45019,48188,52244,50625,51785,54412,58384
27127,39182,38243,38266,38387,40920,43281,41182,46177,45184,46550,46906,47858,48775,50453,49934,48520,54918,53985,56760,60097
27129,39581,38750,39437,39412,41631,44057,41659,45115,46427,46909,49896,49153,50502,53823,54386,56835,56724,54758,59787,59110
27131,48566,47679,48381,49404,51111,52497,55311,55431,58623,55681,55905,56781,59332,58644,60317,59863,67726,65011,67024,72438
27133,39749,39183,39245,40121,42035,42542,44413,45382,48104,48136,44751,49920,51766,54045,55352,55462,57518,60041,63503,63451
27135,41996,41659,41899,44330,45174,45639,49493,48376,49718,46846,47212,48344,53261,51576,53838,54416,55879,58742,60239,62924
27137,38704,37742,38639,39492,41233,40054,42873,42698,43954,43434,42087,44475,46601,46022,49714,50141,50156,53013,53833,60228
27139,70149,70391,72605,74077,76072,78108,79648,79213,80835,84128,78307,81586,86324,85481,91688,92898,91046,99685,101427,108718
27141,59386,59406,61750,62349,64650,63181,68075,67634,70212,71728,69699,68646,69865,74915,76512,79495,83304,87094,81850,95323
27143,42051,41073,41537,41932,45278,46742,50854,49918,52370,49091,47048,53047,53732,56007,59893,57052,60978,59378,66209,66757
27145,44764,44062,45023,45757,47032,47024,48822,51489,52040,48383,50195,52053,53986,56705,55832,55244,57881,63017,60843,66449
27147,47956,47400,47986,48720,51066,51296,52490,53333,56435,57980,51069,54971,56940,53932,57850,60970,60619,60143,65323,68603
27149,39229,38044,38356,39575,41879,42916,43309,44888,49847,53889,48885,46892,50832,56140,55292,54323,58179,59406,61929,59045
27151,36130,35328,35248,35656,37673,38277,39761,40499,43628,44451,43357,46209,48660,52083,51032,47130,50954,53561,51552,60127
27153,33332,32394,32893,33744,35369,37095,39662,39655,42325,41643,40183,41290,46765,43974,43287,48840,46255,49962,58113,51746
27155,32739,32040,32889,33285,34506,32883,34759,42342,37651,39389,41666,45815,45907,50451,49536,46764,50416,50692,49773,57602
27157,43772,43516,44307,45126,47171,52140,51230,49886,51870,49517,51702,53899,55686,52617,58752,57873,63115,63374,63633,63435
27159,32330,30995,31277,32261,34615,33769,34542,35728,35569,35952,36412,36097,37577,39805,41909,45597,40963,45716,46312,50663
27161,43489,42793,43028,43650,45683,46085,47232,49108,50589,51100,50149,52660,52927,53448,54183,54495,53383,59246,58335,63907
27163,69625,69880,71148,72210,74676,73976,76563,78113,79670,75421,77591,77069,80647,81052,84113,88329,90755,92582,95840,100857
27165,36304,35709,35694,37096,39182,39187,40401,43502,43729,43714,43699,46565,47115,48064,48658,48044,49482,50678,51962,57290
27167,40175,39041,39718,41809,43741,44460,43055,45030,51743,49747,48611,50004,51940,52849,54536,56583,54373,58118,61387,69890
27169,39755,38859,38714,39647,41429,40686,41788,44485,45155,42751,42113,46028,49753,49636,49365,54367,56499,55577,56076,64219
27171,56064,56027,58023,60326,63448,60018,62311,67391,66825,67171,66714,68387,72216,71999,76489,76407,76256,80805,87377,91374
27173,36473,35199,35401,36299,39279,38613,41287,44602,46381,46226,46595,46586,53266,50311,51028,51569,55690,53596,56528,61074
28001,25953,25154,25089,25381,25143,27232,26917,28849,29830,29050,28587,26722,29940,31385,32327,32673,32956,31044,33392,34583
28003,30190,29150,29305,30158,30820,31105,32701,34807,32119,33486,33299,31496,35583,33467,35180,41383,38675,39528,40010,43496
28005,26984,26551,26838,27609,27769,28549,28727,31557,31767,31019,31799,32824,32724,33571,30668,37085,34986,35422,38092,41575
28007,25581,24711,26003,26544,26624,28757,28326,29289,29786,29794,29317,30108,33679,31644,32521,32988,31722,35158,36761,36905
28009,24769,23991,24567,25571,26077,26114,27780,29880,28723,30149,27586,27834,29037,30198,30665,32467,36400,35797,35184,37875
28011,24106,23301,22784,23825,24258,24881,25200,26228,28779,27001,28984,28802,28832,29622,29297,30311,29633,34216,33116,30309
28013,28269,27140,27004,27935,29005,26098,30318,28855,31181,29694,30281,32453,31353,32656,33141,33906,34417,35886,39176,38648
28015,29718,29364,29482,30728,30407,31381,32444,30903,35106,34495,34436,34876,36906,37283,38219,39439,39622,40798,42588,44885
28017,27529,26448,26792,28030,28187,28866,29692,30849,30187,29991,31702,30524,31601,32525,31616,31937,34611,37231,37429,37533
28019,26932,25688,25994,26707,28015,29598,30152,31924,31771,30928,31632,31177,32814,32922,34548,35370,36194,37561,38479,41146
28021,23314,22062,22243,22892,22831,23655,25163,26621,27876,23923,22750,22802,26152,25438,26083,26959,29266,28518,29631,31221
28023,27759,27161,27260,27340,28099,31184,26532,30833,33264,32093,31999,32875,33749,34141,34910,38362,37814,38840,41495,42826
28025,28330,27387,27308,27912,28315,28191,30351,31981,33205,30122,30777,30243,30057,30935,33939,32360,34408,36044,38121,33653
28027,23180,22696,22539,23416,23560,23728,25184,26452,28320,24815,25719,27349,25662,27500,28647,25948,26815,28921,29380,30242
28029,27139,26320,26346,27075,28315,29005,30481,32223,33699,31632,31275,31971,31147,32060,35314,34723,34450,39107,38664,42299
28031,26908,26312,26365,27632,28233,28862,30166,32785,31639,31178,32900,31655,32932,32999,31835,36206,33348,39644,36083,42076
28033,49479,49047,49968,51952,53055,51995,53675,58581,60117,55160,58979,54495,55011,59043,58479,60610,64138,66125,68126,67450
28035,29861,28596,28521,29411,28649,29564,30925,32589,33693,33909,32555,33203,32210,34391,36808,35198,36709,39394,39061,40224
28037,25763,25067,25212,26312,27883,29519,29666,31288,32406,32044,32375,33979,31287,35963,36544,36391,37533,38370,39508,41420
28039,35739,34425,34913,36469,36341,39753,40338,42581,43666,43043,43487,42596,46194,43597,44811,48212,50705,51185,47246,51858
28041,28643,27833,27705,28784,29643,30882,32467,35196,36547,35693,37348,37362,37234,38192,39615,42699,39559,44337,42022,48641
28043,28672,27706,28061,29099,30018,30076,31545,31657,32835,32403,32715,32543,32677,31703,33650,35163,37419,38827,39633,40561
28045,35841,34806,35098,36058,36285,37564,40400,38192,43491,42740,42255,39996,41308,43870,46288,45911,45369,45535,49843,50401
28047,35564,34187,33780,35062,35576,38447,41935,40803,44463,42337,41522,39046,40782,41657,41010,42370,42988,46709,45355,49619
28049,34399,33523,33309,34115,34405,35433,35925,38162,38826,36751,37265,35014,34786,34826,38454,39158,42903,44076,44776,44773
28051,18051,17366,17513,19128,20295,20916,19996,22700,23369,21617,22536,22623,22535,22674,22640,24065,22045,24783,26449,26348
28053,21171,20371,19259,20193,20682,21309,21434,22433,24091,21926,24205,23169,22945,22599,25562,25625,25506,26489,28542,28464
28055,20194,19592,17862,19893,21038,22629,20739,24724,26522,24850,27124,27683,28886,31254,37096,28859,26957,28075,26936,30944
28057,32545,31963,32988,34403,35206,35028,36759,37891,38063,35807,37134,37848,36308,39927,38366,39296,40644,45718,45720,49214
28059,38608,37710,37336,39455,40418,41605,42632,43411,51034,48197,45766,47672,45993,47813,48018,46339,53288,49699,51771,53414
28061,25396,24841,25030,25871,26534,28479,27837,30351,30950,29822,32501,30574,31861,33606,35019,35092,34806,35916,36987,40923
28063,19181,18678,18700,19836,20978,21203,22234,23761,24352,23335,24671,23420,24437,26401,26408,26405,26731,27925,28024,30871
28065,22556,21760,21277,22027,22426,23782,24541,26133,26590,25955,27988,27808,27098,27754,28271,28845,30815,28043,31739,32077
28067,29314,28491,28495,29282,30112,30814,32463,34279,36080,34023,35696,37030,35322,36204,37367,36413,40283,39459,42435,41733
28069,24596,23899,24190,24763,24793,26240,26215,27789,28549,27069,27711,27601,29162,30849,33015,30381,31018,32026,33437,33472
28071,29757,29190,29857,31338,32314,32458,34969,38910,37732,41554,38725,39853,40696,40749,40797,43435,42287,47899,49381,54034
28073,37709,37308,37948,39520,41056,42732,45117,47134,48826,49407,49742,49250,48057,51337,51389,53205,57419,57125,58377,62606
28075,31194,30339,30629,31597,32125,32292,32796,32778,36822,33534,34199,36420,35874,35038,38869,38334,40949,43538,40077,41604
28077,29309,29044,28636,30242,30950,31964,32300,34189,33123,34818,36844,35396,35342,36317,38471,39460,42291,38446,40510,43668
28079,27207,26573,26379,27646,28734,28620,30931,32364,31525,30509,31672,33007,30062,34099,32239,35804,35644,36031,37212,41007
28081,36911,35988,36308,37057,37235,37073,36285,42473,39970,38390,41026,40983,41371,43221,43374,43098,43834,51559,51088,50803
28083,22285,21345,21087,21943,22709,22640,23618,24568,23614,24821,26037,24839,25075,24704,26439,26520,27573,25569,29244,29687
28085,28877,28296,28865,30353,30667,31441,34577,36726,34050,38194,35523,36112,35653,33632,36118,40627,39701,40898,43478,45062
28087,32502,31594,31354,31899,32631,34577,38583,35016,36069,36143,35774,38605,36626,38839,39937,41880,44142,42277,44348,49251
28089,46400,45896,46202,49648,50321,51826,56353,59278,62129,55490,57089,55692,60387,64657,66671,67482,65870,69820,75740,70824
28091,25724,25321,25396,26576,27692,27914,28440,30948,31967,30986,31026,31368,31334,32628,33428,34742,33416,28967,36408,38402
28093,29295,28391,28621,29673,31063,30896,34134,32660,34675,33808,35443,32943,33423,36728,37554,38006,37561,38498,40285,43107
28095,31365,30394,30200,30958,32174,31527,34343,35083,34251,33597,34468,34735,36089,36264,36810,38893,38208,40371,44681,42464
28097,25948,25174,25098,25959,27622,28349,29112,30750,31456,28796,30197,31249,29863,30128,31963,34264,34946,36182,36311,38475
28099,28648,28312,28578,30533,30853,31428,31700,31036,35410,35871,34698,34658,34881,34719,37686,38068,37195,38728,36236,41795
28101,30001,28590,28622,30062,30973,31869,31948,35076,34768,34715,34123,34269,33333,36904,35185,36991,37468,39898,40792,42962
28103,22848,21952,21740,22163,22917,23971,24600,24425,25668,24065,24699,21929,26021,26459,28730,28041,29330,30130,32167,32916
28105,27190,26437,26416,27691,28263,28370,30841,31688,32031,29875,33008,31937,32132,33594,34429,38011,36105,39387,39130,41631
28107,27282,26698,26680,27953,28541,29917,31769,32514,34866,30488,32377,32764,33489,33129,34526,35517,35570,35927,39198,40655
28109,31197,30293,30786,32160,32548,34464,34287,37380,39312,38363,39424,38276,36001,41706,38465,43420,43654,47757,45268,45874
28111,28141,27544,28123,28994,29830,29949,31598,35160,36027,33263,34470,34766,33667,34771,32459,37777,38064,38997,39687,43106
28113,25485,24645,24526,25518,26173,26647,26853,27245,30697,30968,29601,31142,32196,30835,30078,31976,32485,32525,33983,35044
28115,33204,32326,32765,33888,35447,34467,37718,38163,38518,37283,37493,38348,39710,40245,40198,39977,41455,45396,44297,48910
28117,29047,28169,28816,29849,30743,31761,30614,32781,34111,31955,33940,32927,33705,34219,34794,38550,36558,36654,41281,43465
28119,21086,20552,19850,21217,22183,22614,24054,24680,25407,22625,25507,24786,24117,26100,26204,26467,26210,26740,27767,29318
28121,45021,44253,44964,46621,47580,49147,50121,53561,55530,52648,51007,59890,56101,55838,58368,58426,62284,65504,66296,67284
28123,27052,26613,26273,27466,28180,29095,29724,32297,31632,29565,32711,32004,32989,31850,32049,34469,34452,37201,38034,41532
28125,21825,21154,20353,22386,23632,24297,24546,25470,26217,25951,24987,26439,26139,27380,27877,27589,27880,28842,28887,31138
28127,28195,27282,27169,28178,29930,30501,32925,32687,34508,35258,34843,32348,34538,35039,34338,37742,39568,38385,38173,47664
28129,30531,29675,28237,29306,31732,33784,36131,35037,35318,34698,36912,36311,34678,36581,38975,40637,38521,42517,46764,46296
28131,30230,29409,29955,32125,33254,34302,35334,39842,39735,38046,37975,39113,41097,40294,41136,42295,41884,44159,44622,47187
28133,24598,23290,21963,22527,23019,25225,23766,26565,28266,24880,26921,26788,25272,28562,29227,28184,29529,29704,31329,32948
28135,22585,22013,21635,23111,24233,23542,25107,26202,27493,26837,27352,27789,27121,29780,28456,29474,29233,30998,32692,31915
28137,35618,34812,35034,36210,37072,37989,39480,40478,41721,38672,41465,42201,40811,40624,40975,43376,45643,47296,48082,50188
28139,30294,29310,29566,30534,31748,31259,28843,31716,36739,32866,33223,33701,34142,35908,37026,38297,38571,39695,39833,44696
28141,29358,28497,28822,29643,30476,31480,29916,33123,33674,30369,33775,33494,34223,35891,35550,37740,37909,35031,41455,43341
28143,24819,24571,24622,26230,26413,26370,27139,29894,30640,29249,29808,29631,30200,30033,30689,30970,30241,31492,33143,33993
28145,33577,32546,32886,33936,34830,35551,35523,37802,37499,38289,37403,36925,40337,40148,37667,42120,44880,46979,46600,49320
28147,23506,22977,22636,23620,24723,28322,26430,28991,30752,27777,30278,28707,28920,30289,31607,31202,32016,32078,33566,35465
28149,35383,34764,34699,35569,35932,34641,39412,40263,39825,39986,37578,38874,38911,41883,40397,40465,41162,44227,46049,46606
28151,25969,24621,24157,24813,25455,25155,27319,28678,27452,27258,25559,29287,28444,28948,30292,27539,30187,30865,33991,31018
28153,26555,25813,25580,26692,28084,27716,29592,32078,33145,32002,32355,32817,33140,31688,35425,35989,35545,36339,37401,39036
28155,29206,28211,27552,28259,29781,30674,30520,33602,33014,32136,32798,32935,35278,34930,34073,40214,39192,39479,43349,46110
28157,20045,19847,20433,21321,21771,21904,22853,24509,26759,26180,27622,26738,26894,26373,27596,28535,26390,27962,29900,32612
28159,28844,27403,26859,27884,29227,28784,30973,33633,33002,31963,31021,31826,32128,30961,34403,35216,36091,36305,39498,37596
28161,27185,26432,27081,28414,28981,29222,30547,31485,31094,30840,31644,32022,32164,32660,34494,36062,35312,36834,39551,40515
28163,24903,24079,23818,24978,25887,26595,27657,29461,30087,27162,28474,28449,28499,28757,30313,34218,31773,33051,33111,34817
29001,28683,27962,28101,28651,28630,30022,29942,31676,33471,31531,32015,33639,32870,35282,35425,40222,36819,38784,40395,43044
29003,42209,42152,42626,43337,44625,46351,47497,48354,54491,52715,53150,54994,55638,54185,56309,58675,53356,60759,57459,62823
29005,32550,31943,31050,33091,34820,36183,35930,38114,40895,41035,43587,43322,45187,43215,45997,46339,45966,49469,49122,50516
29007,33602,32671,32442,32681,33712,35514,34999,37945,38944,38379,40899,39554,38570,41164,41302,42480,42463,44212,44340,45609
29009,30127,29419,29465,30767,31078,32479,33386,34749,38692,36023,34838,36546,34712,36573,38139,37467,38060,40765,42457,47155
29011,30810,30495,30736,32297,32587,39811,35207,35845,36158,35709,36851,36076,37460,37723,37581,39633,40349,41796,41583,46397
29013,32010,32114,32942,34163,35027,36162,38950,37981,36904,38926,39265,40376,39382,38586,41462,45887,42133,45392,45955,48442
29015,27345,26428,27134,28074,29056,29449,31069,31140,32255,30924,30920,36255,32409,32563,33236,34156,36413,39588,40025,42144
29017,30987,30303,30871,32387,33573,34539,34330,35372,35946,35560,36972,38565,37664,37627,39033,41623,40935,43611,44233,45868
29019,40040,39130,39254,40084,41417,40493,42405,44936,47434,46439,42202,46769,45885,49118,50305,50865,52824,52179,55136,58029
29021,35239,34702,34844,35762,36748,36230,40356,39638,42269,41188,41210,42031,41774,43461,45431,48294,47517,46516,52506,49216
29023,28105,27225,27541,29012,29595,33180,30974,32364,32363,31920,32919,33480,34414,35381,35774,35509,35494,39642,38067,41327
29025,33070,32958,33757,34813,35216,34884,37879,37973,39417,39335,39216,44206,40814,41546,43111,44470,44952,44252,47591,52872
29027,39482,38616,38651,39370,40242,44974,43605,45255,49852,47214,47098,45968,44391,45573,49384,50514,53186,53317,53970,58720
29029,36004,35274,35343,36833,37821,38053,39289,42191,43720,41757,42955,40370,41858,41314,44410,49393,47373,51489,48580,51460
29031,38282,37535,37875,38991,40024,39912,40859,45262,45534,44416,44569,41755,45979,44248,47705,49615,50227,51955,51962,57618
29033,31789,31330,31318,32438,33140,33075,33974,36209,40555,40912,39071,40035,41139,41279,39017,43638,44581,45404,47049,50628
29035,23913,23513,23934,25314,27113,25932,27159,26947,26956,27885,28524,27878,29156,30017,32170,32269,33283,33793,34134,36383
29037,50737,50113,50798,51711,53032,55443,55532,61025,61922,59226,57368,54969,56402,63031,60970,62996,64422,65839,71374,73882
29039,27189,26393,26524,27717,28199,29261,30285,32229,32014,30699,31542,30536,32077,30816,33631,37654,35998,37958,37288,38427
29041,33131,32508,32838,33734,34315,34943,36553,37754,38455,39819,39800,41409,41066,40352,43049,46230,44229,44587,48421,50589
29043,40254,39814,40873,42643,43231,45328,44179,47431,53268,51476,48041,50426,52413,51394,51831,54044,54273,58931,58057,63400
29045,31080,30477,30719,32458,33301,35007,33149,35538,37870,35713,36809,38597,38650,39712,43298,43225,43975,43130,46832,46001
29047,50583,50430,52169,53657,54021,53998,53951,58287,58803,57983,55835,59039,58151,60641,61598,65106,65973,67666,68943,70705
29049,43543,42813,43478,44539,46455,45337,49632,49390,51537,51082,51846,49202,55392,52461,51221,59655,58371,57807,58641,64541
29051,44652,44421,45008,46892,47715,47476,48862,49033,55684,52468,52835,54396,51555,52023,51885,56393,55767,55315,62817,61847
29053,35823,34757,35119,36023,37327,39548,35201,42073,42929,41557,41925,42482,42857,44397,42166,46632,47187,48851,52513,56957
29055,31434,30802,31410,32375,32998,33342,35824,34155,34832,34672,34555,38215,34840,37299,37379,38491,41139,39306,42774,48315
29057,30357,29716,29954,31295,32083,32753,31973,33653,32856,33216,33452,33754,34416,36720,37173,38516,37884,39127,41381,42421
29059,28478,27657,28097,29237,29810,29763,32903,32713,34600,33066,37589,33535,33997,37540,34987,37780,36178,38685,38765,42389
29061,32135,31749,31552,32518,34360,33940,35534,35677,38866,37570,38279,38820,39549,38332,41610,43135,43519,45342,51255,48197
29063,32159,30793,30660,31850,34033,36611,37230,44823,41592,38950,41804,41264,42004,44286,42174,44429,46835,48060,48920,53997
29065,27649,26939,27134,27811,28739,29380,31725,32648,34482,31240,34327,34288,33413,34761,34411,36808,38722,35445,39392,45540
29067,26328,25556,25318,26804,27452,28692,28541,30173,29051,32936,29830,30071,30550,31289,31805,32979,33121,34265,36762,39773
29069,25919,25197,25292,27198,27738,27568,28575,30615,28650,28838,29372,32018,29976,32050,31486,31920,33237,33721,37331,38880
29071,44866,44122,44421,45501,46384,46736,45788,50717,49064,49034,47530,47663,45061,51138,51978,50438,55496,55937,58738,61428
29073,35898,35272,35411,36058,37165,37995,40340,40166,38468,39771,39688,39751,40723,41270,44065,47717,48593,48711,52282,53751
29075,29946,29434,29439,30722,32045,32529,32679,35656,34953,35889,35755,37314,38661,39265,39444,43811,42402,43182,43731,53663
29077,35548,34981,35171,36046,36887,36764,39469,41133,43635,37986,38059,40423,40570,38525,40386,43885,42802,45608,44799,45313
29079,29214,28188,28722,28852,29788,31760,31245,32596,35381,35543,35017,35002,35256,37172,37911,38763,40303,40305,40315,44323
29081,29413,28380,28373,29065,30638,30660,32430,33549,34294,33070,34324,35626,37053,36229,37486,38005,39021,40139,40639,43016
29083,31862,31306,31911,32855,33933,34594,34948,34908,35939,36332,37016,38410,41189,39666,39232,42455,42607,43615,44978,46995
29085,25545,24622,24788,25851,26287,28220,27869,28840,28988,27397,27957,30049,30163,30040,33707,31320,33649,35170,35025,32934
29087,30707,30226,30159,31652,32768,32146,36052,35835,36432,38530,39141,41054,40036,41213,41652,42845,42240,46560,47191,47429
29089,32086,31615,31463,31938,33518,33999,36607,40483,40527,39090,39383,42733,37742,41356,44188,44634,48518,45858,45767,49923
29091,26879,26249,26747,27815,28864,27653,30503,31758,33249,31135,33211,31645,32492,31665,32662,36604,36323,35483,36762,40177
29093,26953,26304,26492,27605,28582,28702,30442,30490,29219,31608,33059,32173,34913,32994,33091,33415,34133,35682,37755,39292
29095,42123,41128,41833,42167,42351,43284,44187,44356,47284,45798,44620,44508,44634,46802,46185,48364,50822,52585,55864,57907
29097,32410,31480,31517,32487,32923,33231,34308,37055,38085,38184,37565,39359,37743,40530,40047,43724,44699,46611,46596,46021
29099,47761,47652,48572,49903,51135,51077,53419,56755,57897,53939,52841,51008,53013,55305,58976,58747,61508,62334,65150,68779
29101,36656,36043,36836,37791,38845,40927,41308,44191,47093,40028,43327,48483,44742,45011,49949,44109,50257,54417,52151,58396
29103,28039,27857,27285,29281,29781,30466,30281,35168,31193,30963,33076,33381,33164,34894,37581,40356,36770,36866,39309,41755
29105,30816,29915,30367,31551,32656,31887,34035,37282,35325,35807,35688,37442,36670,36632,36895,40741,40885,45267,44562,43969
29107,38658,38405,38741,38886,40384,42843,43728,43739,46394,45921,45621,47604,46765,46878,48128,50325,52065,51745,53389,62264
29109,31683,31010,31071,31941,33568,35952,34949,36903,36966,37149,38800,41128,35385,38724,39908,41619,41934,42856,45074,45746
29111,31683,31168,31499,32755,33888,35742,36664,36970,39295,37721,36501,40795,41204,41187,41891,45592,43813,46517,48179,40782
29113,43854,43282,44521,46968,48182,49277,50425,54938,54740,50795,50307,50523,53542,54144,53804,54584,56833,67986,62238,69178
29115,29564,28997,29092,29924,30976,31765,33549,33485,35602,34260,35323,35697,36602,37773,37597,39618,41176,42331,44992,45774
29117,33607,32836,33048,32894,34000,33994,37063,37266,39444,38099,39821,37956,39399,38839,47937,40808,41759,45448,48749,49065
29119,27800,27578,27456,28480,28919,30504,31916,33445,35298,32866,33352,34497,32618,35915,34863,37939,37594,38468,40204,39615
29121,31336,30733,31452,32516,33620,32874,33302,35480,36576,36336,37130,36969,36801,38110,35345,41080,40603,40037,45440,45717
29123,26892,26235,27018,28158,29131,30079,29974,31312,31590,31825,33841,32734,33280,33631,35363,35745,36909,38206,40191,43919
29125,31749,31296,31477,32829,33260,35070,33919,36693,38515,37850,38877,38568,41258,40404,40165,43970,43192,44366,46371,49712
29127,33138,32260,32670,33723,34455,34761,34336,37592,40183,38778,39975,36120,40726,40981,42088,41297,45187,45064,49393,50803
29129,30459,29959,28722,28670,32318,31790,33600,34133,36736,34597,35184,35483,38007,38726,38023,43244,42239,42048,46014,44343
29131,31160,30307,30426,31343,32706,34858,35880,36501,36069,34007,34266,35573,36070,36552,37360,40077,41274,42042,47225,49252
29133,24548,23533,23620,25282,26015,27043,26874,27670,27706,29009,30252,29533,28412,31421,30661,33283,32388,34185,34735,36802
29135,36952,36470,36016,36829,38839,41226,40413,43726,51942,44603,44475,43931,42684,46123,47158,50525,50241,49452,57047,57321
29137,32610,32089,32345,32791,34793,34557,37088,36474,39606,37859,36950,40176,39286,38940,41376,44048,41630,42299,46216,48399
29139,33705,33154,33440,34751,35811,35093,36853,40298,39365,40878,38145,38722,39493,39750,42105,41470,42701,47044,48951,50282
29141,30541,29483,29589,31109,32676,32986,34197,36367,35533,35197,34374,34885,33618,32761,36867,39219,38412,41908,45276,44473
29143,27967,27111,27209,28984,29676,28956,30940,32039,32196,34332,32921,35522,34544,34927,34631,36386,33037,38542,38093,42115
29145,35415,34884,34652,35215,36378,37970,38866,40999,41822,39648,40955,41722,41623,41440,45448,46125,46170,49161,49220,53251
29147,33529,32846,32953,34075,35436,35618,36660,38460,41135,36677,39823,38478,40296,41952,42956,44119,44923,44273,46698,47419
29149,23309,22637,22894,24287,25551,25558,25515,27473,26584,24907,27646,27616,28146,29464,29415,33573,30126,31714,32720,35356
29151,40196,39774,39977,40744,42525,43287,44732,46542,47420,44598,49058,49977,49989,48990,51958,55962,55781,57694,58855,60728
29153,25934,24973,24919,25784,26952,27793,29477,29663,30427,28224,28709,30284,31430,30799,31025,31838,32042,33284,34367,36019
29155,23329,22670,22722,24135,24937,24594,26202,26312,27188,27127,28152,26647,30295,28664,32120,29621,33293,32224,31831,34280
29157,37902,37011,37264,38209,39204,40741,42576,44053,42125,40014,43200,43899,47227,53798,50548,47226,51922,52132,53871,57032
29159,33141,32324,32492,33669,34574,33039,35517,36899,39787,36591,36882,38026,37255,39527,40038,42137,42089,44867,45254,48516
29161,30800,30087,31048,32436,33713,33329,38250,36318,37080,38126,39765,39880,38999,38930,40710,40676,40738,41330,43079,46573
29163,33024,31797,31739,33188,34375,36119,37496,40079,39524,38971,37169,38595,38919,39499,44408,43007,43617,44040,43591,49089
29165,59234,58445,59141,60117,61030,61386,63158,64387,67134,65877,67791,63676,67299,68411,70874,72548,77933,75651,82567,84456
29167,30331,29537,30075,31402,32737,33303,33721,35160,38314,35652,34837,38112,37677,38023,38344,41326,44357,44214,45336,44837
29169,35824,35155,36427,37764,39094,40302,40904,42011,44540,45073,48374,49600,46579,49499,47227,46756,50870,53168,52532,55620
