GEOID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
19121,43836,43960,45133,46508,48952,52205,50140,55396,51973,55607,52351,56258,59417,59074,62230,65294,64776,66012,74794,72578
19123,39904,38576,38018,38740,41807,42066,42240,44234,46872,45021,45211,47598,48705,48978,48584,50335,51839,55947,56492,59242
19125,45003,43813,44065,44594,47063,47273,50391,54247,51252,52221,52845,51996,55505,56883,57046,57411,61098,61175,63491,66381
19127,39123,38561,38839,39962,41344,43104,43005,45565,44615,45190,45911,47535,51348,51382,50244,53980,53645,50495,59552,55631
19129,42625,41646,43017,44758,48283,49104,55739,51367,55094,54646,57359,57331,56968,56504,59399,62507,75550,67016,64271,72679
19131,36666,36185,36633,37024,41049,41373,41523,43506,46629,46684,47406,45430,50848,53049,52616,61352,55129,54451,59558,61247
19133,34179,33580,33581,33628,36161,33435,37093,38362,41009,41072,43052,41458,44254,41461,43178,43991,47371,49236,50530,53104
19135,36031,35243,35219,35476,37153,37245,39658,41456,47628,41103,42631,42961,45265,49012,44705,48181,49402,52047,56541,56397
19137,34710,33773,33887,34346,37074,37408,37655,41225,36817,39430,41068,41437,46142,44669,42046,43210,47197,51317,49966,52715
19139,43948,43447,43729,44460,45557,43921,48790,51826,53234,48671,47583,47966,53219,54025,54441,53401,57583,59042,58465,61767
19141,37747,37360,37641,38586,41389,40558,41063,44359,46584,43292,44209,46233,49861,57287,55968,53907,50607,60375,53147,60298
19143,36830,36172,35473,35806,39739,38587,40217,39750,43681,42469,51042,47890,46270,51017,51423,54415,55375,56459,60627,60702
19145,36848,35358,35098,36031,38062,38701,40635,42029,42317,40692,40960,42449,45205,47438,46927,46870,49507,47994,54313,52179
19147,33824,33173,32884,33721,37163,36402,38645,42736,42062,43752,43360,43557,47639,49536,50600,48992,50642,52311,55322,55074
19149,43900,43949,44853,45487,48566,47954,51296,50250,54013,58440,61292,55047,58885,58113,62745,61929,66070,67056,66360,69165
19151,34722,34366,34101,34374,37670,37404,39143,40968,41594,45593,44225,43766,45780,50401,49625,47872,51260,47919,55865,56146
19153,48413,48112,48887,49342,51304,51959,52618,54377,56980,54948,54328,56091,57942,59388,61028,60436,64169,66112,68479,67331
19155,40722,39741,39934,40779,42636,44988,46453,48467,49817,45769,47870,48589,49911,50570,51947,52927,55442,57867,56337,60322
19157,39806,39262,39507,40009,42103,43686,40331,48674,49857,47337,48929,49853,50883,50799,52791,52861,52408,55766,56170,57741
19159,30521,29760,29734,29806,32762,33334,36631,35695,36658,35035,36810,38547,40049,47319,42854,45870,47638,45259,48754,50890
19161,34176,34305,34832,34970,38972,37687,38025,38737,41409,44135,42888,49480,46997,51399,49513,52506,54660,54328,56698,59392
19163,45332,44764,45217,45751,46947,48884,46640,48373,52218,50707,47800,50007,53315,54444,54959,58160,56208,59461,59865,65724
19165,38407,38361,38787,39672,42636,42704,41313,45568,47103,45177,49056,48572,53135,54740,55637,54614,59121,56373,58862,60498
19167,41787,41674,42417,44614,47564,43441,46192,53006,52513,50978,53705,57027,61176,61817,60205,62875,66605,70601,70162,71566
19169,42911,42029,41671,42298,43328,42414,44698,49104,50265,48165,49192,48121,51291,53782,52128,51706,55561,61381,57464,64151
19171,38609,38258,38676,39052,42580,45719,43655,44734,47298,45564,48833,50034,47799,53844,54957,59226,50468,52685,56954,56281
19173,32375,31748,31732,32404,35468,35835,36223,38920,39792,39727,42768,43155,44939,45009,46501,46466,50695,47383,47781,51510
19175,33473,32402,32784,32838,35436,36916,35986,40704,40652,41167,39977,39922,42430,43357,44905,45010,47422,47814,49887,52914
19177,32243,31425,31610,32172,34361,38792,35472,38855,38207,37544,37833,39719,42183,43019,42555,43653,44875,47667,47905,50425
19179,33177,32269,32769,34515,36073,34098,37778,38375,40202,39941,38569,39999,41547,40629,42414,44738,41312,46981,48226,50533
19181,51426,50974,52587,53548,56594,53329,58100,61688,62317,60253,62036,62688,63310,66328,67342,67728,74031,76146,78192,79557
19183,40464,40398,40833,41765,44005,42756,46265,50265,50130,49760,47118,50559,53888,54480,56243,55283,57315,59903,65849,63230
19185,30116,29370,29722,30294,32637,33788,34010,34223,35563,35092,35867,37662,39060,38981,42006,44381,41118,45384,46725,49962
19187,35999,35479,35814,37140,38524,39203,39071,42864,41568,40501,39565,42178,42444,45202,43490,44922,48013,48712,52093,53344
19189,39710,38741,39633,40362,42772,39980,41305,46340,43187,44608,48933,47692,49213,50383,50703,48408,52953,54045,54433,50258
19191,40313,39434,39432,40344,42218,45707,44243,46946,48826,48562,51248,49148,49889,53194,55984,59096,62115,59365,61807,65482
19193,39632,38464,38156,38133,38790,41032,41690,44494,43616,43820,42672,43362,43163,45678,45641,50774,51877,54528,60059,58419
19195,37452,37209,37122,37120,40251,40842,42226,44391,48580,49371,46384,48718,48382,49605,50286,50761,54628,55404,58587,60139
19197,37624,37106,37323,38716,41773,41152,41656,43560,46068,47130,44456,43647,47677,49369,50108,49882,47815,52803,54802,54251
20001,32416,31600,31307,32416,33459,34106,38730,36702,37919,38169,39662,37353,37952,40073,39196,41604,41950,42957,44423,46690
20003,34035,33897,34250,35002,36715,37384,38465,40330,41825,41040,41054,42185,42424,42386,45368,47267,49215,46595,50646,51352
20005,35784,35402,35515,36022,37061,38574,39050,39743,42788,43685,41659,42131,43253,44180,44199,46110,49826,45941,49332,51860
20007,33828,33357,33688,35331,36075,36355,38451,40389,42534,42319,42565,44118,47811,50097,51676,54176,47540,47948,47634,50660
20009,33924,33543,33556,34423,35431,36329,37661,40454,42889,42558,43675,42183,43371,42464,46942,50558,47194,46934,49991,50754
20011,31924,31237,31433,32400,32584,33705,33824,37672,37575,36113,37192,35805,37057,35990,38430,39609,44424,41847,41807,47452
20013,33145,32766,32820,33565,35066,34340,37435,38398,38162,38599,40464,40424,42256,41426,45781,46884,43960,45637,47529,47558
20015,48336,47719,47877,48208,49599,49091,51254,56372,57678,54165,55182,53217,58031,56456,60123,61473,60836,65561,65953,66199
20017,33726,33117,32605,32716,34432,34634,37691,39898,39788,38229,39683,41217,42940,44300,47025,48911,44940,47436,50981,51022
20019,29463,28964,29656,30507,30674,32658,32399,33140,35460,34874,34772,35952,35714,38973,39120,42324,40859,41890,41129,43664
20021,31424,30891,31027,32185,33151,32394,34592,38226,37621,35201,36204,39696,39938,40310,40686,39842,41140,42469,44475,47682
20023,31685,30690,28276,28175,25797,28437,28801,32477,37413,35478,35730,36835,40810,39317,41797,44111,42649,42247,43274,47323
20025,35774,34819,34067,34592,33930,33604,37899,39336,41482,40253,41715,42171,43310,42866,47650,50392,51280,51621,51235,59085
20027,35360,34888,34508,35111,37306,37732,38717,42035,43045,44454,46421,47692,47736,48178,53131,51351,50291,50634,52681,52781
20029,32215,31359,30884,32371,32706,33874,34497,35841,39126,36200,37539,39763,40184,40663,42697,42730,42431,46241,44467,46299
20031,37967,38348,39373,41485,43055,43312,45264,46571,49034,47358,49727,54644,50826,53487,55705,57160,57224,57021,58371,62715
20033,30882,30606,28875,31743,31775,31964,34280,35281,38193,36771,38207,39975,42851,44076,45353,43809,44898,46636,46818,47854
20035,35817,35195,35486,36025,36990,37524,39465,38145,45163,38100,39155,40248,37436,42341,45180,47851,45907,46703,47864,51537
20037,30576,29840,29865,30858,31661,32550,31645,35112,37289,34753,35407,34080,35365,36958,38491,38139,39521,39461,43852,42723
20039,31259,31009,29855,29399,28977,30323,32305,34873,36913,36964,37081,37986,40168,37789,41434,43919,41095,42077,44774,46878
20041,37187,36549,36201,37192,38311,41061,40773,45131,46289,44307,45037,46894,47962,49033,47493,47570,50268,52562,50605,58066
20043,34190,33429,33270,33841,35473,35147,38024,41417,43036,41404,45202,43092,44524,46338,47599,47000,47320,48553,50949,52596
20045,39183,38916,38936,39000,39796,40136,45797,44580,47614,44309,47335,47930,48813,51221,49246,52447,55446,56007,57120,62559
20047,32252,31835,30307,31170,32024,33134,34389,36876,39613,40617,41800,43874,44028,45687,49256,46380,46825,47725,46962,49047
20049,27778,26895,26508,27704,28338,29315,30515,31468,32462,31233,32619,34174,34857,37537,36471,39147,40227,39556,37360,41930
20051,34615,34161,34112,35440,36280,39422,39027,43354,44846,41631,42409,41774,45969,47454,49508,49192,52265,49715,53840,51237
20053,36482,35536,35396,36018,37617,38996,40223,41775,42896,42616,41622,46927,48874,48030,46961,49986,50403,51355,50261,56988
20055,39585,38240,37149,37262,37390,40333,42621,51658,49963,44364,46697,44888,46496,46984,48609,53245,51812,54534,56206,57412
20057,38331,37322,36465,36464,36602,36943,40567,45075,45031,46554,43876,47542,46668,46444,51144,47915,47175,50080,56052,54604
20059,39902,39519,40037,41194,42236,42296,45693,47634,48591,46584,46965,46553,48895,48297,50745,51484,50155,55330,58033,55984
20061,32588,32162,31986,32910,31614,37758,35892,40606,43528,44033,43691,40224,46008,41048,41193,45590,46326,52012,50856,58978
20063,35691,35234,32949,32376,31666,32970,36990,37717,42205,40025,41263,44351,47114,48042,50886,46580,51445,47029,49626,52986
20065,33010,32455,31171,33103,31548,33029,36011,36972,39094,41982,40049,40903,45650,44422,45341,45018,42224,41138,41906,48912
20067,41891,42914,42259,42648,44083,44272,48463,50506,57591,52963,51460,54230,53369,54952,60279,59218,58620,59534,61614,65178
20069,42562,41750,39781,39741,41404,42592,45022,50370,49864,47710,51828,59278,55780,56615,58543,64284,64274,67671,65771,69077
20071,37288,36662,33277,34813,33764,36588,36930,39966,44832,47657,47625,48606,50619,50637,52795,44667,47620,48647,51606,58492
20073,30927,30173,30145,30340,31245,32760,33388,33714,36704,36061,35146,35765,41382,35803,39732,41168,40518,40741,43083,44876
20075,34559,33841,32445,34028,34042,34324,36648,37501,42390,42589,42586,43679,43380,42263,47709,50056,49932,47454,51559,55857
20077,31331,30762,30677,31845,32411,32424,33591,39367,37575,38022,37468,39104,41399,43066,50525,46869,42023,44594,45570,47540
20079,42482,41952,42226,42799,44144,44032,46423,46051,50640,48312,46941,50958,49624,54135,55074,55470,56848,55470,57934,62961
20081,41564,41648,37747,38333,40413,43824,42447,46383,48810,51145,51257,54340,53430,53076,59596,59356,50514,54145,60808,62477
20083,38216,36082,34093,34358,34931,40733,39016,41458,44829,42816,43338,45992,51276,49119,52394,54513,51244,51962,54058,58360
20085,41734,41488,41721,42210,43375,43669,46109,47899,49678,48900,50709,50342,50943,50661,53796,51662,57869,49779,56330,60615
20087,46249,45512,46193,46632,48712,50586,52609,52385,56770,53799,52592,57046,55057,54890,56927,59080,62285,66044,69246,68549
20089,31409,31273,29278,31069,31390,32500,32798,35440,37937,37336,37640,38865,34195,41924,44101,43201,40940,43234,44271,46017
20091,66796,66665,66974,66783,68013,66926,69991,71961,76250,72006,71389,70665,73712,74135,76104,83007,80872,83516,87087,91913
20093,41393,40269,38836,38460,38380,39186,42029,46208,47631,48525,49426,51413,50626,54399,53484,59134,59254,50526,63248,67301
20095,38604,38136,37745,39308,40174,41511,42700,44859,48480,45307,46574,47684,49431,51281,53378,52907,59721,50081,56005,56907
20097,33272,31973,31538,34818,35829,35171,36578,36699,39104,40529,41166,39796,42543,45417,46318,46381,42976,44374,64399,49588
20099,31867,30867,31281,31651,32582,33442,34743,36569,37501,37653,39683,37879,36715,38542,40822,42323,41103,46819,44571,44170
20101,37661,36878,35868,35938,33909,35857,40720,43873,47226,42632,44288,47900,51366,52915,53739,57388,56677,55083,59240,60315
20103,48525,48749,50083,50755,51459,54321,55141,58850,60218,57691,60848,61567,59662,65424,65549,61465,67558,70740,70807,75840
20105,32099,31631,30918,31108,31110,32322,33576,36490,40793,36864,39442,39317,42847,42521,44896,42277,42092,43865,44439,47557
20107,36066,35583,35490,35889,37689,38816,41260,41251,43671,41597,43509,44615,43726,44036,44520,46065,44391,47300,47153,62876
20109,34332,33997,32451,33570,33007,33055,36632,38708,42609,41120,42297,43315,45933,46375,49852,48399,48453,48024,50267,53538
20111,34209,33482,33369,33946,34377,36455,36504,38407,39942,37321,39258,39346,39195,39483,43038,39562,43600,47279,47982,49840
20113,42802,42107,43065,43628,45392,46236,47050,51464,51352,49841,54881,48130,53969,52734,57878,61356,56488,55686,58017,65834
20115,35315,34556,34206,35185,37263,38153,39361,41268,43983,42039,45899,43749,45243,45319,47723,51196,51569,49980,51712,51771
20117,34143,34211,33339,34749,36899,38111,38911,40964,42976,43052,43584,42619,44693,50087,47901,49270,48687,49466,51066,55858
20119,39218,37429,35172,35875,37903,39265,40624,44142,48307,47697,48634,49141,50863,53942,53903,56325,57187,56397,67220,64640
20121,45263,45516,47133,48984,51673,53721,56177,59153,61231,57705,58445,57580,64629,59706,63924,62375,67651,69327,71770,74428
20123,34863,34177,33514,34770,36587,36738,37246,40231,44321,41771,42946,43511,46204,46181,48645,48310,49552,43743,51514,51979
20125,32223,31297,31492,32391,33688,32737,33978,37300,41913,35966,37495,36670,39553,39045,42221,43289,41281,45808,42479,44240
20127,33913,34142,34543,35757,36171,36618,37092,37227,41867,41524,44417,44227,42765,46404,44774,49720,48093,49561,49287,54775
20129,39602,38646,37727,38861,38969,39571,37067,46371,48636,49689,49526,47006,52950,51157,55378,53443,49717,50698,53785,56175
20131,36091,35522,34801,35794,38891,38446,40910,43405,46938,44280,44056,47971,50077,50006,54149,54486,55324,58729,59567,63373
20133,33312,32501,32364,33643,34411,34451,37077,36848,40362,37965,38363,40651,40541,41877,41527,40744,42441,44073,46176,49533
20135,34919,34161,33769,36260,35693,36880,38126,46036,44389,45651,51717,44774,49541,49432,51923,53456,46439,49258,51757,54727
20137,32688,31764,31215,31223,32122,33632,34848,36579,38252,38590,40386,41396,42202,42389,44846,45096,45845,47697,47252,49739
20139,39028,38605,38925,39370,41196,41299,40906,44829,48848,48656,45221,47318,46706,48991,52749,48364,54760,53537,53864,55655
20141,30057,29443,28524,29675,30026,30776,32037,33038,37568,34601,36519,37949,39468,38493,38848,43518,41967,42832,46101,46351
20143,39498,39175,39907,40582,41093,41571,41686,42993,45925,46743,53086,48998,48266,52041,52744,50302,52808,46585,56451,58729
20145,36007,35019,33274,33595,35385,36653,38245,40481,43007,41015,42658,41623,43901,45331,47351,47359,46961,47677,47039,65141
20147,35781,35156,34432,35240,36251,37003,44709,41735,41832,40247,42071,40746,43519,44080,45856,46984,49386,47196,47405,51546
20149,42448,42469,43681,44751,46616,46271,47221,50282,54341,54949,52861,53339,56891,59856,65373,60601,64704,65956,69975,73685
20151,36882,36016,35789,36842,37882,39410,41508,42909,44498,44479,43987,44964,47220,50970,54701,52634,51419,56540,52567,53980
20153,33262,31788,30040,31254,29853,31428,34261,36013,38980,37483,40211,40908,44563,45901,44932,47448,47377,44596,46638,50768
20155,36939,35980,35683,35978,37072,39790,39314,40418,42597,41536,41717,41892,43094,44099,46533,47178,46208,48588,49341,53371
20157,31339,30811,29809,30263,31536,31364,32819,36226,38199,36356,38331,38132,39085,39819,42381,44593,43921,44247,48566,47082
20159,36226,34987,34149,34194,36158,37176,40313,43834,43158,43617,41687,45420,44833,45389,49152,52400,47737,51102,51686,56350
20161,33812,33590,33452,33399,34177,35071,37110,38864,43801,40612,45523,45558,43574,46267,46468,46690,49901,50212,47057,51996
20163,31591,31183,30958,31829,32292,33996,34348,36657,39738,41699,38487,39326,41363,40870,48383,45309,45268,44086,47365,49485
20165,32084,31217,30716,32255,31976,33102,35902,36257,39197,39763,38595,37693,40415,42867,43083,43895,45281,44203,44121,53189
20167,30057,29096,28502,29270,30588,31275,32608,35549,38635,36730,36575,37140,36614,39520,45443,42625,43857,43139,45879,46112
20169,39371,38436,38358,38325,39216,40268,42360,42557,45342,43827,43927,45359,45225,48505,48460,47052,48748,50072,53961,56741
20171,42424,41959,39928,39825,40751,41789,46368,47876,51658,45882,46925,49066,51245,51013,56032,56267,60540,59798,63790,62914
20173,44145,43665,43663,43940,44800,43340,45036,47326,49518,48071,45996,49526,47649,48671,51175,50995,52612,54176,56381,60014
20175,37433,36872,36286,36656,37581,40438,41231,39348,44613,44868,43449,47855,47801,45349,47381,45807,48648,46541,50671,55727
20177,41873,41282,41624,42543,43705,44285,44158,46696,48332,46194,45359,44816,48122,50042,52795,51316,55387,56810,53612,59451
20179,35702,35408,32208,34483,35364,36293,37958,39157,43297,44323,46699,48498,50601,50961,52300,51221,49860,51363,50553,54627
20181,33946,32405,30698,30479,30402,32346,33340,35894,39299,38536,37927,39660,39160,38025,43100,42491,48456,45991,45966,54000
20183,30306,29847,28660,29599,30085,31038,32050,35054,34547,37860,38120,38090,40075,39696,41303,43872,40006,41047,41899,45915
20185,32246,31272,30160,31319,33179,34077,34373,36543,39130,38922,39980,44133,43240,42430,45945,47129,46104,46396,47835,51007
20187,40660,40344,37050,36977,39609,41919,43443,46642,49924,49090,49580,49115,53087,49977,56591,55341,58135,57769,60136,63401
20189,43365,42625,39107,40341,43806,44915,45842,49856,54486,51913,50070,58901,53045,57483,59773,59735,57432,56569,58817,61264
20191,40872,39917,39608,39569,40877,42584,47770,46707,46245,47091,47113,47460,49535,50844,52476,51451,52186,53212,56946,53618
20193,38338,37383,35834,36545,36673,37512,41845,43373,45735,44836,45797,47892,48982,47654,50639,50574,53816,53249,55345,58652
20195,31269,30229,29735,30260,30983,31258,34941,35708,39069,40457,40178,45683,46693,43668,46859,48576,46756,46634,48520,52597
20197,42317,42127,41902,42142,44997,47231,48415,48438,54114,55341,50740,51666,54375,54414,59160,57339,61502,63690,59744,66168
20199,34816,34110,31037,32245,32985,33374,35133,37888,40574,41741,43553,47573,49091,46082,49109,48426,47844,52621,51350,54714
20201,30793,30269,29593,30663,33489,31770,34971,36707,40445,37302,40956,39962,43889,43897,43264,46153,45077,47889,48104,46263
20203,35892,35303,32947,33396,34352,35452,36468,41928,42976,42344,45918,46929,48734,51286,53447,52917,55336,54401,59800,54009
20205,30975,29887,30300,31356,32843,32600,34346,36824,38975,36419,37078,37002,36879,41073,39764,41461,43134,41866,45697,46243
20207,26334,26032,25614,26477,28045,28418,28961,30223,32942,25245,33134,33221,32681,40971,35502,37394,35417,38840,43894,43751
20209,33071,32502,32465,32995,33266,34593,36876,37501,39208,37341,37805,38016,37780,38728,37087,41746,43396,46032,47084,47292
21001,24574,24207,24332,25266,25696,26903,27529,32643,30169,29200,30177,30147,31032,31710,31558,32007,33925,35026,37392,37650
21003,32317,32175,32707,33839,33541,34121,34821,36283,36097,36563,35617,35614,37770,39798,39801,42287,41368,40955,44624,47307
21005,46617,45982,46473,47435,48280,47415,52056,54819,49615,51486,52660,51817,54704,52852,54331,55523,57448,53113,60908,61308
21007,33950,33600,34054,35052,35735,36575,38191,39118,36776,39995,41776,40790,41947,42712,44732,44352,45074,44010,47658,48053
21009,32458,31712,31828,32932,33531,34450,35749,38817,36155,35993,38000,36298,37211,38370,37666,40017,40274,41477,42439,44859
21011,27539,26977,27372,28484,28894,28317,30630,31740,30960,30574,32091,29857,31964,33752,34126,35143,36468,40507,44183,42248
21013,20483,19893,20239,21257,22030,21300,23169,23528,24858,24501,26911,24940,25771,25761,24868,23968,26014,28150,29362,30940
21015,55418,54557,55617,57704,58749,56262,57964,66690,66178,67994,64005,64055,66085,65274,66939,68804,72942,78163,77696,78806
21017,36769,35988,35820,36768,36710,36102,39154,41819,41220,37966,39219,40350,39002,40045,42812,46370,46231,46281,48614,47046
21019,33567,33012,33459,34699,35041,36141,38565,39640,38255,37496,38029,38783,40155,41443,40224,43406,44569,40752,48020,50017
21021,36573,35775,36285,36750,36478,35734,39389,41739,40127,39687,39241,39663,42058,43585,41538,40459,44834,48290,47528,53644
21023,35719,35780,35952,37379,38296,39067,40245,41581,39366,39141,42056,41974,41217,43222,41910,44846,47182,49416,56432,53289
21025,20850,20424,20988,21932,22571,22545,23072,25577,24162,23863,28045,26829,25831,26869,28647,28196,26659,27372,31182,33407
21027,31624,31422,31968,33250,33586,32494,35728,36621,39128,37074,35428,38028,40530,40107,41547,42347,43053,43148,47284,46069
21029,46867,46342,46922,48192,49055,49464,51984,49861,53284,48344,51409,52033,56377,57462,54924,54755,63570,62550,61022,66335
21031,30431,29770,30211,30696,31393,32338,33297,35676,35917,33499,35162,32483,37603,36670,35219,39545,41701,47146,43048,46305
21033,30351,29897,30065,31393,32147,32639,34537,38009,35697,35252,36255,36650,36613,37317,42640,39355,40327,42857,43659,44144
21035,31557,31038,30950,31082,31559,30660,37018,36262,36284,34947,39038,39599,37478,37977,37705,40585,39438,43554,41873,45574
21037,43042,42602,43087,43779,44639,46573,47071,51383,50566,50033,47341,53501,54627,53321,52349,51694,61490,61384,60904,66520
21039,32092,31227,31112,32397,32579,33119,34825,36151,36545,35853,38182,38075,41990,38283,40701,43144,45362,42019,41249,49659
21041,36819,36297,36599,38807,40525,42186,41254,42058,43720,43862,42192,40685,40473,41792,43615,46499,47726,48404,47623,51672
21043,28057,27073,27602,29100,29428,30267,30266,32281,33435,33888,34303,35471,35721,34767,34991,37204,37406,37186,32906,43492
21045,23342,22895,23334,24201,24244,24088,25750,27366,26892,27247,26612,28034,28734,29303,29344,33576,29417,31395,34358,34751
21047,31789,31597,32090,31108,33435,33891,36229,37632,37775,35785,36542,35779,37539,41333,36736,39840,41081,43124,40299,46390
21049,40736,39987,40389,41627,42173,41581,46037,46190,44907,44908,45016,44494,45116,45516,49012,54812,48474,53784,50162,55428
21051,18256,17658,17800,18835,19491,19728,20204,20999,22365,22255,24081,22289,22834,24173,25215,24001,24901,26386,28146,30175
21053,21293,20747,21393,22994,23853,23282,22185,25677,25029,25776,27133,27095,26899,27443,28341,29178,29582,29641,31118,34005
21055,29905,28713,28973,30043,30775,32299,33304,33804,34009,35330,33966,33570,35250,37372,38338,40202,40656,41522,43624,44595
21057,22416,21880,22161,22874,23721,24055,24866,26584,28825,26913,27382,27570,27049,30043,29067,30989,30771,31736,33541,34897
21059,38067,37438,37600,39120,40020,38845,41279,42586,43075,43031,41878,44379,44502,46908,43390,48724,51153,50359,51441,52620
21061,27332,26926,27624,29147,30057,29946,31905,34449,33785,33550,34849,36321,36039,36324,38544,38673,38395,39490,43151,47482
21063,22450,21812,22547,24159,24441,24521,25430,27215,26464,27486,29335,29339,28893,29544,30556,30299,33335,32846,35446,34262
21065,25160,24250,24727,25660,26183,25026,27245,28797,28912,27765,29486,28961,29895,30388,30333,32541,33839,34096,35701,35004
21067,40696,40397,39929,40896,41602,42778,44382,46726,50267,46386,45820,47211,46452,47959,48552,51963,53288,56192,55358,58981
21069,29235,28712,28802,29857,30323,30471,32405,33815,33584,32258,33141,34736,34231,35454,35878,47030,38860,41029,42571,43943
21071,22959,22282,23128,24310,25340,25753,26725,26293,27462,29725,28589,28459,31061,31229,30127,30888,31295,32841,33218,35828
21073,41542,40714,41344,42265,42306,44446,44570,48025,48291,45619,46323,44241,46946,46309,49400,50471,52395,53198,53134,58917
21075,25792,25275,25556,26706,26659,25907,27769,28749,27815,27524,30662,28340,28754,28550,30671,30798,30605,30761,32355,34376
21077,35900,34954,34327,34999,35105,38018,38764,42143,42554,40603,42761,41084,43469,44142,45483,47679,49945,47907,49060,55273
21079,35440,35357,35648,37900,36816,38796,38521,40653,40083,40210,40834,40292,42620,42853,43647,45018,46967,50518,51203,51757
21081,39243,38833,39522,41213,41885,43996,43513,42126,45697,42814,42690,44158,46103,43861,46226,45307,49312,51849,53965,55210
21083,32234,31679,31774,32636,32969,33826,35428,36345,36771,34550,34811,35690,39280,39960,39247,39515,41705,41963,46785,48038
21085,28974,28136,28438,29315,30323,30732,32769,32905,33791,31936,32970,32793,35126,32813,35726,37057,38418,38133,40780,43771
21087,26271,25912,26218,27378,27825,28028,31085,31546,33509,31189,31423,31189,32246,32309,33640,36226,36246,36809,36782,38896
21089,33229,32744,33387,34531,35414,35361,38097,40642,39479,39382,40752,41676,43869,44581,42452,45690,46815,46699,49457,52179
21091,40005,39476,40324,41640,43120,42450,44735,47558,46518,48464,46729,52049,50095,50809,50358,52929,56823,49475,56769,60626
21093,39641,39296,40088,42184,43082,42900,42420,47958,49532,45358,44203,47423,48852,48327,50407,49637,52040,52673,52278,57711
21095,20660,20142,20942,21802,22891,23031,24200,25939,23648,26356,28503,28721,27137,25460,26351,27425,25240,25815,29521,30050
21097,37191,36433,36486,37776,38140,39290,41572,41423,42445,42415,42124,39160,38249,42228,41406,47040,49615,49694,51709,51475
21099,26587,25873,25888,26637,27463,27601,28979,30604,31166,29989,31733,31677,31387,33588,38038,34764,36628,38182,37038,42718
21101,36902,36474,36977,38247,39222,39796,39988,41692,42025,42438,41309,41244,41745,42492,43040,45718,46936,47589,51161,53199
21103,37760,37273,37256,38359,39759,39749,41195,44209,43524,42733,40806,42614,45119,48245,43799,47802,51774,50721,53405,51806
21105,33208,32390,31563,32621,35250,35857,35600,37001,37451,37045,39087,38446,39376,38733,41588,40890,39859,40902,44290,52331
21107,32033,31716,32222,33341,34295,35522,38899,36611,40027,36518,39738,39733,40076,40782,42477,44750,43590,44419,45512,48769
21109,21856,21057,21274,22271,23140,24120,24984,25653,25084,25634,26462,26344,27456,28759,29090,30565,30798,31355,35317,34940
21111,42394,42663,42525,43210,42239,40973,43523,43677,46745,44516,42535,45407,45913,47495,48264,51230,52008,54977,55860,59025
21113,40729,40196,40172,41257,41200,41980,44249,47324,51579,46940,43503,47280,47872,52011,51227,49839,55047,57015,59443,62533
21115,26130,25752,26665,27838,28391,28619,30026,32706,31116,32063,34260,35068,35195,34593,34271,36051,35408,37724,39381,31202
21117,44657,44361,45147,46730,47729,48673,52654,50734,52633,50957,51049,50150,53500,53949,54728,52631,61798,59594,64644,68692
21119,22250,21867,22608,23662,24531,24716,25238,27999,26948,29375,30693,29791,29198,32294,27709,30138,29786,31788,32228,32613
21121,20362,20037,20760,22239,22503,21847,22960,24881,25090,22493,25965,25536,27545,26220,26048,28578,27432,28586,30742,31634
21123,33282,32745,33084,34241,35110,35114,40271,39435,38547,40679,37863,39174,40232,41537,40312,40202,44522,45288,45458,49785
21125,29014,28413,28744,29581,30255,31657,32598,33244,34304,36664,34712,35147,35061,35372,34678,37737,38323,39830,41425,44033
21127,23544,23060,23958,25170,26336,25948,25142,29399,29015,30855,33313,32275,32114,33469,32835,36276,33757,28672,36667,38055
21129,19975,19489,19962,20974,21578,21024,21273,24617,23786,23791,24908,24770,25020,25767,25473,26201,25372,28084,29124,30905
21131,20521,20054,20351,21163,22161,22164,23734,26114,23627,26767,30597,29645,27517,29008,27777,28722,28595,29317,31921,32202
21133,23003,22999,24015,24911,26422,25549,28863,29415,27374,29835,33410,31146,32527,31799,28574,31079,29308,32635,32321,32435
21135,23537,22992,23322,24211,24928,24182,26289,26534,28466,28349,29453,28740,28759,30443,30217,33867,32848,35056,35751,37410
21137,28443,27673,27933,29023,29340,30390,31413,32566,34401,31306,32864,35530,33640,35092,35368,37220,35934,39347,42190,43220
21139,33313,32533,32926,33605,34487,41562,36744,38732,38712,40921,38608,38724,39724,41177,42892,44551,45229,44435,48182,50521
21141,33503,32777,32727,33670,34963,37066,37325,38323,39176,37329,37316,39304,38962,39513,41150,43795,43985,47174,46742,48902
21143,32241,31692,32607,33975,35203,35191,38163,40082,40932,39417,39588,40006,40110,43311,43067,48189,44767,44318,48395,52978
21145,35999,35279,35093,35695,36519,37758,37684,40899,41586,40976,41585,44115,42853,42069,41216,47184,42936,48994,48950,48219
21147,20083,19267,19479,20843,21822,22344,22550,24293,22253,23163,24691,24640,23810,24406,24265,25655,25087,28024,30029,32701
21149,32346,32247,31865,31825,31881,32672,34440,37866,37353,37766,38580,38984,39789,38128,42288,44007,43656,44574,48080,51184
21151,34354,33515,33927,35586,36710,37173,38779,39842,43358,40241,41945,40034,40798,44845,44358,46342,45406,50783,51897,50316
21153,21127,21062,21547,22729,23518,21653,24231,26150,25890,26815,28943,28004,28069,29817,29421,29921,28996,28077,30950,32045
