mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,mean_test_r2,std_test_r2,rank_test_r2,test_set_r2_score,n_features,features
135.74452764987944,1.3031169086691206,3.113402819633484,0.32247569988212743,0.1,2,4,160,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 160}",-0.3312660974415287,0.0018904244650286169,1,-0.6082622056655789,0.021643664667887905,1,0.7028594342577972,0.006919761518600044,1,0.7027764184465412,0.006892794558157362,1,0.7144524245137212,10,"['popuDensity_ALAND_km2', 'month', 'temp_F', 'median_inc', 'year', 'PDSI', 'GEOID', 'Rh_g_m-2', 'SP01', 'months_from_start']"
