name,importance
GEOID,0.3105830533451767
month,0.19222250026571674
months_from_start,0.11099729745782291
popuDensity_ALAND_km2,0.10006349331246195
temp_F,0.07136715742927259
Rh_g_m-2,0.04810740794431168
SP01,0.04649786440488506
PDSI,0.04473678556749719
median_inc,0.043445084798388885
year,0.03197935547446642
