GEOID,199807
01001,42106
01003,134444
01005,28841
01007,19851
01009,48824
01011,11655
01013,21718
01015,117179
01017,36808
01019,23351
01021,38069
01023,16151
01025,27756
01027,14118
01029,13921
01031,43509
01033,54928
01035,14242
01037,12007
01039,37776
01041,13599
01043,76197
01045,48991
01047,46764
01049,62325
01051,62551
01053,38145
01055,104367
01057,18465
01059,30921
01061,25365
01063,10067
01065,16862
01067,16093
01069,87469
01071,52976
01073,664457
01075,15855
01077,87113
01079,34121
01081,109936
01083,63729
01085,13239
01087,24041
01089,272798
01091,22753
01093,31539
01095,81465
01097,398479
01099,24500
01101,224224
01103,110071
01105,12183
01107,21026
01109,29570
01111,21694
01113,50287
01115,61730
01117,135954
01119,15272
01121,79107
01123,41539
01125,163411
01127,70638
01129,17908
01131,13307
01133,24344
04001,69851
04003,116091
04005,114874
04007,50496
04009,32795
04011,8919
04012,18859
04013,2909040
04015,145155
04017,94824
04019,813386
04021,165492
04023,36809
04025,157686
04027,149065
05001,20896
05003,24359
05005,37619
05007,142496
05009,33210
05011,12388
05013,5751
05015,24730
05017,14528
05019,23417
05021,17671
05023,23326
05025,8446
05027,25876
05029,20168
05031,80117
05033,51343
05035,50183
05037,19614
05039,9357
05041,15547
05043,18436
05045,81927
05047,17708
05049,11415
05051,86172
05053,16145
05055,36495
05057,23244
05059,29746
05061,14329
05063,33629
05065,13137
05067,18933
05069,84611
05071,22573
05073,8778
05075,17811
05077,12658
05079,14383
05081,13604
05083,22017
05085,50373
05087,13837
05089,15817
05091,40356
05093,52396
05095,10477
05097,8948
05099,10008
05101,8370
05103,29104
05105,10022
05107,27166
05109,11176
05111,25490
05113,20094
05115,53383
05117,9649
05119,358910
05121,18047
05123,29514
05125,80449
05127,10883
05129,8040
05131,112150
05133,15518
05135,16747
05137,11256
05139,45908
05141,15923
05143,151909
05145,65785
05147,8972
05149,20819
06001,1405903
06003,1223
06005,34116
06007,199993
06009,39581
06011,18419
06013,921663
06015,28187
06017,152308
06019,778615
06021,26185
06023,127087
06025,139615
06027,18036
06029,643016
06031,121457
06033,56695
06035,34030
06037,9313589
06039,119143
06041,244706
06043,17053
06045,85062
06047,202264
06049,9611
06051,12110
06053,387889
06055,121583
06057,90170
06059,2773187
06061,231179
06063,20831
06065,1461916
06067,1186617
06069,49071
06071,1646304
06073,2736720
06075,770262
06077,540257
06079,240020
06081,702651
06083,394738
06085,1658960
06087,250889
06089,162034
06091,3515
06093,44848
06095,378657
06097,445901
06099,428754
06101,76923
06103,55394
06105,13171
06107,359854
06109,53098
06111,730779
06113,161743
06115,60093
08001,343094
08003,14730
08005,472544
08007,9109
08009,4548
08011,5960
08013,277562
08015,15431
08017,2334
08019,9122
08021,8205
08023,3644
08025,5128
08027,3306
08029,26970
08031,540893
08033,1782
08035,146164
08037,38434
08039,18077
08041,498062
08043,45026
08045,41095
08047,4337
08049,11529
08051,13488
08053,778
08055,7743
08057,1541
08059,513706
08061,1637
08063,7815
08065,7473
08067,42318
08069,240765
08071,14765
08073,6070
08075,19843
08077,112686
08079,769
08081,12956
08083,23210
08085,32201
08087,26334
08089,20556
08091,3470
08093,13154
08095,4545
08097,14886
08099,14355
08101,137690
08103,6132
08105,12163
08107,18653
08109,5613
08111,543
08113,6256
08115,2663
08117,21702
08119,19737
08121,5034
08123,166547
08125,9756
09001,868651
09003,849006
09005,180506
09007,151806
09009,817313
09011,256626
09013,133541
09015,107903
10001,124056
10003,490382
10005,148897
11001,565230
12001,212707
12003,21232
12005,147011
12007,25892
12009,467624
12011,1560649
12013,12564
12015,137598
12017,114344
12019,135531
12021,233371
12023,54275
12027,30404
12029,13497
12031,766249
12033,295243
12035,46627
12037,10849
12039,44743
12041,13967
12043,10132
12045,12680
12047,12555
12049,26199
12051,34572
12053,127634
12055,85551
12057,965130
12059,18487
12061,108961
12063,45977
12065,13596
12067,6396
12069,198934
12071,421889
12073,233032
12075,32950
12077,6932
12079,18301
12081,254167
12083,250086
12085,123693
12086,2180081
12087,80840
12089,55587
12091,167980
12093,34847
12095,855705
12097,160069
12099,1096123
12101,331026
12103,913032
12105,471450
12107,70674
12109,116290
12111,187492
12113,113687
12115,318837
12117,353202
12119,48767
12121,33516
12123,19127
12125,13089
12127,432368
12129,21314
12131,38728
12133,20497
13001,17116
13003,7408
13005,10053
13007,4003
13009,43968
13011,13608
13013,42812
13015,71457
13017,17498
13019,15914
13021,155077
13023,11385
13025,13914
13027,16142
13029,22330
13031,54354
13033,21867
13035,18299
13037,6051
13039,44409
13043,9621
13045,83187
13047,50740
13049,10103
13051,230831
13053,14714
13055,24674
13057,131059
13059,98939
13061,3341
13063,222971
13065,6817
13067,570975
13069,35816
13071,41175
13073,86675
13075,15326
13077,82995
13079,12350
13081,21769
13083,14772
13085,14301
13087,27854
13089,644562
13091,19038
13093,11291
13095,96803
13097,89144
13099,12298
13101,3158
13103,35280
13105,20353
13107,21699
13109,10075
13111,19018
13113,86329
13115,88833
13117,84787
13119,19695
13121,790853
13123,20995
13125,2546
13127,66808
13129,42269
13131,23149
13133,13712
13135,540954
13137,33984
13139,129182
13141,10058
13143,24764
13145,23019
13147,22359
13149,10292
13151,104603
13153,107073
13155,9635
13157,38889
13159,10681
13161,12595
13163,17400
13165,8537
13167,8515
13169,23111
13171,15215
13173,7156
13175,44264
13177,23657
13179,61223
13181,8227
13183,9812
13185,90436
13187,19709
13189,21141
13191,10438
13193,13977
13195,24602
13197,6910
13199,22559
13201,6437
13205,23325
13207,20831
13209,8022
13211,14976
13213,34041
13215,185756
13217,56994
13219,24706
13221,12083
13223,72444
13225,23025
13227,20420
13229,15364
13231,12829
13233,37452
13235,9377
13237,17997
13239,2596
13241,14311
13243,7793
13245,199741
13247,68524
13249,3725
13251,15157
13253,9325
13255,58041
13257,25291
13259,5309
13261,32755
13263,6553
13265,2061
13267,21575
13269,8710
13271,11842
13273,10911
13275,42407
13277,37924
13279,25933
13281,8773
13283,6635
13285,58118
13287,9413
13289,10367
13291,16264
13293,27398
13295,60888
13297,54383
13299,35612
13301,6362
13303,20865
13305,25981
13307,2339
13309,6006
13311,18501
13313,81376
13315,8324
13317,10766
13319,10182
13321,22078
16001,284946
16003,3531
16005,74864
16007,6345
16009,9116
16011,41413
16013,18265
16015,6005
16017,35634
16019,80798
16021,9589
16023,2935
16025,947
16027,122382
16029,7411
16031,21162
16033,948
16035,9049
16037,4321
16039,28269
16041,11050
16043,11883
16045,14803
16047,13854
16049,15418
16051,18692
16053,17933
16055,102717
16057,34811
16059,8070
16061,3811
16063,3910
16065,27349
16067,20244
16069,37395
16071,4064
16073,10285
16075,20029
16077,7778
16079,13974
16081,5496
16083,63020
16085,7796
16087,10018
17001,68681
17003,9632
17005,17588
17007,39864
17009,6922
17011,35621
17013,5092
17015,16959
17017,13735
17019,177004
17021,35523
17023,16948
17025,14723
17027,35589
17029,53455
17031,5345537
17033,20717
17035,11170
17037,86402
17039,16781
17041,19918
17043,886168
17045,20020
17047,7020
17049,33910
17051,21894
17053,14223
17055,39334
17057,38454
17059,6512
17061,14982
17063,36732
17065,8695
17067,20523
17069,4863
17071,8292
17073,50789
17075,31494
17077,60304
17079,10387
17081,39695
17083,21662
17085,22132
17087,12931
17089,386103
17091,103222
17093,51025
17095,56114
17097,621618
17099,111422
17101,15683
17103,36214
17105,39610
17107,31465
17109,33341
17111,248529
17113,146526
17115,115453
17117,48732
17119,258700
17121,41896
17123,13105
17125,16194
17127,15378
17129,12281
17131,16979
17133,26664
17135,31053
17137,36617
17139,14179
17141,50368
17143,184006
17145,21273
17147,16231
17149,17590
17151,4370
17153,7426
17155,5992
17157,33687
17159,16387
17161,150027
17163,258286
17165,26946
17167,189441
17169,7333
17171,5541
17173,23072
17175,6415
17177,49195
17179,128327
17181,18272
17183,84996
17185,12966
17187,18958
17189,15240
17191,17108
17193,15469
17195,60719
17197,467549
17199,61372
17201,275161
17203,35144
18001,33346
18003,325489
18005,70275
18007,9561
18009,14092
18011,44167
18013,14873
18015,20065
18017,40436
18019,94634
18021,26400
18023,33833
18025,10479
18027,29659
18029,45058
18031,24578
18033,39531
18035,119495
18037,39262
18039,177885
18041,25894
18043,70623
18045,18015
18047,21665
18049,20283
18051,32101
18053,73902
18055,33230
18057,165629
18059,53791
18061,33424
18063,97037
18065,48782
18067,84361
18069,37847
18071,40860
18073,29140
18075,21781
18077,31333
18079,26945
18081,109709
18083,39715
18085,72786
18087,34106
18089,484887
18091,109954
18093,45828
18095,133208
18097,854106
18099,44504
18101,10477
18103,35117
18105,119308
18107,37334
18109,64870
18111,14595
18113,44774
18115,5556
18117,19152
18119,21219
18121,17033
18123,19137
18125,12826
18127,144522
18129,27001
18131,13673
18133,35090
18135,27478
18137,26082
18139,18366
18141,263845
18143,22457
18145,42958
18147,20302
18149,23836
18151,32405
18153,21509
18155,8812
18157,146180
18159,16590
18161,7275
18163,171614
18165,16797
18167,106531
18169,34918
18171,8308
18173,51105
18175,26822
18177,71557
18179,27497
18181,25171
18183,30217
19001,8305
19003,4493
19005,14611
19007,13761
19009,6893
19011,24823
19013,127743
19015,25930
19017,23322
19019,21088
19021,20301
19023,15406
19025,11296
19027,21703
19029,14794
19031,18057
19033,46950
19035,13204
19037,13237
19039,8841
19041,17550
19043,18900
19045,50553
19047,16901
19049,38152
19051,8484
19053,8538
19055,18487
19057,42621
19059,16236
19061,88775
19063,11247
19065,22179
19067,16987
19069,10875
19071,7993
19073,10442
19075,12277
19077,11321
19079,16405
19081,12085
19083,18912
19085,15569
19087,20285
19089,9999
19091,10462
19093,7928
19095,15463
19097,20225
19099,36898
19101,16553
19103,107819
19105,20369
19107,11406
19109,17321
19111,38544
19113,187210
19115,12114
19117,9422
19119,11863
19121,13702
19123,22266
19125,31601
19127,39238
19129,14265
19131,10863
19133,10047
19135,8080
19137,11890
19139,41417
19141,15457
19143,7087
19145,17330
19147,10245
19149,24578
19151,8859
19153,365086
19155,86609
19157,18814
19159,5441
19161,11852
19163,157754
19165,13256
19167,31649
19169,78221
19171,18070
19173,7029
19175,12349
19177,7774
19179,35948
19181,39911
19183,20506
19185,6821
19187,39652
19189,11741
