GEOID,199907
01001,42963
01003,137555
01005,28866
01007,20560
01009,50237
01011,11755
01013,21605
01015,114910
01017,36527
01019,23605
01021,38862
01023,15931
01025,27919
01027,14174
01029,14039
01031,43667
01033,54715
01035,14158
01037,12135
01039,37843
01041,13584
01043,77065
01045,49118
01047,46722
01049,63593
01051,64668
01053,38336
01055,104002
01057,18496
01059,31163
01061,25585
01063,10004
01065,16982
01067,16129
01069,88256
01071,53433
01073,662845
01075,15889
01077,87590
01079,34537
01081,112898
01083,64880
01085,13361
01087,24085
01089,274692
01091,22519
01093,31264
01095,81992
01097,399323
01099,24440
01101,223548
01103,110670
01105,12001
01107,21036
01109,29469
01111,22072
01113,49982
01115,63650
01117,140502
01119,14976
01121,79971
01123,41649
01125,164411
01127,70784
01129,18003
01131,13261
01133,24679
04001,69801
04003,116530
04005,115307
04007,50990
04009,33279
04011,8535
04012,19355
04013,3004985
04015,150351
04017,96100
04019,828905
04021,173364
04023,37713
04025,162943
04027,155665
05001,20966
05003,24261
05005,38055
05007,148636
05009,33436
05011,12518
05013,5764
05015,25062
05017,14265
05019,23490
05021,17707
05023,23806
05025,8589
05027,25614
05029,20275
05031,81038
05033,52708
05035,50530
05037,19589
05039,9272
05041,15351
05043,18683
05045,84633
05047,17779
05049,11519
05051,87177
05053,16312
05055,36881
05057,23536
05059,30155
05061,14371
05063,33951
05065,13145
05067,18617
05069,84178
05071,22656
05073,8643
05075,18003
05077,12719
05079,14474
05081,13565
05083,22223
05085,51807
05087,14003
05089,15951
05091,40391
05093,52034
05095,10387
05097,9089
05099,10066
05101,8475
05103,28954
05105,10097
05107,26817
05109,11155
05111,25525
05113,20079
05115,54300
05117,9590
05119,360312
05121,18156
05123,29353
05125,82130
05127,10977
05129,8178
05131,113302
05133,15741
05135,16878
05137,11391
05139,45706
05141,16105
05143,154627
05145,66359
05147,8855
05149,20918
06001,1427114
06003,1205
06005,34903
06007,201282
06009,40000
06011,18620
06013,936983
06015,27624
06017,154381
06019,789405
06021,26332
06023,126676
06025,141056
06027,17968
06029,655428
06031,126402
06033,57214
06035,33838
06037,9437290
06039,121883
06041,246269
06043,16966
06045,85665
06047,206734
06049,9509
06051,12589
06053,396267
06055,123026
06057,90899
06059,2815933
06061,240928
06063,20921
06065,1507912
06067,1206659
06069,51467
06071,1681601
06073,2789593
06075,774716
06077,552424
06079,243480
06081,704538
06083,396906
06085,1671498
06087,253667
06089,161987
06091,3480
06093,44424
06095,387657
06097,453421
06099,438609
06101,78216
06103,55517
06105,13050
06107,364708
06109,53857
06111,743357
06113,165269
06115,59881
08001,354146
08003,14881
08005,482262
08007,9510
08009,4562
08011,6049
08013,285901
08015,16026
08017,2255
08019,9293
08021,8336
08023,3601
08025,5336
08027,3455
08029,27586
08031,548848
08033,1824
08035,162866
08037,40443
08039,19170
08041,509044
08043,45655
08045,42611
08047,4658
08049,12138
08051,13765
08053,793
08055,7879
08057,1573
08059,523325
08061,1639
08063,8028
08065,7713
08067,43049
08069,246884
08071,14960
08073,6097
08075,20076
08077,114827
08079,802
08081,13178
08083,23601
08085,32907
08087,26796
08089,20502
08091,3622
08093,13987
08095,4521
08097,15081
08099,14520
08101,140184
08103,6022
08105,12258
08107,19237
08109,5706
08111,549
08113,6396
08115,2711
08117,23069
08119,20294
08121,4862
08123,174342
08125,9807
09001,877043
09003,853039
09005,181328
09007,153340
09009,820396
09011,257568
09013,134939
09015,108748
10001,125611
10003,496079
10005,153300
11001,570213
12001,215847
12003,21575
12005,148149
12007,25887
12009,472138
12011,1594130
12013,12795
12015,140240
12017,116634
12019,138704
12021,245094
12023,55445
12027,31353
12029,13702
12031,773150
12033,293956
12035,48324
12037,10847
12039,45117
12041,14062
12043,10384
12045,12706
12047,12807
12049,26497
12051,35638
12053,129263
12055,86604
12057,984930
12059,18666
12061,111294
12063,46039
12065,13538
12067,6513
12069,205123
12071,431981
12073,235871
12075,33893
12077,7114
12079,18609
12081,259053
12083,254964
12085,125974
12086,2220961
12087,79973
12089,56876
12091,169054
12093,35551
12095,875681
12097,167021
12099,1116913
12101,337533
12103,917379
12105,478047
12107,70499
12109,119646
12111,190349
12113,116070
12115,322839
12117,360168
12119,51725
12121,34220
12123,19467
12125,13438
12127,438368
12129,22299
12131,39864
12133,20870
13001,17323
13003,7575
13005,10053
13007,4089
13009,44440
13011,14037
13013,44615
13015,74128
13017,17516
13019,16086
13021,154254
13023,11573
13025,14369
13027,16379
13029,23150
13031,55183
13033,22156
13035,18927
13037,6176
13039,43574
13043,9530
13045,85082
13047,52118
13049,10258
13051,231630
13053,14781
13055,25158
13057,137416
13059,100173
13061,3347
13063,229966
13065,6892
13067,588871
13069,36813
13071,41737
13073,88280
13075,15563
13077,86837
13079,12369
13081,21895
13083,15029
13085,15203
13087,28063
13089,656625
13091,19139
13093,11461
13095,96199
13097,90955
13099,12311
13101,3553
13103,36838
13105,20425
13107,21784
13109,10289
13111,19443
13113,89342
13115,89659
13117,93244
13119,20021
13121,807365
13123,22357
13125,2562
13127,67426
13129,43354
13131,23568
13133,14199
13135,567569
13137,35196
13139,134781
13141,10021
13143,25301
13145,23382
13147,22754
13149,10737
13151,113011
13153,109216
13155,9793
13157,40445
13159,11177
13161,12609
13163,17342
13165,8510
13167,8551
13169,23437
13171,15593
13173,7170
13175,44573
13177,24335
13179,61987
13181,8313
13183,10108
13185,91472
13187,20547
13189,21212
13191,10625
13193,14029
13195,25334
13197,7020
13199,22502
13201,6399
13205,23615
13207,21430
13209,8215
13211,15274
13213,35495
13215,185734
13217,59506
13219,25637
13221,12312
13223,77863
13225,23348
13227,21840
13229,15387
13231,13312
13233,37812
13235,9458
13237,18667
13239,2563
13241,14798
13243,7827
13245,199395
13247,69214
13249,3706
13251,15256
13253,9343
13255,58227
13257,25270
13259,5270
13261,32957
13263,6478
13265,2050
13267,22049
13269,8790
13271,11747
13273,10954
13275,42360
13277,38234
13279,26016
13281,9135
13283,6702
13285,58376
13287,9460
13289,10548
13291,16858
13293,27473
13295,60960
13297,58160
13299,35570
13301,6375
13303,21026
13305,26340
13307,2368
13309,6111
13311,19303
13313,82505
13315,8515
13317,10708
13319,10212
13321,22067
16001,294292
16003,3517
16005,75527
16007,6390
16009,9092
16011,41550
16013,18521
16015,6344
16017,36262
16019,81576
16021,9721
16023,2892
16025,1008
16027,126720
16029,7287
16031,21425
16033,988
16035,9033
16037,4336
16039,28889
16041,11233
16043,11840
16045,15052
16047,13970
16049,15515
16051,18982
16053,18079
16055,106346
16057,34908
16059,7944
16061,3754
16063,3991
16065,27293
16067,20350
16069,37482
16071,4115
16073,10429
16075,20374
16077,7623
16079,13813
16081,5705
16083,63844
16085,7652
16087,10010
17001,68430
17003,9621
17005,17532
17007,40844
17009,6948
17011,35527
17013,5093
17015,16813
17017,13795
17019,178652
17021,35398
17023,17011
17025,14575
17027,35533
